toidINS;sprincp;sprincp.raw;cconac;w;type;idINS
1972711261;62;62;9604Z;1;comm;r200N2252200E3945400
1972511262;39;39;9602B;1;comm;r200N2252400E3945000
1972511262;43;43;9602B;1;comm;r200N2252400E3945000
1972711261;31;31;9602B;1;comm;r200N2252200E3945400
1972711263;300;300;9609Z;1;comm;r200N2252600E3945400
1972711265;73;73;9602A;1;comm;r200N2253000E3945400
1972811265;93;93;9602A;1;comm;r200N2253000E3945600
1972811264;87;87;9602A;1;comm;r200N2252800E3945600
1972911263;90;90;9602A;1;comm;r200N2252600E3945800
1972711262;25;25;9602A;1;comm;r200N2252400E3945400
1972511258;15;15;9602A;1;comm;r200N2251600E3945000
1972711262;95;95;9602A;1;comm;r200N2252400E3945400
1975111268;35;35;9602B;1;comm;r200N2253600E3950200
1975111268;20;20;9601B;1;comm;r200N2253600E3950200
1974911267;60;60;9609Z;1;comm;r200N2253400E3949800
1974911267;30;30;9604Z;1;comm;r200N2253400E3949800
1976011266;20;20;9601B;1;comm;r200N2253200E3952000
1976111266;31;31;9602B;1;comm;r200N2253200E3952200
1976111266;25;25;9602B;1;comm;r200N2253200E3952200
1975811267;40;40;9602B;1;comm;r200N2253400E3951600
1975811267;54;54;9602B;1;comm;r200N2253400E3951600
1975111268;100;100;9602A;1;comm;r200N2253600E3950200
1975011268;50;50;9602A;1;comm;r200N2253600E3950000
1974911267;57;57;9602A;1;comm;r200N2253400E3949800
1974911267;50;50;9602A;1;comm;r200N2253400E3949800
1975111268;50;50;9602A;1;comm;r200N2253600E3950200
1975411269;109;109;9602A;1;comm;r200N2253800E3950800
1974511268;110;110;9602A;1;comm;r200N2253600E3949000
1975711267;80;80;9602A;1;comm;r200N2253400E3951400
1975711271;53;53;9602A;1;comm;r200N2254200E3951400
1976511269;67;67;9602A;1;comm;r200N2253800E3953000
1976011267;75;75;9602A;1;comm;r200N2253400E3952000
1976011266;25;25;9602A;1;comm;r200N2253200E3952000
1976011266;30;30;9602A;1;comm;r200N2253200E3952000
1973411297;30;30;9603Z;1;comm;r200N2259400E3946800
1973311296;25;25;9602B;1;comm;r200N2259200E3946600
1973211296;32;32;9609Z;1;comm;r200N2259200E3946400
1973211295;40;40;9603Z;1;comm;r200N2259000E3946400
1972111302;759;759;9604Z;1;comm;r200N2260400E3944200
1972311304;45;45;9602B;1;comm;r200N2260800E3944600
1972311304;33;33;9602B;1;comm;r200N2260800E3944600
1972711301;100;100;9602A;1;comm;r200N2260200E3945400
1973311296;25;25;9602A;1;comm;r200N2259200E3946600
1973211296;30;30;9602A;1;comm;r200N2259200E3946400
1973211295;40;40;9602A;1;comm;r200N2259000E3946400
1972711303;50;50;9602A;1;comm;r200N2260600E3945400
1971811297;42;42;9602A;1;comm;r200N2259400E3943600
1971811297;121;121;9602A;1;comm;r200N2259400E3943600
1972111292;45;45;9602A;1;comm;r200N2258400E3944200
1971911293;14;14;9609Z;1;comm;r200N2258600E3943800
1972211285;15;15;9601B;1;comm;r200N2257000E3944400
1972311298;1700;1700;9601B;1;comm;r200N2259600E3944600
1972111292;18;18;9602A;1;comm;r200N2258400E3944200
1972211289;48;48;9602A;1;comm;r200N2257800E3944400
1972211285;80;80;9602A;1;comm;r200N2257000E3944400
1972211286;24;24;9602A;1;comm;r200N2257200E3944400
1972011290;100;100;9602A;1;comm;r200N2258000E3944000
1972211301;40;40;9602A;1;comm;r200N2260200E3944400
1971911313;100;100;9603Z;1;comm;r200N2262600E3943800
1971911314;24;24;9602B;1;comm;r200N2262800E3943800
1971911315;35;35;9601B;1;comm;r200N2263000E3943800
1971911314;128;128;9609Z;1;comm;r200N2262800E3943800
1971911301;30;30;9602B;1;comm;r200N2260200E3943800
1972011300;36;36;9601B;1;comm;r200N2260000E3944000
1971911302;50;50;9601B;1;comm;r200N2260400E3943800
1971911304;48;48;9609Z;1;comm;r200N2260800E3943800
1972011320;52;52;9602A;1;comm;r200N2264000E3944000
1972011320;236;236;9602A;1;comm;r200N2264000E3944000
1972011320;15;15;9602A;1;comm;r200N2264000E3944000
1971911316;36;36;9602A;1;comm;r200N2263200E3943800
1971911316;19;19;9602A;1;comm;r200N2263200E3943800
1971911315;20;20;9602A;1;comm;r200N2263000E3943800
1971911315;85;85;9602A;1;comm;r200N2263000E3943800
1971911317;30;30;9602A;1;comm;r200N2263400E3943800
1971911315;56;56;9602A;1;comm;r200N2263000E3943800
1972111314;60;60;9602A;1;comm;r200N2262800E3944200
1971911302;15;15;9602A;1;comm;r200N2260400E3943800
1971911302;45;45;9602A;1;comm;r200N2260400E3943800
1971911301;42;42;9602A;1;comm;r200N2260200E3943800
1972011300;89;89;9602A;1;comm;r200N2260000E3944000
1972011300;100;100;9602A;1;comm;r200N2260000E3944000
1971911299;40;40;9602A;1;comm;r200N2259800E3943800
1971911300;63;63;9602A;1;comm;r200N2260000E3943800
1971911302;75;75;9602A;1;comm;r200N2260400E3943800
1971911301;60;60;9602A;1;comm;r200N2260200E3943800
1971911305;51;51;9602A;1;comm;r200N2261000E3943800
1971911302;45;45;9602A;1;comm;r200N2260400E3943800
1971911302;46;46;9602A;1;comm;r200N2260400E3943800
1971911303;16;16;9602A;1;comm;r200N2260600E3943800
1972011298;35;35;9602A;1;comm;r200N2259600E3944000
1971911310;20;20;9602B;1;comm;r200N2262000E3943800
1971711311;52;52;9602B;1;comm;r200N2262200E3943400
1971711311;66;66;9602B;1;comm;r200N2262200E3943400
1971511313;65;65;9602A;1;comm;r200N2262600E3943000
1971911309;15;15;9602A;1;comm;r200N2261800E3943800
1971911309;28;28;9602A;1;comm;r200N2261800E3943800
1971711311;50;50;9602A;1;comm;r200N2262200E3943400
1971711311;50;50;9602A;1;comm;r200N2262200E3943400
1971911308;263;263;9602A;1;comm;r200N2261600E3943800
1971911310;35;35;9602A;1;comm;r200N2262000E3943800
1970411311;18;18;9602B;1;comm;r200N2262200E3940800
1970111311;17;17;9601B;1;comm;r200N2262200E3940200
1970511311;14;14;9609Z;1;comm;r200N2262200E3941000
1971311307;125;125;9609Z;1;comm;r200N2261400E3942600
1971511305;220;220;9609Z;1;comm;r200N2261000E3943000
1971111306;420;420;9604Z;1;comm;r200N2261200E3942200
1971311307;67;67;9609Z;1;comm;r200N2261400E3942600
1970811310;150;150;9602B;1;comm;r200N2262000E3941600
1970811309;26;26;9602B;1;comm;r200N2261800E3941600
1970211310;55;55;9602A;1;comm;r200N2262000E3940400
1970211310;33;33;9602A;1;comm;r200N2262000E3940400
1970211312;37;37;9602A;1;comm;r200N2262400E3940400
1971711304;55;55;9602A;1;comm;r200N2260800E3943400
1971311308;25;25;9602A;1;comm;r200N2261600E3942600
1971511311;67;67;9602A;1;comm;r200N2262200E3943000
1970911309;80;80;9602A;1;comm;r200N2261800E3941800
1970911309;40;40;9602A;1;comm;r200N2261800E3941800
1970811310;42;42;9602A;1;comm;r200N2262000E3941600
1923111772;60;60;9601B;1;comm;r200N2354400E3846200
1923011768;24;24;9601B;1;comm;r200N2353600E3846000
1923611768;5;0;9603Z;1;comm;r200N2353600E3847200
1923311765;80;80;9609Z;1;comm;r200N2353000E3846600
1923711770;18;18;9609Z;1;comm;r200N2354000E3847400
1924111762;100;100;9602B;1;comm;r200N2352400E3848200
1923111767;66;66;9602B;1;comm;r200N2353400E3846200
1923511768;56;56;9602A;1;comm;r200N2353600E3847000
1923311766;145;145;9602A;1;comm;r200N2353200E3846600
1924211761;105;105;9602A;1;comm;r200N2352200E3848400
1924711762;91;91;9602A;1;comm;r200N2352400E3849400
1923211768;47;47;9602A;1;comm;r200N2353600E3846400
1924411769;60;60;9602A;1;comm;r200N2353800E3848800
1923511767;52;52;9602A;1;comm;r200N2353400E3847000
1924311771;90;90;9602A;1;comm;r200N2354200E3848600
1923611757;100;100;9602A;1;comm;r200N2351400E3847200
1923711768;135;135;9602A;1;comm;r200N2353600E3847400
1924111779;85;85;9602A;1;comm;r200N2355800E3848200
1996611355;33;33;9602B;1;comm;r200N2271000E3993200
2000711316;149;149;9603Z;1;comm;r200N2263200E4001400
2000611319;35;35;9602B;1;comm;r200N2263800E4001200
2000611318;35;35;9602B;1;comm;r200N2263600E4001200
2000611318;68;68;9602B;1;comm;r200N2263600E4001200
2000711319;65;65;9603Z;1;comm;r200N2263800E4001400
2000711318;39;39;9602B;1;comm;r200N2263600E4001400
2000711318;70;70;9601B;1;comm;r200N2263600E4001400
2000711318;76;76;9603Z;1;comm;r200N2263600E4001400
2000711318;194;194;9609Z;1;comm;r200N2263600E4001400
2000811319;370;370;9603Z;1;comm;r200N2263800E4001600
2000011314;900;900;9601B;1;comm;r200N2262800E4000000
2000011314;270;270;9601B;1;comm;r200N2262800E4000000
2000111319;44;44;9601B;1;comm;r200N2263800E4000200
2000311319;65;65;9602B;1;comm;r200N2263800E4000600
2000711318;110;110;9603Z;1;comm;r200N2263600E4001400
2000011314;150;150;9601B;1;comm;r200N2262800E4000000
2000411320;18;18;9609Z;1;comm;r200N2264000E4000800
2000711318;100;100;9602B;1;comm;r200N2263600E4001400
2000011319;59;59;9602B;1;comm;r200N2263800E4000000
2001011326;20;20;9602B;1;comm;r200N2265200E4002000
2000211319;34;34;9602B;1;comm;r200N2263800E4000400
2003811312;1076;1076;9601A;1;comm;r200N2262400E4007600
2000011306;200;200;9609Z;1;comm;r200N2261200E4000000
1999611320;100;100;9602B;1;comm;r200N2264000E3999200
2000811321;64;64;9601B;1;comm;r200N2264200E4001600
2002011318;24;24;9602B;1;comm;r200N2263600E4004000
2004211310;594;594;9602B;1;comm;r200N2262000E4008400
2000511318;20;20;9602B;1;comm;r200N2263600E4001000
1997911319;8;8;9602B;1;comm;r200N2263800E3995800
1996211387;40;40;9602B;1;comm;r200N2277400E3992400
1987611209;20;20;9602B;1;comm;r200N2241800E3975200
2000611318;40;40;9602A;1;comm;r200N2263600E4001200
2000711319;28;28;9602A;1;comm;r200N2263800E4001400
2000711318;30;30;9602A;1;comm;r200N2263600E4001400
2000611318;45;45;9602A;1;comm;r200N2263600E4001200
2000811318;36;36;9602A;1;comm;r200N2263600E4001600
2000611318;20;20;9602A;1;comm;r200N2263600E4001200
2000611318;36;36;9602A;1;comm;r200N2263600E4001200
2000811318;42;42;9602A;1;comm;r200N2263600E4001600
2000711318;51;51;9602A;1;comm;r200N2263600E4001400
2000511318;25;25;9602A;1;comm;r200N2263600E4001000
2000711319;39;39;9602A;1;comm;r200N2263800E4001400
2000711319;53;53;9602A;1;comm;r200N2263800E4001400
2000811319;50;50;9602A;1;comm;r200N2263800E4001600
2001411317;2507;2507;9602A;1;comm;r200N2263400E4002800
2000711318;98;98;9602A;1;comm;r200N2263600E4001400
2000411319;76;76;9602A;1;comm;r200N2263800E4000800
2000711319;150;150;9602A;1;comm;r200N2263800E4001400
2000111319;59;59;9602A;1;comm;r200N2263800E4000200
2000111319;60;60;9602A;1;comm;r200N2263800E4000200
2000711318;57;57;9602A;1;comm;r200N2263600E4001400
2000711319;30;30;9602A;1;comm;r200N2263800E4001400
2000711319;105;105;9602A;1;comm;r200N2263800E4001400
2000911323;86;86;9602A;1;comm;r200N2264600E4001800
2007211326;22;22;9602A;1;comm;r200N2265200E4014400
1987611209;32;32;9602A;1;comm;r200N2241800E3975200
1987411208;110;110;9602A;1;comm;r200N2241600E3974800
1988111196;26;26;9602A;1;comm;r200N2239200E3976200
2020411413;64;64;9602A;1;comm;r200N2282600E4040800
2012911359;25;25;9602B;1;comm;r200N2271800E4025800
2013011360;31;31;9604Z;1;comm;r200N2272000E4026000
2012811361;30;30;9602B;1;comm;r200N2272200E4025600
2012911360;40;40;9602B;1;comm;r200N2272000E4025800
2013011360;20;20;9603Z;1;comm;r200N2272000E4026000
2012811360;60;60;9601B;1;comm;r200N2272000E4025600
2012911359;100;100;9602B;1;comm;r200N2271800E4025800
2010811306;140;140;9602B;1;comm;r200N2261200E4021600
2010311299;56;56;9601B;1;comm;r200N2259800E4020600
2011111305;65;65;9603Z;1;comm;r200N2261000E4022200
2011011305;30;30;9602B;1;comm;r200N2261000E4022000
2010711304;54;54;9602B;1;comm;r200N2260800E4021400
2011211294;5;0;9601A;1;comm;r200N2258800E4022400
2011211306;40;40;9601B;1;comm;r200N2261200E4022400
2016511199;32;32;9601B;1;comm;r200N2239800E4033000
2016611190;66;66;9601B;1;comm;r200N2238000E4033200
2029711422;20;20;9602B;1;comm;r200N2284400E4059400
2029511415;60;60;9602B;1;comm;r200N2283000E4059000
2029811414;105;105;9604Z;1;comm;r200N2282800E4059600
2029811414;250;250;9603Z;1;comm;r200N2282800E4059600
2030011413;44;44;9602B;1;comm;r200N2282600E4060000
2029511415;88;88;9601B;1;comm;r200N2283000E4059000
2029711414;50;50;9603Z;1;comm;r200N2282800E4059400
2029711414;50;50;9602B;1;comm;r200N2282800E4059400
2029611422;35;35;9602B;1;comm;r200N2284400E4059200
2029711412;218;218;9603Z;1;comm;r200N2282400E4059400
2012911359;43;43;9602A;1;comm;r200N2271800E4025800
2012911360;66;66;9602A;1;comm;r200N2272000E4025800
2010711307;50;50;9602A;1;comm;r200N2261400E4021400
2010711307;51;51;9602A;1;comm;r200N2261400E4021400
2010811306;34;34;9602A;1;comm;r200N2261200E4021600
2010811306;30;30;9602A;1;comm;r200N2261200E4021600
2010811307;22;22;9602A;1;comm;r200N2261400E4021600
2010711307;26;26;9602A;1;comm;r200N2261400E4021400
2010711307;17;17;9602A;1;comm;r200N2261400E4021400
2010311299;55;55;9602A;1;comm;r200N2259800E4020600
2011011305;50;50;9602A;1;comm;r200N2261000E4022000
2010911306;115;115;9602A;1;comm;r200N2261200E4021800
2010611303;60;60;9602A;1;comm;r200N2260600E4021200
2025111511;20;20;9602A;1;comm;r200N2302200E4050200
2016511200;40;40;9602A;1;comm;r200N2240000E4033000
2029611422;41;41;9602A;1;comm;r200N2284400E4059200
2030111412;75;75;9602A;1;comm;r200N2282400E4060200
2029711422;45;45;9602A;1;comm;r200N2284400E4059400
2029911414;30;30;9602A;1;comm;r200N2282800E4059800
2029511415;84;84;9602A;1;comm;r200N2283000E4059000
2030011413;50;50;9602A;1;comm;r200N2282600E4060000
2030011413;25;25;9602A;1;comm;r200N2282600E4060000
1992311259;68;68;9602B;1;comm;r200N2251800E3984600
1989611244;191;191;9609Z;1;comm;r200N2248800E3979200
1988811245;1557;1557;9609Z;1;comm;r200N2249000E3977600
1990811149;55;55;9602B;1;comm;r200N2229800E3981600
1990711149;25;25;9603Z;1;comm;r200N2229800E3981400
1990611148;120;120;9603Z;1;comm;r200N2229600E3981200
1990811149;40;40;9602B;1;comm;r200N2229800E3981600
1990911148;40;40;9609Z;1;comm;r200N2229600E3981800
1990611148;58;58;9603Z;1;comm;r200N2229600E3981200
1990711150;90;90;9609Z;1;comm;r200N2230000E3981400
1990511150;85;85;9602B;1;comm;r200N2230000E3981000
1990311152;70;70;9602B;1;comm;r200N2230400E3980600
1990011158;28;28;9601B;1;comm;r200N2231600E3980000
1989611162;22;22;9602B;1;comm;r200N2232400E3979200
1989611163;65;65;9604Z;1;comm;r200N2232600E3979200
1989711157;40;40;9609Z;1;comm;r200N2231400E3979400
1989711157;34;34;9602B;1;comm;r200N2231400E3979400
1990511151;30;30;9609Z;1;comm;r200N2230200E3981000
1990811149;18;18;9602B;1;comm;r200N2229800E3981600
1990711150;27;27;9601B;1;comm;r200N2230000E3981400
1989911156;69;69;9609Z;1;comm;r200N2231200E3979800
1990911150;5;0;9601B;1;comm;r200N2230000E3981800
1990511150;42;42;9609Z;1;comm;r200N2230000E3981000
1990911150;24;24;9601B;1;comm;r200N2230000E3981800
1990811149;42;42;9603Z;1;comm;r200N2229800E3981600
1992211258;60;60;9602A;1;comm;r200N2251600E3984400
1992211257;45;45;9602A;1;comm;r200N2251400E3984400
1990911148;30;30;9602A;1;comm;r200N2229600E3981800
1990711150;20;20;9602A;1;comm;r200N2230000E3981400
1990711150;50;50;9602A;1;comm;r200N2230000E3981400
1990411150;83;83;9602A;1;comm;r200N2230000E3980800
1990511150;63;63;9602A;1;comm;r200N2230000E3981000
1990711151;30;30;9602A;1;comm;r200N2230200E3981400
1989711161;36;36;9602A;1;comm;r200N2232200E3979400
1990511151;30;30;9602A;1;comm;r200N2230200E3981000
1990911149;38;38;9602A;1;comm;r200N2229800E3981800
1990911149;48;48;9602A;1;comm;r200N2229800E3981800
1990911147;42;42;9602A;1;comm;r200N2229400E3981800
1990011158;20;20;9602A;1;comm;r200N2231600E3980000
1990211154;35;35;9602A;1;comm;r200N2230800E3980400
1989311141;30;30;9602A;1;comm;r200N2228200E3978600
1989911155;34;34;9602A;1;comm;r200N2231000E3979800
1989611163;37;37;9602A;1;comm;r200N2232600E3979200
1952311644;180;180;9603Z;1;comm;r200N2328800E3904600
1953511648;5;0;9602B;1;comm;r200N2329600E3907000
1952711638;80;80;9604Z;1;comm;r200N2327600E3905400
1952211650;48;48;9602B;1;comm;r200N2330000E3904400
1954911629;40;40;9609Z;1;comm;r200N2325800E3909800
1954411637;40;40;9602B;1;comm;r200N2327400E3908800
1954311638;53;53;9603Z;1;comm;r200N2327600E3908600
1951811644;178;178;9603Z;1;comm;r200N2328800E3903600
1954311639;47;47;9609Z;1;comm;r200N2327800E3908600
1951911649;95;95;9601B;1;comm;r200N2329800E3903800
1951311638;16;16;9603Z;1;comm;r200N2327600E3902600
1951611650;25;25;9602B;1;comm;r200N2330000E3903200
1954611627;45;45;9602B;1;comm;r200N2325400E3909200
1952911651;26;26;9609Z;1;comm;r200N2330200E3905800
1955111629;77;77;9604Z;1;comm;r200N2325800E3910200
1952011650;18;18;9609Z;1;comm;r200N2330000E3904000
1951911649;21;21;9602B;1;comm;r200N2329800E3903800
1951611650;15;15;9602B;1;comm;r200N2330000E3903200
1954911629;56;56;9602A;1;comm;r200N2325800E3909800
1952011638;18;18;9602A;1;comm;r200N2327600E3904000
1951611648;85;85;9602A;1;comm;r200N2329600E3903200
1951611642;45;45;9602A;1;comm;r200N2328400E3903200
1951411640;57;57;9602A;1;comm;r200N2328000E3902800
1952011650;11;11;9602A;1;comm;r200N2330000E3904000
1952211643;40;40;9602A;1;comm;r200N2328600E3904400
1954311638;70;70;9602A;1;comm;r200N2327600E3908600
1952311645;16;16;9602A;1;comm;r200N2329000E3904600
1957111648;32;32;9602B;1;comm;r200N2329600E3914200
1956011739;35;35;9602B;1;comm;r200N2347800E3912000
1956011739;35;35;9603Z;1;comm;r200N2347800E3912000
1956111738;64;64;9602B;1;comm;r200N2347600E3912200
1956011739;35;35;9603Z;1;comm;r200N2347800E3912000
1956811750;91;91;9603Z;1;comm;r200N2350000E3913600
1963211612;30;30;9609Z;1;comm;r200N2322400E3926400
1947811828;83;83;9602B;1;comm;r200N2365600E3895600
1948411849;31;31;9602B;1;comm;r200N2369800E3896800
1948211851;35;35;9602B;1;comm;r200N2370200E3896400
1948011849;305;305;9601A;1;comm;r200N2369800E3896000
1948311847;27;27;9603Z;1;comm;r200N2369400E3896600
1971411524;12;12;9603Z;1;comm;r200N2304800E3942800
1971311524;20;20;9601B;1;comm;r200N2304800E3942600
1971411524;50;50;9602B;1;comm;r200N2304800E3942800
1971511637;11;11;9602B;1;comm;r200N2327400E3943000
1960011715;33;33;9602B;1;comm;r200N2343000E3920000
1960011715;76;76;9602B;1;comm;r200N2343000E3920000
1965611764;114;114;9601B;1;comm;r200N2352800E3931200
1965411772;100;100;9609Z;1;comm;r200N2354400E3930800
1965611764;42;42;9601B;1;comm;r200N2352800E3931200
1965511770;135;135;9601B;1;comm;r200N2354000E3931000
1964711596;40;40;9602B;1;comm;r200N2319200E3929400
1964911595;64;64;9601B;1;comm;r200N2319000E3929800
1964911595;50;50;9602B;1;comm;r200N2319000E3929800
1965011595;61;61;9604Z;1;comm;r200N2319000E3930000
1964711583;98;98;9602B;1;comm;r200N2316600E3929400
1965011595;60;60;9609Z;1;comm;r200N2319000E3930000
1965011594;49;49;9602B;1;comm;r200N2318800E3930000
1964911595;40;40;9601B;1;comm;r200N2319000E3929800
1965111699;68;68;9601B;1;comm;r200N2339800E3930200
1964911701;62;62;9602B;1;comm;r200N2340200E3929800
1964511701;99;99;9603Z;1;comm;r200N2340200E3929000
1956111738;54;54;9602A;1;comm;r200N2347600E3912200
1956111739;33;33;9602A;1;comm;r200N2347800E3912200
1956011739;35;35;9602A;1;comm;r200N2347800E3912000
1963911610;18;18;9602A;1;comm;r200N2322000E3927800
1948311849;40;40;9602A;1;comm;r200N2369800E3896600
1948211849;35;35;9602A;1;comm;r200N2369800E3896400
1948211849;70;70;9602A;1;comm;r200N2369800E3896400
1971411524;30;30;9602A;1;comm;r200N2304800E3942800
1971411524;27;27;9602A;1;comm;r200N2304800E3942800
1971511525;62;62;9602A;1;comm;r200N2305000E3943000
1959911715;10;10;9602A;1;comm;r200N2343000E3919800
1960011715;42;42;9602A;1;comm;r200N2343000E3920000
1959411716;18;18;9602A;1;comm;r200N2343200E3918800
1973411532;25;25;9602A;1;comm;r200N2306400E3946800
1973411533;21;21;9602A;1;comm;r200N2306600E3946800
1965611765;50;50;9602A;1;comm;r200N2353000E3931200
1965511766;60;60;9602A;1;comm;r200N2353200E3931000
1966111679;40;40;9602A;1;comm;r200N2335800E3932200
1965111595;40;40;9602A;1;comm;r200N2319000E3930200
1965011595;60;60;9602A;1;comm;r200N2319000E3930000
1965011701;55;55;9602A;1;comm;r200N2340200E3930000
1965011701;30;30;9602A;1;comm;r200N2340200E3930000
1964911700;34;34;9602A;1;comm;r200N2340000E3929800
1964911701;30;30;9602A;1;comm;r200N2340200E3929800
1965111700;68;68;9602A;1;comm;r200N2340000E3930200
1965011701;15;15;9602A;1;comm;r200N2340200E3930000
1964411701;70;70;9602A;1;comm;r200N2340200E3928800
1964911701;42;42;9602A;1;comm;r200N2340200E3929800
2000411704;33;33;9603Z;1;comm;r200N2340800E4000800
2000411704;34;34;9603Z;1;comm;r200N2340800E4000800
2000511703;5;0;9602B;1;comm;r200N2340600E4001000
2000411704;14;14;9602A;1;comm;r200N2340800E4000800
2000411704;45;45;9602A;1;comm;r200N2340800E4000800
2000411704;63;63;9604Z;1;comm;r200N2340800E4000800
2000311699;60;60;9602B;1;comm;r200N2339800E4000600
1976311399;60;60;9602B;1;comm;r200N2279800E3952600
1976211400;5;5;9602B;1;comm;r200N2280000E3952400
1976111400;45;45;9602B;1;comm;r200N2280000E3952200
1976211399;27;27;9602B;1;comm;r200N2279800E3952400
1976311400;126;126;9604Z;1;comm;r200N2280000E3952600
1974611404;35;35;9602B;1;comm;r200N2280800E3949200
1971711380;65;65;9602B;1;comm;r200N2276000E3943400
1976211398;26;26;9602B;1;comm;r200N2279600E3952400
1974411400;58;58;9609Z;1;comm;r200N2280000E3948800
1975011403;47;47;9602B;1;comm;r200N2280600E3950000
1973911405;95;95;9609Z;1;comm;r200N2281000E3947800
1976211399;141;141;9604Z;1;comm;r200N2279800E3952400
1976011399;17;17;9602B;1;comm;r200N2279800E3952000
1976311400;20;20;9602B;1;comm;r200N2280000E3952600
1973711388;34;34;9602B;1;comm;r200N2277600E3947400
1976011400;42;42;9602B;1;comm;r200N2280000E3952000
1975211392;50;50;9602B;1;comm;r200N2278400E3950400
1975211392;36;36;9601B;1;comm;r200N2278400E3950400
1973411387;20;20;9603Z;1;comm;r200N2277400E3946800
1974611404;85;85;9602B;1;comm;r200N2280800E3949200
1974611404;69;69;9601B;1;comm;r200N2280800E3949200
1976211401;25;25;9602B;1;comm;r200N2280200E3952400
1975711419;93;93;9602B;1;comm;r200N2283800E3951400
1975011416;50;50;9602A;1;comm;r200N2283200E3950000
1976311400;65;65;9602A;1;comm;r200N2280000E3952600
1973911374;5999;5999;9602A;1;comm;r200N2274800E3947800
1975711435;5;0;9602A;1;comm;r200N2287000E3951400
1974611404;197;197;9602A;1;comm;r200N2280800E3949200
1976111400;64;64;9602A;1;comm;r200N2280000E3952200
1975211392;45;45;9602A;1;comm;r200N2278400E3950400
1974511391;686;686;9602A;1;comm;r200N2278200E3949000
1972211342;155;155;9602B;1;comm;r200N2268400E3944400
1972411359;130;130;9609Z;1;comm;r200N2271800E3944800
1972211342;100;100;9604Z;1;comm;r200N2268400E3944400
1972111365;20;20;9609Z;1;comm;r200N2273000E3944200
1972111364;159;159;9602B;1;comm;r200N2272800E3944200
1979711328;150;150;9601A;1;comm;r200N2265600E3959400
1963611299;23;23;9603Z;1;comm;r200N2259800E3927200
1963511299;58;58;9602B;1;comm;r200N2259800E3927000
1963511299;30;30;9601B;1;comm;r200N2259800E3927000
1963411299;54;54;9602B;1;comm;r200N2259800E3926800
1972111363;18;18;9602A;1;comm;r200N2272600E3944200
1973211353;39;39;9602A;1;comm;r200N2270600E3946400
1972111342;91;91;9602A;1;comm;r200N2268400E3944200
1979611324;30;30;9602A;1;comm;r200N2264800E3959200
1963511299;60;60;9602A;1;comm;r200N2259800E3927000
1963511299;50;50;9602A;1;comm;r200N2259800E3927000
1963211297;52;52;9602A;1;comm;r200N2259400E3926400
1963611298;70;70;9602A;1;comm;r200N2259600E3927200
1963511299;29;29;9602A;1;comm;r200N2259800E3927000
1969111473;39;39;9602B;1;comm;r200N2294600E3938200
1969211471;50;50;9601B;1;comm;r200N2294200E3938400
1969211471;70;70;9609Z;1;comm;r200N2294200E3938400
1969011473;60;60;9602B;1;comm;r200N2294600E3938000
1968711471;25;25;9602B;1;comm;r200N2294200E3937400
1969011474;45;45;9603Z;1;comm;r200N2294800E3938000
1968911473;24;24;9602B;1;comm;r200N2294600E3937800
1969011474;24;24;9602B;1;comm;r200N2294800E3938000
1969011473;75;75;9601B;1;comm;r200N2294600E3938000
1969011471;35;35;9609Z;1;comm;r200N2294200E3938000
1969011474;45;45;9603Z;1;comm;r200N2294800E3938000
1963311442;21;21;9601B;1;comm;r200N2288400E3926600
1963411442;118;118;9601B;1;comm;r200N2288400E3926800
1962311441;70;70;9604Z;1;comm;r200N2288200E3924600
1962511442;359;359;9601B;1;comm;r200N2288400E3925000
1962711443;240;240;9609Z;1;comm;r200N2288600E3925400
1963611446;32;32;9603Z;1;comm;r200N2289200E3927200
1962411441;90;90;9601B;1;comm;r200N2288200E3924800
1962511443;194;194;9609Z;1;comm;r200N2288600E3925000
1969011473;25;25;9602A;1;comm;r200N2294600E3938000
1969011474;30;30;9602A;1;comm;r200N2294800E3938000
1969011474;20;20;9602A;1;comm;r200N2294800E3938000
1969011474;20;20;9602A;1;comm;r200N2294800E3938000
1969011473;15;15;9602A;1;comm;r200N2294600E3938000
1969111474;96;96;9602A;1;comm;r200N2294800E3938200
1969011471;68;68;9602A;1;comm;r200N2294200E3938000
1969011471;38;38;9602A;1;comm;r200N2294200E3938000
1969111474;53;53;9602A;1;comm;r200N2294800E3938200
1963311443;28;28;9602A;1;comm;r200N2288600E3926600
1963311443;35;35;9602A;1;comm;r200N2288600E3926600
1963311442;14;14;9602A;1;comm;r200N2288400E3926600
1963411444;37;37;9602A;1;comm;r200N2288800E3926800
1963211442;116;116;9602A;1;comm;r200N2288400E3926400
1976111298;10;10;9604Z;1;comm;r200N2259600E3952200
1976211298;50;50;9602B;1;comm;r200N2259600E3952400
1976111298;8;8;9609Z;1;comm;r200N2259600E3952200
1976011298;50;50;9603Z;1;comm;r200N2259600E3952000
1976211297;58;58;9602B;1;comm;r200N2259400E3952400
1976311297;111;111;9602B;1;comm;r200N2259400E3952600
1976411297;40;40;9603Z;1;comm;r200N2259400E3952800
1976411299;46;46;9602B;1;comm;r200N2259800E3952800
1958511564;205;205;9609Z;1;comm;r200N2312800E3917000
1959711574;320;320;9601A;1;comm;r200N2314800E3919400
1956611342;25;25;9604Z;1;comm;r200N2268400E3913200
1976211298;86;86;9602A;1;comm;r200N2259600E3952400
1975911295;18;18;9602A;1;comm;r200N2259000E3951800
