toidINS;sprincp;sprincp.raw;cconac;w;type;idINS
1971111610;35;35;4721Z;1;alim;r200N2322000E3942200
1971111610;38;38;4724Z;1;alim;r200N2322000E3942200
1960611782;180;180;4725Z;1;alim;r200N2356400E3921200
1960611778;64;64;4722Z;1;alim;r200N2355600E3921200
1960611778;125;125;4725Z;1;alim;r200N2355600E3921200
1960111781;180;180;4725Z;1;alim;r200N2356200E3920200
1955911811;25;25;4722Z;1;alim;r200N2362200E3911800
1955911810;35;35;4721Z;1;alim;r200N2362000E3911800
1964111673;150;150;4722Z;1;alim;r200N2334600E3928200
1980411531;28;28;4725Z;1;alim;r200N2306200E3960800
1974711630;78;78;4721Z;1;alim;r200N2326000E3949400
1974811631;30;30;4722Z;1;alim;r200N2326200E3949600
1956711651;41;41;4721Z;1;alim;r200N2330200E3913400
1979111524;450;450;4721Z;1;alim;r200N2304800E3958200
1958811721;238;238;4725Z;1;alim;r200N2344200E3917600
1958811719;30;30;4722Z;1;alim;r200N2343800E3917600
1958711718;70;70;4722Z;1;alim;r200N2343600E3917400
1958811719;200;200;4725Z;1;alim;r200N2343800E3917600
1963811586;150;150;4729Z;1;alim;r200N2317200E3927600
1971111611;130;130;4729Z;1;alim;r200N2322200E3942200
1960611778;66;66;4729Z;1;alim;r200N2355600E3921200
1960611778;230;230;4729Z;1;alim;r200N2355600E3921200
1964111672;32;32;4729Z;1;alim;r200N2334400E3928200
1980511531;70;70;4729Z;1;alim;r200N2306200E3961000
2000411704;125;125;4721Z;1;alim;r200N2340800E4000800
2014911869;163;NA;4719B;3;comm;r200N2373800E4029800
2008211559;13;NA;4719B;3;comm;r200N2311800E4016400
2008311559;40;NA;4719B;3;comm;r200N2311800E4016600
2008311558;21;NA;4719B;3;comm;r200N2311600E4016600
1981511201;35;NA;4719B;3;comm;r200N2240200E3963000
1981511200;38;NA;4719B;3;comm;r200N2240000E3963000
1981511201;60;NA;4719B;3;comm;r200N2240200E3963000
1924411769;800;NA;4719B;3;comm;r200N2353800E3848800
1931811603;736;NA;4719B;3;comm;r200N2320600E3863600
2004511384;23;NA;4719B;3;comm;r200N2276800E4009000
1999311169;471;NA;4719B;3;comm;r200N2233800E3998600
2020711198;40;NA;4719B;3;comm;r200N2239600E4041400
2007011256;75;NA;4719B;3;comm;r200N2251200E4014000
1994311169;24;NA;4719B;3;comm;r200N2233800E3988600
1950611834;60;NA;4719B;3;comm;r200N2366800E3901200
1950811840;402;NA;4719B;3;comm;r200N2368000E3901600
1950711851;1100;NA;4719A;5;comm;r200N2370200E3901400
1955111766;70;NA;4719B;3;comm;r200N2353200E3910200
1952211618;80;NA;4719B;3;comm;r200N2323600E3904400
1953211614;63;NA;4719B;3;comm;r200N2322800E3906400
1953311614;64;NA;4719B;3;comm;r200N2322800E3906600
1981511201;38;NA;4719B;3;comm;r200N2240200E3963000
1981411201;51;NA;4719B;3;comm;r200N2240200E3962800
1959711352;49;NA;4719B;3;comm;r200N2270400E3919400
1934511384;0;NA;4719B;3;comm;r200N2276800E3869000
1934611385;40;NA;4719B;3;comm;r200N2277000E3869200
1934611385;35;NA;4719B;3;comm;r200N2277000E3869200
1934611385;34;NA;4719B;3;comm;r200N2277000E3869200
1934611385;20;NA;4719B;3;comm;r200N2277000E3869200
1972811272;109;NA;4719B;3;comm;r200N2254400E3945600
1972411278;21;NA;4719B;3;comm;r200N2255600E3944800
1972411278;9;NA;4719B;3;comm;r200N2255600E3944800
1972211275;30;NA;4719B;3;comm;r200N2255000E3944400
1972211270;43;NA;4719B;3;comm;r200N2254000E3944400
1924711859;30;NA;4719B;3;comm;r200N2371800E3849400
2008911519;80;NA;4719B;3;comm;r200N2303800E4017800
1988711437;77;NA;4719B;3;comm;r200N2287400E3977400
2026111270;63;NA;4719B;3;comm;r200N2254000E4052200
1951711648;27;NA;4719B;3;comm;r200N2329600E3903400
1951711647;37;NA;4719B;3;comm;r200N2329400E3903400
1952911637;6807;NA;4719A;5;comm;r200N2327400E3905800
1976211399;10;NA;4719B;3;comm;r200N2279800E3952400
1976111401;80;NA;4719B;3;comm;r200N2280200E3952200
1976311400;30;NA;4719B;3;comm;r200N2280000E3952600
1966911344;340;NA;4719B;3;comm;r200N2268800E3933800
1966911344;340;NA;4719B;3;comm;r200N2268800E3933800
1966911344;513;NA;4719B;3;comm;r200N2268800E3933800
1962111472;30;NA;4719B;3;comm;r200N2294400E3924200
1972411279;53;NA;4719B;3;comm;r200N2255800E3944800
1925511456;17;NA;4719B;3;comm;r200N2291200E3851000
1925511456;51;NA;4719B;3;comm;r200N2291200E3851000
1925511456;25;NA;4719B;3;comm;r200N2291200E3851000
1925511456;27;NA;4719B;3;comm;r200N2291200E3851000
1925411456;48;NA;4719B;3;comm;r200N2291200E3850800
1926411537;1200;NA;4719B;3;comm;r200N2307400E3852800
1943411850;144;NA;4719B;3;comm;r200N2370000E3886800
2020611226;507;NA;4719B;3;comm;r200N2245200E4041200
2020411225;1500;NA;4719B;3;comm;r200N2245000E4040800
1990811150;46;NA;4719B;3;comm;r200N2230000E3981600
1991111158;90;NA;4719B;3;comm;r200N2231600E3982200
1961911702;80;NA;4719B;3;comm;r200N2340400E3923800
1961911690;117;NA;4719B;3;comm;r200N2338000E3923800
1961811692;80;NA;4719B;3;comm;r200N2338400E3923600
1962711703;1037;NA;4719B;3;comm;r200N2340600E3925400
2005711664;256;NA;4719B;3;comm;r200N2332800E4011400
1994411517;30;NA;4719B;3;comm;r200N2303400E3988800
1994411517;25;NA;4719B;3;comm;r200N2303400E3988800
1943511505;50;NA;4719B;3;comm;r200N2301000E3887000
1943411504;30;NA;4719B;3;comm;r200N2300800E3886800
1943811504;27;NA;4719B;3;comm;r200N2300800E3887600
1967711359;1500;NA;4719B;3;comm;r200N2271800E3935400
1972611269;30;NA;4719B;3;comm;r200N2253800E3945200
1939211806;52;NA;4719B;3;comm;r200N2361200E3878400
2005411353;197;NA;4719B;3;comm;r200N2270600E4010800
2005811355;20;NA;4719B;3;comm;r200N2271000E4011600
2000211145;28;NA;4719B;3;comm;r200N2229000E4000400
2026511327;240;NA;4719B;3;comm;r200N2265400E4053000
2026311332;959;NA;4719B;3;comm;r200N2266400E4052600
1995411162;425;NA;4719B;3;comm;r200N2232400E3990800
1994811157;29;NA;4719B;3;comm;r200N2231400E3989600
1967411574;110;NA;4719B;3;comm;r200N2314800E3934800
1943411504;40;NA;4719B;3;comm;r200N2300800E3886800
1943111500;600;NA;4719B;3;comm;r200N2300000E3886200
1981411208;450;NA;4719B;3;comm;r200N2241600E3962800
1981011215;36;NA;4719B;3;comm;r200N2243000E3962000
1981411207;537;NA;4719B;3;comm;r200N2241400E3962800
1981411207;1200;NA;4719B;3;comm;r200N2241400E3962800
1981711218;120;NA;4719B;3;comm;r200N2243600E3963400
1966011518;42;NA;4719B;3;comm;r200N2303600E3932000
1970011339;80;NA;4719B;3;comm;r200N2267800E3940000
1973511280;39;NA;4719B;3;comm;r200N2256000E3947000
1973411278;50;NA;4719B;3;comm;r200N2255600E3946800
1972911246;50;NA;4719B;3;comm;r200N2249200E3945800
1972611245;450;NA;4719B;3;comm;r200N2249000E3945200
1973911277;127;NA;4719B;3;comm;r200N2255400E3947800
1919211732;66;NA;4719B;3;comm;r200N2346400E3838400
1919211732;25;NA;4719B;3;comm;r200N2346400E3838400
2007711436;70;NA;4719B;3;comm;r200N2287200E4015400
1987411176;31;NA;4719B;3;comm;r200N2235200E3974800
2002611157;275;NA;4719B;3;comm;r200N2231400E4005200
2010911414;104;NA;4719B;3;comm;r200N2282800E4021800
2010811415;30;NA;4719B;3;comm;r200N2283000E4021600
1995011322;16;NA;4719B;3;comm;r200N2264400E3990000
2017911367;44;NA;4719B;3;comm;r200N2273400E4035800
2005011602;30;NA;4719B;3;comm;r200N2320400E4010000
2007611686;880;NA;4719B;3;comm;r200N2337200E4015200
2008211691;2200;NA;4719B;3;comm;r200N2338200E4016400
2008211691;557;NA;4719B;3;comm;r200N2338200E4016400
1976311398;76;NA;4719B;3;comm;r200N2279600E3952600
1976111398;160;NA;4719B;3;comm;r200N2279600E3952200
1976011397;33;NA;4719B;3;comm;r200N2279400E3952000
1975911399;140;NA;4719B;3;comm;r200N2279800E3951800
1976011404;23;NA;4719B;3;comm;r200N2280800E3952000
1983711374;280;NA;4719B;3;comm;r200N2274800E3967400
1956811583;100;NA;4719B;3;comm;r200N2316600E3913600
1956811583;36;NA;4719B;3;comm;r200N2316600E3913600
1972611272;62;NA;4719B;3;comm;r200N2254400E3945200
1972711272;9;NA;4719B;3;comm;r200N2254400E3945400
1972611271;61;NA;4719B;3;comm;r200N2254200E3945200
1972511273;320;NA;4719B;3;comm;r200N2254600E3945000
1972411271;140;NA;4719B;3;comm;r200N2254200E3944800
1972811277;80;NA;4719B;3;comm;r200N2255400E3945600
1973211264;32;NA;4719B;3;comm;r200N2252800E3946400
1933011595;75;NA;4719B;3;comm;r200N2319000E3866000
1933311601;50;NA;4719B;3;comm;r200N2320200E3866600
1933311600;13;NA;4719B;3;comm;r200N2320000E3866600
1933411601;50;NA;4719B;3;comm;r200N2320200E3866800
1933411600;65;NA;4719B;3;comm;r200N2320000E3866800
1933711603;27;NA;4719B;3;comm;r200N2320600E3867400
2028311323;2431;NA;4719B;3;comm;r200N2264600E4056600
1953211709;23;NA;4719B;3;comm;r200N2341800E3906400
1973011599;144;NA;4719B;3;comm;r200N2319800E3946000
1998811726;295;NA;4719A;5;comm;r200N2345200E3997600
1998811725;135;NA;4719A;5;comm;r200N2345000E3997600
1998811727;596;NA;4719B;3;comm;r200N2345400E3997600
1981311265;501;NA;4719B;3;comm;r200N2253000E3962600
1981311264;1395;NA;4719B;3;comm;r200N2252800E3962600
1959611344;20;NA;4719B;3;comm;r200N2268800E3919200
1959111362;1200;NA;4719B;3;comm;r200N2272400E3918200
1952211560;46;NA;4719B;3;comm;r200N2312000E3904400
1952111560;26;NA;4719B;3;comm;r200N2312000E3904200
1952111560;80;NA;4719B;3;comm;r200N2312000E3904200
1972711280;38;NA;4719B;3;comm;r200N2256000E3945400
1972711280;101;NA;4719B;3;comm;r200N2256000E3945400
1972711279;120;NA;4719B;3;comm;r200N2255800E3945400
1974511268;1335;NA;4719B;3;comm;r200N2253600E3949000
1976511272;957;NA;4719B;3;comm;r200N2254400E3953000
1972011290;20;NA;4719B;3;comm;r200N2258000E3944000
1972311297;325;NA;4719B;3;comm;r200N2259400E3944600
1971711311;903;NA;4719B;3;comm;r200N2262200E3943400
1971911307;300;NA;4719B;3;comm;r200N2261400E3943800
1924311763;260;NA;4719B;3;comm;r200N2352600E3848600
2000411319;150;NA;4719B;3;comm;r200N2263800E4000800
2000311318;896;NA;4719A;5;comm;r200N2263600E4000600
2010411300;800;NA;4719B;3;comm;r200N2260000E4020800
2025111511;20;NA;4719B;3;comm;r200N2302200E4050200
2029411415;50;NA;4719B;3;comm;r200N2283000E4058800
2029611422;24;NA;4719B;3;comm;r200N2284400E4059200
1954011634;1103;NA;4719B;3;comm;r200N2326800E3908000
1956011739;90;NA;4719B;3;comm;r200N2347800E3912000
1973411533;34;NA;4719B;3;comm;r200N2306600E3946800
1973411532;25;NA;4719B;3;comm;r200N2306400E3946800
1976211399;172;NA;4719B;3;comm;r200N2279800E3952400
1975711402;85;NA;4719B;3;comm;r200N2280400E3951400
1974311390;375;NA;4719B;3;comm;r200N2278000E3948600
1972511343;2443;NA;4719B;3;comm;r200N2268600E3945000
1968711469;299;NA;4719B;3;comm;r200N2293800E3937400
1973311258;6560;NA;4719A;5;comm;r200N2251600E3946600
1973311258;79;NA;4719B;3;comm;r200N2251600E3946600
1913911732;30;NA;4719B;3;comm;r200N2346400E3827800
2029411314;42;NA;4719B;3;comm;r200N2262800E4058800
1997411171;180;NA;4719B;3;comm;r200N2234200E3994800
1997811170;946;NA;4719B;3;comm;r200N2234000E3995600
1997711171;4174;NA;4719B;3;comm;r200N2234200E3995400
1997411170;2889;NA;4719B;3;comm;r200N2234000E3994800
2016711317;840;NA;4719B;3;comm;r200N2263400E4033400
2026111847;275;NA;4719B;3;comm;r200N2369400E4052200
2027111850;92;NA;4719B;3;comm;r200N2370000E4054200
1965611418;272;NA;4719B;3;comm;r200N2283600E3931200
1957011413;102;NA;4719B;3;comm;r200N2282600E3914000
1956411410;1384;NA;4719B;3;comm;r200N2282000E3912800
1977511390;106;NA;4719B;3;comm;r200N2278000E3955000
1985311349;65;NA;4719B;3;comm;r200N2269800E3970600
1974411247;39;NA;4719B;3;comm;r200N2249400E3948800
1973911286;36;NA;4719B;3;comm;r200N2257200E3947800
1949511688;360;NA;4719B;3;comm;r200N2337600E3899000
2026511414;128;NA;4719B;3;comm;r200N2282800E4053000
2007011294;47;NA;4719B;3;comm;r200N2258800E4014000
1984611202;43;NA;4719B;3;comm;r200N2240400E3969200
1950911639;1043;NA;4719B;3;comm;r200N2327800E3901800
1958211439;50;NA;4719B;3;comm;r200N2287800E3916400
1958511442;950;NA;4719B;3;comm;r200N2288400E3917000
1958111439;51;NA;4719B;3;comm;r200N2287800E3916200
1957911448;526;NA;4719A;5;comm;r200N2289600E3915800
1972311274;43;NA;4719B;3;comm;r200N2254800E3944600
1972111278;92;NA;4719B;3;comm;r200N2255600E3944200
1972811290;1265;NA;4719B;3;comm;r200N2258000E3945600
1972511290;261;NA;4719B;3;comm;r200N2258000E3945000
1923211439;24;NA;4719B;3;comm;r200N2287800E3846400
1933411600;11;NA;4719B;3;comm;r200N2320000E3866800
1932711590;2116;NA;4719B;3;comm;r200N2318000E3865400
1933311601;50;NA;4719B;3;comm;r200N2320200E3866600
2023811253;25;NA;4719B;3;comm;r200N2250600E4047600
1995411164;60;NA;4719B;3;comm;r200N2232800E3990800
1998811559;553;NA;4719B;3;comm;r200N2311800E3997600
1998911558;960;NA;4719B;3;comm;r200N2311600E3997800
1998811558;35;NA;4719B;3;comm;r200N2311600E3997600
1998411557;89;NA;4719B;3;comm;r200N2311400E3996800
1998611563;50;NA;4719B;3;comm;r200N2312600E3997200
1998911558;570;NA;4719B;3;comm;r200N2311600E3997800
1924211756;1003;NA;4719B;3;comm;r200N2351200E3848400
1924111756;350;NA;4719B;3;comm;r200N2351200E3848200
1924111758;2349;NA;4719B;3;comm;r200N2351600E3848200
1998411171;1454;NA;4719A;5;comm;r200N2234200E3996800
2030211316;999;NA;4719B;3;comm;r200N2263200E4060400
1992311156;352;NA;4719A;5;comm;r200N2231200E3984600
1994811159;150;NA;4719B;3;comm;r200N2231800E3989600
1994711161;154;NA;4719B;3;comm;r200N2232200E3989400
1994711162;322;NA;4719A;5;comm;r200N2232400E3989400
1994711162;643;NA;4719B;3;comm;r200N2232400E3989400
1952411753;80;NA;4719B;3;comm;r200N2350600E3904800
1952511752;25;NA;4719B;3;comm;r200N2350400E3905000
1952611752;59;NA;4719B;3;comm;r200N2350400E3905200
1953911739;2200;NA;4719B;3;comm;r200N2347800E3907800
1974311390;995;NA;4719B;3;comm;r200N2278000E3948600
1973211439;30;NA;4719B;3;comm;r200N2287800E3946400
1975111415;70;NA;4719B;3;comm;r200N2283000E3950200
1974911351;50;NA;4719B;3;comm;r200N2270200E3949800
1957411404;50;NA;4719B;3;comm;r200N2280800E3914800
1973011274;22;NA;4719B;3;comm;r200N2254800E3946000
1973011271;47;NA;4719B;3;comm;r200N2254200E3946000
1976511267;6055;NA;4719A;5;comm;r200N2253400E3953000
1976511267;2;NA;4719A;5;comm;r200N2253400E3953000
1976511267;188;NA;4719B;3;comm;r200N2253400E3953000
1976511270;174;NA;4719B;3;comm;r200N2254000E3953000
1976511267;456;NA;4719B;3;comm;r200N2253400E3953000
1976511267;85;NA;4719B;3;comm;r200N2253400E3953000
1976511267;138;NA;4719B;3;comm;r200N2253400E3953000
1976511267;110;NA;4719B;3;comm;r200N2253400E3953000
1923511769;55;NA;4719B;3;comm;r200N2353800E3847000
1923211768;66;NA;4719B;3;comm;r200N2353600E3846400
1923211767;50;NA;4719B;3;comm;r200N2353400E3846400
1922311578;25;NA;4719B;3;comm;r200N2315600E3844600
1922211579;38;NA;4719B;3;comm;r200N2315800E3844400
1922311578;55;NA;4719B;3;comm;r200N2315600E3844600
1936411696;30;NA;4719B;3;comm;r200N2339200E3872800
1936411696;18;NA;4719B;3;comm;r200N2339200E3872800
1936211695;40;NA;4719B;3;comm;r200N2339000E3872400
1936611683;1179;NA;4719B;3;comm;r200N2336600E3873200
2021411210;0;NA;4719B;3;comm;r200N2242000E4042800
2007311154;46;NA;4719B;3;comm;r200N2230800E4014600
2007111170;50;NA;4719B;3;comm;r200N2234000E4014200
1994911162;40;NA;4719B;3;comm;r200N2232400E3989800
1994611162;22;NA;4719B;3;comm;r200N2232400E3989200
1994511165;2386;NA;4719A;5;comm;r200N2233000E3989000
1994511165;10;NA;4719A;5;comm;r200N2233000E3989000
1993911168;36;NA;4719B;3;comm;r200N2233600E3987800
1993811168;62;NA;4719B;3;comm;r200N2233600E3987600
1976311712;36;NA;4719B;3;comm;r200N2342400E3952600
1976311713;50;NA;4719B;3;comm;r200N2342600E3952600
1956011671;480;NA;4719B;3;comm;r200N2334200E3912000
1955011667;600;NA;4719B;3;comm;r200N2333400E3910000
1954911666;82;NA;4719B;3;comm;r200N2333200E3909800
1978811224;107;NA;4719B;3;comm;r200N2244800E3957600
1957011395;1893;NA;4719B;3;comm;r200N2279000E3914000
1957011413;1200;NA;4719B;3;comm;r200N2282600E3914000
1968311352;720;NA;4719B;3;comm;r200N2270400E3936600
1972511271;292;NA;4719B;3;comm;r200N2254200E3945000
1972711270;64;NA;4719B;3;comm;r200N2254000E3945400
1972711269;59;NA;4719B;3;comm;r200N2253800E3945400
1975911267;4834;NA;4719B;3;comm;r200N2253400E3951800
1932911589;300;NA;4719B;3;comm;r200N2317800E3865800
1931811585;862;NA;4719B;3;comm;r200N2317000E3863600
2005111284;91;NA;4719B;3;comm;r200N2256800E4010200
2011411172;35;NA;4719B;3;comm;r200N2234400E4022800
2011311171;11;NA;4719B;3;comm;r200N2234200E4022600
2011311171;35;NA;4719B;3;comm;r200N2234200E4022600
2021311235;86;NA;4719B;3;comm;r200N2247000E4042600
2023811233;28;NA;4719B;3;comm;r200N2246600E4047600
2023811232;32;NA;4719B;3;comm;r200N2246400E4047600
2023811232;57;NA;4719B;3;comm;r200N2246400E4047600
2023711232;30;NA;4719B;3;comm;r200N2246400E4047400
2023711232;25;NA;4719B;3;comm;r200N2246400E4047400
2023811232;28;NA;4719B;3;comm;r200N2246400E4047600
2023711233;14;NA;4719B;3;comm;r200N2246600E4047400
1978611483;1990;NA;4719B;3;comm;r200N2296600E3957200
1953911655;55;NA;4719B;3;comm;r200N2331000E3907800
1954411662;330;NA;4719B;3;comm;r200N2332400E3908800
2009511694;50;NA;4719B;3;comm;r200N2338800E4019000
1988111604;25;NA;4719B;3;comm;r200N2320800E3976200
1996911779;100;NA;4719B;3;comm;r200N2355800E3993800
1996811780;1032;NA;4719A;5;comm;r200N2356000E3993600
1980711263;116;NA;4719B;3;comm;r200N2252600E3961400
1972611273;21;NA;4719B;3;comm;r200N2254600E3945200
1949511656;2200;NA;4719B;3;comm;r200N2331200E3899000
1938511587;93;NA;4719B;3;comm;r200N2317400E3877000
1936711614;200;NA;4719B;3;comm;r200N2322800E3873400
1951411659;93;NA;4719B;3;comm;r200N2331800E3902800
1951511658;42;NA;4719B;3;comm;r200N2331600E3903000
1951411659;60;NA;4719B;3;comm;r200N2331800E3902800
2028711318;360;NA;4719B;3;comm;r200N2263600E4057400
2028711318;1166;NA;4719B;3;comm;r200N2263600E4057400
1985111203;190;NA;4719B;3;comm;r200N2240600E3970200
2023711253;28;NA;4719B;3;comm;r200N2250600E4047400
1955611698;75;NA;4719B;3;comm;r200N2339600E3911200
1950911841;1942;NA;4719B;3;comm;r200N2368200E3901800
1966111596;74;NA;4719B;3;comm;r200N2319200E3932200
1961511626;45;NA;4719B;3;comm;r200N2325200E3923000
1975511395;300;NA;4719B;3;comm;r200N2279000E3951000
1975911399;270;NA;4719B;3;comm;r200N2279800E3951800
1965411467;325;NA;4719B;3;comm;r200N2293400E3930800
1970211338;15;NA;4719B;3;comm;r200N2267600E3940400
1971911338;1000;NA;4719B;3;comm;r200N2267600E3943800
1972111338;343;NA;4719B;3;comm;r200N2267600E3944200
1972111341;400;NA;4719B;3;comm;r200N2268200E3944200
1972111341;400;NA;4719B;3;comm;r200N2268200E3944200
1972111341;800;NA;4719B;3;comm;r200N2268200E3944200
1980611243;72;NA;4719B;3;comm;r200N2248600E3961200
1972511275;50;NA;4719B;3;comm;r200N2255000E3945000
1972511274;31;NA;4719B;3;comm;r200N2254800E3945000
1972611275;55;NA;4719B;3;comm;r200N2255000E3945200
1926411577;33;NA;4719B;3;comm;r200N2315400E3852800
1922511644;61;NA;4719B;3;comm;r200N2328800E3845000
1928711839;26;NA;4719B;3;comm;r200N2367800E3857400
1928711839;48;NA;4719B;3;comm;r200N2367800E3857400
1922811744;700;NA;4719B;3;comm;r200N2348800E3845600
1929211531;1358;NA;4719B;3;comm;r200N2306200E3858400
2000811218;2420;NA;4719B;3;comm;r200N2243600E4001600
2000911220;320;NA;4719B;3;comm;r200N2244000E4001800
1993711372;81;NA;4719B;3;comm;r200N2274400E3987400
1992311156;801;NA;4719A;5;comm;r200N2231200E3984600
1992311156;0;NA;4719A;5;comm;r200N2231200E3984600
2015511320;114;NA;4719B;3;comm;r200N2264000E4031000
1980811507;20;NA;4719B;3;comm;r200N2301400E3961600
1963511804;38;NA;4719B;3;comm;r200N2360800E3927000
1963511803;28;NA;4719B;3;comm;r200N2360600E3927000
1963511803;0;NA;4719B;3;comm;r200N2360600E3927000
1963511804;27;NA;4719B;3;comm;r200N2360800E3927000
1956111662;125;NA;4719B;3;comm;r200N2332400E3912200
1955411653;450;NA;4719B;3;comm;r200N2330600E3910800
1990911555;1065;NA;4719B;3;comm;r200N2311000E3981800
1990611559;154;NA;4719B;3;comm;r200N2311800E3981200
1991111555;990;NA;4719A;5;comm;r200N2311000E3982200
1990511561;40;NA;4719B;3;comm;r200N2312200E3981000
1991611548;160;NA;4719B;3;comm;r200N2309600E3983200
1976111354;300;NA;4719B;3;comm;r200N2270800E3952200
1982511257;764;NA;4719B;3;comm;r200N2251400E3965000
1957711347;6053;NA;4719B;3;comm;r200N2269400E3915400
1972411279;120;NA;4719B;3;comm;r200N2255800E3944800
1973211261;0;NA;4719B;3;comm;r200N2252200E3946400
1944811771;122;NA;4719B;3;comm;r200N2354200E3889600
1944711770;1432;NA;4719B;3;comm;r200N2354000E3889400
1944711764;1170;NA;4719B;3;comm;r200N2352800E3889400
1944711764;1255;NA;4719B;3;comm;r200N2352800E3889400
1934711860;65;NA;4719B;3;comm;r200N2372000E3869400
1944411578;300;NA;4719B;3;comm;r200N2315600E3888800
2028011320;40;NA;4719B;3;comm;r200N2264000E4056000
1989311165;21;NA;4719B;3;comm;r200N2233000E3978600
1989211164;11;NA;4719B;3;comm;r200N2232800E3978400
1989211165;18;NA;4719B;3;comm;r200N2233000E3978400
1989111164;39;NA;4719B;3;comm;r200N2232800E3978200
1989311164;25;NA;4719B;3;comm;r200N2232800E3978600
1974711595;621;NA;4719B;3;comm;r200N2319000E3949400
1974311602;395;NA;4719B;3;comm;r200N2320400E3948600
1951711649;326;NA;4719B;3;comm;r200N2329800E3903400
1951711649;52;NA;4719B;3;comm;r200N2329800E3903400
1951711649;65;NA;4719B;3;comm;r200N2329800E3903400
1951811649;18;NA;4719B;3;comm;r200N2329800E3903600
1960611580;150;NA;4719B;3;comm;r200N2316000E3921200
1960611580;40;NA;4719B;3;comm;r200N2316000E3921200
1961411575;316;NA;4719B;3;comm;r200N2315000E3922800
1964211808;952;NA;4719B;3;comm;r200N2361600E3928400
1964211808;1350;NA;4719B;3;comm;r200N2361600E3928400
1956611651;15;NA;4719B;3;comm;r200N2330200E3913200
1991211553;180;180;4759A;1;comm;r200N2310600E3982400
1991211560;167;167;4775Z;1;comm;r200N2312000E3982400
1998411664;385;385;4778B;1;comm;r200N2332800E3996800
1998911665;40;40;4764Z;1;comm;r200N2333000E3997800
1998811665;52;52;4773Z;1;comm;r200N2333000E3997600
2003011524;45;45;4778C;1;comm;r200N2304800E4006000
2014911868;47;47;4762Z;1;comm;r200N2373600E4029800
2014911869;70;70;4764Z;1;comm;r200N2373800E4029800
2014911869;40;40;4764Z;1;comm;r200N2373800E4029800
2014911869;83;83;4764Z;1;comm;r200N2373800E4029800
1987011564;60;60;4779Z;1;comm;r200N2312800E3974000
2001811838;19;19;4774Z;1;comm;r200N2367600E4003600
2008211559;44;44;4775Z;1;comm;r200N2311800E4016400
2008211559;27;27;4759B;1;comm;r200N2311800E4016400
2008211559;46;46;4778C;1;comm;r200N2311800E4016400
2008311559;17;17;4777Z;1;comm;r200N2311800E4016600
2008311559;65;65;4778C;1;comm;r200N2311800E4016600
2008211559;30;30;4775Z;1;comm;r200N2311800E4016400
2008311559;228;228;4778C;1;comm;r200N2311800E4016600
2008311559;39;39;4759B;1;comm;r200N2311800E4016600
2008311559;64;64;4778C;1;comm;r200N2311800E4016600
2008311559;42;42;4778C;1;comm;r200N2311800E4016600
2008311559;80;80;4759B;1;comm;r200N2311800E4016600
2008211558;27;27;4759B;1;comm;r200N2311600E4016400
2008211558;79;79;4778C;1;comm;r200N2311600E4016400
2008311559;92;92;4759B;1;comm;r200N2311800E4016600
2008311559;130;130;4778C;1;comm;r200N2311800E4016600
2008211560;56;56;4778C;1;comm;r200N2312000E4016400
2008211558;19;19;4759B;1;comm;r200N2311600E4016400
2008311559;61;61;4777Z;1;comm;r200N2311800E4016600
2008211558;39;39;4777Z;1;comm;r200N2311600E4016400
2008311559;30;30;4778C;1;comm;r200N2311800E4016600
2008311559;24;24;4759B;1;comm;r200N2311800E4016600
2008311559;64;64;4776Z;1;comm;r200N2311800E4016600
2008311559;30;30;4771Z;1;comm;r200N2311800E4016600
2008211557;90;90;4778C;1;comm;r200N2311400E4016400
2008211557;91;91;4773Z;1;comm;r200N2311400E4016400
2008211559;65;65;4759B;1;comm;r200N2311800E4016400
2008211559;52;52;4779Z;1;comm;r200N2311800E4016400
2008011558;158;158;4759B;1;comm;r200N2311600E4016000
1996311605;160;160;4776Z;1;comm;r200N2321000E3992600
1996311604;35;35;4778C;1;comm;r200N2320800E3992600
1996311604;50;50;4771Z;1;comm;r200N2320800E3992600
1996311604;25;25;4775Z;1;comm;r200N2320800E3992600
1996311604;28;28;4777Z;1;comm;r200N2320800E3992600
1996311604;30;30;4777Z;1;comm;r200N2320800E3992600
1996311604;46;46;4764Z;1;comm;r200N2320800E3992600
1996311604;55;55;4762Z;1;comm;r200N2320800E3992600
1996311604;136;136;4773Z;1;comm;r200N2320800E3992600
1996311603;38;38;4776Z;1;comm;r200N2320600E3992600
1996311604;75;75;4771Z;1;comm;r200N2320800E3992600
2008311559;39;39;4765Z;1;comm;r200N2311800E4016600
1991511562;110;110;4778A;1;comm;r200N2312400E3983000
1943811520;150;150;4752A;1;comm;r200N2304000E3887600
1943611503;9;9;4777Z;1;comm;r200N2300600E3887200
1943411504;120;120;4771Z;1;comm;r200N2300800E3886800
1943611505;36;36;4771Z;1;comm;r200N2301000E3887200
1943411504;120;120;4771Z;1;comm;r200N2300800E3886800
1944211515;137;137;4773Z;1;comm;r200N2303000E3888400
1943811502;238;238;4773Z;1;comm;r200N2300400E3887600
1943811498;693;693;4776Z;1;comm;r200N2299600E3887600
1943411504;103;103;4771Z;1;comm;r200N2300800E3886800
1943811498;950;950;4778C;1;comm;r200N2299600E3887600
1943811498;505;505;4759B;1;comm;r200N2299600E3887600
1943811498;1750;1750;4771Z;1;comm;r200N2299600E3887600
1943611505;18;18;4773Z;1;comm;r200N2301000E3887200
