IRIS;km_pa;f_i;co2_i;n;snv;ind;tx;prix;dens
130290000;8463.11836782501;595.1980568023326;1063.6682133170582;150;27901.729281345564;1308;0.03353753788420333;4567.756711618257;0.9919967613372211
130300000;7592.761987180097;2440.5940834786743;3943.915700708607;188;24444.301032565527;5036;0.017673309622463274;3991.9871794871797;3.2454708556897263
130310000;7282.882082169705;1396.6451866513628;2128.352029195071;69;25371.738702928873;3346;0.02345756549250244;4320.200764818355;5.060308647287546
130320101;7399.891151005643;724.9118876507073;1135.2028665987016;181;29737.91262034869;1921.5;0.06858360980099376;6073.582552981765;1.0012595133297062
130320102;5920.635140402799;1265.3756414518712;1583.6770136760651;123;31228.698995695842;3136.5;0.02882571184383753;6764.577800829876;2.571901710268031
130320103;5645.862404778529;1140.6240543374347;1348.0267036582877;35;28375.124910136594;2782;0.030682963314569323;5705.7154137713205;8.14731467383882
130330000;9047.95840348605;2576.048097134792;4993.827448022145;141;27960.713060638678;5574;0.0358579511713939;6735.59344059406;4.56746116513261
130350101;7582.204267840054;1353.598635879151;2152.3356239051404;133;24103.898195551825;3574.5;0.02764093698754766;3996.9813829787236;2.544358338118705
130350102;7897.738724413155;1440.1862261614656;2407.4475285110657;133;25362.85835306498;3801;0.025770951310470913;3876.1297187737523;2.70711696646892
130370101;7295.342801995451;1134.4070044264545;1765.9233924168852;45;27211.642743463435;2639;0.031287934757527;4507.324955116696;6.302261135702525
130370102;6861.700914166541;1514.1830467139634;2183.2412143439933;85;23798.18311010856;3546.5;0.023930282381989354;3736.190476190476;4.453479549158716
130370103;6581.011290858971;1014.2573655397923;1403.0814593705884;22;25467.57044731821;2358.5;0.031704321548283065;3617.8709677419356;11.525651881134005
130390101;6192.767193111418;1602.2181363380157;2086.984130640705;49;21829.236956261237;4172.5;0.019894003044202524;3511.9479695431473;8.174582328255182
130390102;4394.623427227468;23.983392699669626;21.940725097978408;9;24857.230400000004;62.5;NA;3375;0.6662053527686007
130390103;5270.150071778384;18.044275766436144;20.04477722522389;5;28021.50425531915;47;0.025441190305701022;3945.945945945946;0.9022137883218072
130390105;5480.105260365142;1581.9264946492965;1828.123841643037;53;25722.458966270326;4121;0.021096125739161975;3807.362493452069;7.461917427591021
130390106;5863.192797511116;1194.1694638764927;1456.3772439461372;24;21662.65722088353;3112.5;0.022755650031173413;3290.971223021583;12.439265248713465
130390107;6119.382754559856;854.7830058031328;1096.5843606965748;16;22621.05199820386;2227;0.008869592938688386;2635.8708578532946;13.35598446567395
130390108;6850.245505720388;906.9305841881321;1287.0229654386897;19;21723.014731954412;2369;0.012729775915479857;3044.032334759867;11.93329716037016
130400101;7541.276475911371;1627.378072617626;2605.106452958403;172;27116.044096209913;4116;0.02550196989303699;4678.056045108838;2.3653751055488748
130400102;7164.631091378855;890.4862746745349;1344.609559512436;29;25269.03779990946;2209;0.037743527556523215;4501.204392922514;7.676605816159784
130400103;7914.89573189082;1561.5529164693298;2629.326527939551;279;27422.886226203806;4018.5;0.033726149545590944;4253.623978201635;1.3992409645782526
130410101;4486.18504677415;604.6022248823954;532.4977810186814;8;19397.58270950646;1509.5;0.004120573205268929;3423.453049370765;18.893819527574855
130410102;4198.308191970624;1168.5627364916172;951.3749452950685;29;20200.577261781906;2907;0.02267160403025259;3504.3315425940136;10.073816693893251
130410103;4889.381925964708;1173.5247091008707;1178.6887751394931;40;22650.88629737609;2915.5;0.025022650919322542;3751.5351747949935;7.334529431880442
130410104;5221.947409341027;906.2844531053912;967.080093140826;13;20824.627276785715;2240;0.01328662803336833;3403.0681996855346;17.428547175103677
130410105;5969.51995140185;1041.8086337217665;1270.4265378226985;75;24769.62508112235;2619.5;0.015207315557981271;4378.782891445723;3.472695445739222
130410106;5904.566970658474;1503.0922904855806;1835.7725816405086;58;22220.660438972165;3736;0.014066892678693765;4009.224703087886;6.478846079679227
130410107;6062.167003439593;1152.5361093199756;1468.0205069663061;37;23181.152496058854;2854.5;0.030182857371511496;4478.700380228137;7.7874061440538895
130410108;6185.838083957264;965.357533551469;1261.0269615956656;149;24963.91327397815;2471;0.015338716044758671;4743.09243697479;1.6197274052876998
130420101;5763.399236955509;1514.737153181465;1825.5617691296054;116;28392.801653102746;3932;-8.595814481732189e-4;5312.634842519685;3.2645197266841914
130420102;6344.567862480662;974.6663552175183;1300.2575819338863;93;28991.128780680916;2526;0.022397959732711525;5143.566265060241;2.6200708473589205
130430101;5550.662498650949;1423.1712375019474;1662.9508448257388;76;23547.217923958964;3314;0.02779927624853684;4080.8487530168945;4.681484333887985
130430102;5278.281088027671;1626.0979895113949;1794.6672387934377;61;23587.104838709678;3782;0.01284251883059806;3901.7668410725964;6.664336022587684
130430103;6285.218901939441;1058.6048538688933;1402.8451256158187;23;22732.128774928773;2457;0.022773248626063003;4121.4514207149405;11.506574498574928
130440000;7931.746078517792;2046.3959891187305;3411.3543341856116;280;26601.667430377245;5063;0.01926251029949788;3903.642889908257;1.8271392759988665
130460000;7030.272311189909;1701.097648933888;2494.8139739962994;81;25756.564003384505;4136.5;0.013980130495534926;4870.100893521966;5.250301385598419
130470101;6364.818329554184;1291.88531369504;1679.634819388964;12;22807.266133768353;3065;0.014598825229920287;2930.0611579233487;26.914277368646665
130470102;6599.52667256466;954.4389937068731;1251.9953695320849;7;19091.282062582635;2269;0.011465823192102098;3018.7633289986998;34.08710691810261
130470103;6749.521702435983;718.8022881531979;968.3704001236314;10;21408.367901234567;1701;0.009018077655732482;3209.757636122178;17.97005720382995
130470104;6190.424006963972;1369.042284935511;1766.5412428145994;25;24031.68721341745;3249.5;0.0022428689462883344;3312.578354002255;13.690422849355109
130470105;5963.023630357984;713.4871999719865;892.1159909056818;8;22241.400711321872;1687;0.012458171779815785;2956.299076212471;22.296474999124577
130470106;6312.484833629234;932.3084659716963;1205.0387883516053;10;19609.84345857854;2209;0.016747169480050506;2708.6609186140213;23.307711649292408
130470107;5418.891166572612;621.8702384869594;659.4622816013484;4;16061.815296108292;1477.5;-2.3868362115619934e-4;2478.193832599119;38.86688990543496
130470108;6690.936675065637;683.2229544591011;960.2567284387599;28;26544.052673879447;1617.5;0.022409115421405446;4344.446130500759;6.100204950527687
130470109;6681.757319049614;1067.5618395256868;1492.5833256280882;18;23371.42945951297;2525.5;0.021041902904130216;3063.6328125;14.827247771190093
130470110;6473.5462296500455;1456.1119882355238;1981.55505189934;26;23466.2024970964;3444;0.01354671543056618;3592.070158102767;14.00107680995696
130470111;6041.914731826897;856.0655946042845;1067.1382603178456;7;19336.194918598914;2027;0.011242301254719367;3092.0285714285715;30.5737712358673
130470112;6751.8700293691345;1227.0466460804714;1735.1251120402967;167;27513.067091660923;2902;0.0279762375259196;3461.3561643835615;1.836896176767173
130470113;5663.908754766258;1321.7843989595792;1573.3931515359952;56;22199.05513616818;3139.5;0.01916016487962069;3582.539453717754;5.900823209640978
130470114;8442.861497119524;1331.9881540384765;2383.2335438203777;51;23533.827702060225;3155;0.018755610717174465;3193.052418333755;6.529353696267042
130470115;5912.5042393301765;1277.5693278390102;1600.4901927720048;27;25376.175144795634;3021.5;0.02237273666733497;3700.0003573981417;11.829345628138983
130470116;6105.577695729284;1889.6200704893097;2346.4677554187892;61;20248.55336683417;4477.5;0.01496840883759365;3211.9459939148073;7.744344551185696
130470117;7809.515888485657;150.5527449156775;245.8699622455068;38;23895.801123595502;356;-0.022075789344367602;3720.4545454545455;0.9904785849715624
130480000;7793.5284433273;1768.0425314531417;2906.2110325166404;322;24557.17190101494;4384.5;0.022793981439957145;3772.332756132756;1.3727038287679671
130490000;8440.93486415071;834.8709218975176;1498.1185182034421;87;26283.5801937046;2065;0.018411817290507226;3298.388704318937;2.399054373268729
130500101;5871.3055473745735;973.6393946659034;1169.4482277738887;15;22062.911257731957;2425;0.01350893104987927;4329.794186591655;16.227323244431723
130500102;6105.102770836843;1883.7320474915782;2402.4003660598405;72;25786.591005688526;4658.5;0.010471518221047749;3962.7818347786397;6.540736276012424
130500103;9890.678079202653;1078.8925050123569;2168.9251610873725;362;26804.111775771253;2658;0.025462477373878523;4570.174129353234;0.7450915089864343
130510101;6434.117583148444;1275.2312516987201;1726.2853260454883;24;24727.14715707778;2963.5;0.02437038349782994;3605.5746245786086;13.283658871861668
130510102;6589.018546428196;753.2869089778899;1057.3921904555068;16;26302.420228571427;1750;0.029839462692583085;4081.4613880742913;11.77010795277953
130510103;7956.978761855197;1899.7443286386376;3186.936048530692;312;25867.582149733833;4414.5;0.025779652720866686;4030.4856169568507;1.5222310325630108
130530000;8595.215473773742;2418.6550661632095;4355.24826643046;311;23238.96826539394;6390.5;0.008966311765031376;3855.8339913281607;1.9442564840540268
130540101;5127.599925259774;527.0100756710257;568.9204329252649;21;24426.402581072136;1511;0.02172669308872921;4652.147239263803;6.273929472274115
130540102;5678.573982498443;838.0101523148543;994.7248530958699;34;22028.795427146124;2405.5;0.00820970519811115;3596.1499999999996;6.161839355256282
130540103;3402.892250137575;833.5762961287019;532.5007592156908;6;17369.205051759836;2415;-0.00514097769076427;2298.959827213823;34.73234567202924
130540104;3568.5342070214365;1257.0819622072074;895.4269800755751;16;19191.331405644716;3614;-8.501413600003893e-5;2541.6022248947684;19.641905659487616
130540105;4794.232460778544;892.0320746246346;886.0697673766967;8;22268.331659856;2569.5;-9.379896262244891e-4;2723.6234469576298;27.87600233201983
130540106;3714.733413016582;596.33510732294906;433.81518704325254;7;16970.114027939464;1718;0.028884762223704286;2744.803384754991;21.297682404391036
130540107;3806.8082110684873;699.917192249705;535.8842150444981;14;21609.60657370518;2008;0.01908357377089498;2777.8659611992944;12.498521290173302
130540108;4432.1090558551405;1248.2337337650408;1146.0023856360256;43;21419.936842105264;3581.5;0.0016359482337808817;3623.3786115569824;7.257172870726982
130540109;4211.539044678449;961.0335425797734;832.3542087259577;23;23673.961174551387;2758.5;0.004231496155274961;3871.804147465438;10.44601676717145
130540110;4635.0402508770285;648.656637265457;609.71540073412;10;21202.529181208054;1862.5;0.01253889856913104;3015.6917945296864;16.216415931636426
130540111;3065.4096963282364;684.0380592311315;406.2822996601123;4;16358.11669211196;1965;0.010514669152314804;2342.0932878270764;42.752378701945716
130540112;3517.7430673266026;300.9010925528658;208.79993332096873;4;16413.746296296296;864;0.018346296936358586;3666.6666666666665;18.806318284554113
130540113;4426.031759572613;601.208660776634;551.6922809727914;15;25340.170293008414;1723.5;0.016187441785737722;3709.2058486238534;10.020144346277233
130540114;5351.915940297116;1092.9009335191465;1231.1693998493329;60;25857.310337150127;3144;0.007746376943905009;4358.67749036874;4.553753889663111
130540115;4546.275083019674;1030.8482270282857;964.4579199913695;18;19905.20047289309;2960.5;0.016638714689071632;3636.8558139534885;14.317336486503967
130560101;6888.170967443524;1999.818192178099;2679.665489365553;131;26014.878601424138;5477;0.010239229984819076;5154.555376146789;3.8164469316375933
130560102;7781.422359016858;827.4554618716579;1280.5501767787744;164;26809.39920371599;2260.5;0.03331262586445427;4130.542949756888;1.261365033340942
130560103;4944.728192403036;522.8969593743419;487.41157888272363;52;23440.8020979021;1430;0.036966008699451214;2656.457564575646;2.513927689299721
130560104;6415.505282354115;1395.9183073694433;1708.2496899716436;48;26333.35714285714;3815;0.0038684106044843958;3510.7450996433818;7.270407850882517
130560105;7297.370183020794;396.61929327577127;502.4017233254202;5;17834.391039260972;1082.5;NA;2890;19.830964663788563
130560106;5264.487304654621;1454.6407604127814;1230.4635673162986;12;21295.667762830093;4014;0.0111452403892629;2859.0120089558313;30.305015841932946
130560107;4608.305112265744;443.80476028824233;361.52741446841094;4;22447.95788604459;1211;0.008011296776483379;2677.815148782687;27.737797518015146
130560108;6153.242172260228;938.5015669007942;928.1962644197768;15;19094.80506769826;2585;0.022640300848162598;2869.2699004975125;15.641692781679902
130560109;6871.863519311814;501.1445131472165;601.1199661157922;1;15878.04929116685;1375.5;NA;2780;125.28612828680413
130560110;6468.454383899071;706.3854665988923;847.0855612809066;6;20247.06381766382;1930.5;0.0023405445723332363;2278.874702484113;29.432727774953847
130560111;5647.5273061028965;1258.4793575735682;1329.3954624228413;62;24028.798894223775;3436.5;0.021404299042453667;3583.5849505313304;5.074513538603098
130560112;5656.64397468065;466.77979822474543;443.67885316028577;5;16460.25105551212;1279;NA;2472.562190082645;23.338989911237274
130560113;5575.3131003563485;622.8173880438168;666.2414924151639;13;24585.658740435552;1699;-0.006518548221313147;2833.1526486486487;11.977257462381093
130560114;6441.766366159831;1672.655623162885;2126.365578099698;68;24227.57372853549;4571.5;0.024455411292176654;3648.2301901743263;6.149469202804724
130560115;6376.31144328759;1005.6710468053412;1236.1954786864221;37;26577.13418320889;2745.5;0.039479466676307196;3008.7928669410153;6.7950746405766305
130560116;6549.8336311739095;372.3506189727798;433.09684450055056;2;14706.858042302016;1016.5;NA;NA;46.54382737159747
130560117;6585.939747118598;968.7842047966585;1217.484843249999;12;20771.170608235738;2647;0.013684482957355248;2591.0272213662042;20.183004266597052
130560118;5817.199949640633;856.6976320284039;856.672737839953;13;18504.16124759667;2340.5;0.02754346678029207;3840.295918367347;16.47495446208469
130560119;5663.064887622865;1205.4628162116883;1214.6013893498232;10;19965.274152864306;3290.5;0.0019505935858457057;2955.368794326241;30.136570405292208
130560120;6542.257495501259;25.51756610904219;33.53102203506393;9;23134.784285714286;70;NA;5600;0.7088212808067275
130590000;8671.215140058452;1556.3510956314435;2866.31905455139;188;24072.299313685908;3715.5;0.029363566092141857;3294.0945054945055;2.0696158186588343
130600000;6073.262217190115;2573.01467285057;3282.1262709299144;289;27013.08964104391;5613.5;0.023156429011745194;5389.097880563916;2.2257912394901127
130620000;7452.468080615279;1590.790898048236;2522.354501368336;191;28375.480900570936;4641.5;0.01893031885259;5111.519371941273;2.082187039330152
130630101;7863.493345797367;1631.544153046835;2694.8203015727163;39;23284.193790566856;4622;0.01592371476429255;3032.9092821456743;10.458616365684838
130630102;7154.751127311329;571.5682974699605;816.4544190935472;3;14911.872530864197;1620;0.015214441556499203;1530.5201465201465;47.63069145583004
130630103;6920.286775516758;1001.8357238988983;1379.238352715385;6;14933.443235704324;2868;0.00882859681361925;2026.2577030812324;41.743155162454094
130630104;6944.476744865595;969.4362580211392;1391.8143421134089;17;20990.538220847735;2748.5;0.022238014550409968;2276.5397350993376;14.2564155591344
130630105;7026.825203293736;656.2497941294946;904.8547806895059;5;15700.031166039764;1861;0.009070416304903128;2011.496103896104;32.81248970647473
130630106;6405.541763673625;1112.7888361329267;1415.185482997549;13;19017.387638318054;3163;0.0058529055299267885;2425.5797101449275;21.399785310248593
130630107;8598.54768629186;881.6869062268806;1564.4351809974228;13;18757.37333066773;2501;0.025618897089437764;2751.4953434225845;16.955517427440014
130630108;8801.01365246782;769.174426441387;1415.3142612751758;15;22126.563249427916;2185;0.012090800365648136;2821.8834903321763;12.819573774023118
130630109;7686.954061036142;1425.152108221833;2303.712910444002;162;21380.924091021516;4043;0.018175944406908506;2914.3505154639174;2.19930880898431
130630110;4556.4927362252865;59.65408718490083;54.17162497938488;7;20162.79053254438;169;NA;2400.3846153846152;2.130503113746458
130690101;6692.826631872032;1089.7148814788743;1523.6863001304525;29;23999.95177629265;2843;0.013813434770113542;3256.7924986508365;9.394093805852364
130690102;7447.15256122074;1477.6577433434709;2340.394472667289;106;27928.81454118261;3830.5;0.02628258018827223;4604.4049890948745;3.485041847508186
130690103;7327.759987423919;1492.3240464379844;2310.2446894274503;130;26496.97158343012;3874.5;0.018959576413195345;4633.367615210274;2.8698539354576624
130700101;3412.657292469613;745.5678793541335;426.47142513797866;15;21137.37257921232;1688.5;0.03205790393406027;4665.130057803468;12.426131322568892
130700102;3823.0092682774557;1023.5444940225918;708.0609544254;22;24940.534354769097;2317;0.01121588395449491;4880.662889518414;11.631187432074908
130700103;3377.2878338398014;858.8870193776288;507.5117590195069;22;24330.283080872912;1947.5;0.03387927659922241;3837.64483111566;9.760079765654874
130710101;6221.480591102021;490.5099290447131;643.8629570827887;58;25948.322881702825;1221.5;0.009242108138031835;4822.151898734177;2.1142669355375565
130710102;6564.668069431625;1107.171218535714;1532.8357567089465;103;26997.5864443639;2759;0.031027320887875964;4444.708358082308;2.6873087828536746
130710103;5920.965049785927;1220.6715282387875;1523.9047695574914;53;26099.52327458409;3035.5;0.008006469522968462;3743.326708507671;5.7578845671640915
130710104;6344.597641416013;991.541391289325;1313.305109341592;117;25602.837884927067;2468;0.024539610214888707;3726.845953002611;2.118678186515652
130710105;5822.539425142362;898.3191985915556;1094.2711188517867;22;23525.358586762075;2236;0.024452527358310272;4143.918531267929;10.208172711267677
130710106;5451.841672978623;451.65815897332334;514.8053272425163;9;24920.990298175348;1123.5;0.007918136961965416;4505.2316602316605;12.546059971481203
130710107;6884.087017079901;1681.640304472732;2455.2689979119336;112;26198.94686117422;4181.5;0.01680674318101638;5600.334821428572;3.7536613939123478
130710108;6012.593599746351;979.4496983474652;1239.5731978597794;18;25028.943696098562;2435;0.016667477188354818;3853.4527911784976;13.603468032603683
130710109;4779.940235366836;948.5625670150586;923.4440783256114;12;21100.021365360306;2373;0.012882210920176718;3296.0256844547566;19.761720146147052
130720000;8219.21534930499;1385.0934774617247;2429.762063912551;174;27828.286380992788;3535.5;0.015547168743042628;4095.2278436845777;1.9900768354335123
130730000;7942.616299376315;2213.31430981231;3741.333594545491;142;25967.934973813284;6014.5;0.01999263139437235;4698.2359214218895;3.8966801229089967
130740000;7142.629135491347;2116.547328994547;3157.4176034114107;164;22991.812600562178;5158.5;0.005399766814369045;3903.595728830395;3.2264440990770535
130750101;3190.198735349196;654.3757598530532;324.66884567654336;6;23415.496664902064;1889;0.0198572354665687;3925.2903367003364;27.265656660543883
130750102;3588.6048353411543;930.716621732573;590.4544661668233;26;26080.567503302507;2649.5;0.030596644399970563;4393.683213101161;8.949198285890125
130750103;4164.846850944434;621.669055153666;450.9996647565581;14;25279.286572237957;1765;0.020731952134478426;4777.226277372263;11.101233127744036
130750104;4274.399336249844;870.5555135006992;658.2820888224575;19;26973.920915165014;2469.5;0.0270348290845015;6123.8674698795185;11.454677809219726
130750105;5500.073307658009;913.0958015405163;939.4919103611406;26;24507.376320863863;2593;0.013731031215117984;4718.376288659794;8.779767322504965
130770101;5880.01427310709;827.8205763461564;815.030633715425;11;16202.828100072516;2758;1.3306316944405872e-4;2568.643435980551;18.81410400786719
130770102;5469.0796147426145;628.6809219593206;590.8864250062978;14;19009.48402197277;2093.5;0.014091848740034996;2009.3130910900945;11.226445034987867
130770103;5015.718350383489;337.09243002849274;261.7858855826703;4;16412.332198835647;1116.5;0.010025985009163074;1652.9806659505907;21.068276876780796
130770104;4988.794660971853;623.4836648170086;561.5764160617391;21;19819.07790697674;2064;0.031610249039955685;2986.527188940092;7.422424581154864
130770105;5027.188686894209;777.5917633710701;725.0698136593297;55;20668.390801474867;2576.5;0.018893236030441685;2215.6749602964533;3.5345080153230457
130770106;4896.75308824358;760.6030749535245;715.7716152748463;35;24699.945953469876;2514.5;0.010158544105735912;3504.83332967033;5.432879106810889
130770107;4291.62362349789;424.1054656914582;273.6384293619801;6;16150.1734991119;1407.5;-0.013955867100174046;1726.9764705882353;17.671061070477425
130770108;4409.294735125395;638.5524453052044;483.74353475891223;23;21564.621159763316;2112.5;-1.814899102059453e-4;2825.8193372673627;6.940787448969613
130780101;7106.711364832758;659.4035164508623;964.1178979659808;53;21041.637925043437;2014.5;0.008535232070257637;2847.432675044883;3.1103939455229352
130780102;5366.07259861531;900.3206432132906;979.4957727224588;32;21375.2593875319;2743;-0.006866423478617545;2519.6382730455075;7.033755025103833
130780103;7251.034319435948;535.601368522521;792.0888999415783;10;19607.58041743401;1629;0.008027410606796792;2714.962852897474;13.390034213063027
130780104;5831.726921117553;617.58782188395;732.7052299353071;12;20302.44702444208;1882;-0.011084451220448321;2316.6420118343194;12.866412955915624
130790000;9227.310310829936;739.0011790886184;1448.5476005668206;118;27187.78923566879;1570;0.013556387738403952;4348.953579858379;1.5656804641708018
130800000;7562.072162733588;2225.9345987194474;3566.6089667348438;313;25730.256560436406;5224.5;0.02234285867480601;4916.819507453014;1.7779030341209643
130810101;6919.959889915846;1314.6617161917588;1939.9325203129806;66;25997.02251963922;3437;0.02240545232884128;4358.71604494382;4.979779227999087
130810102;5044.01416721755;663.97214851594;692.4216589962609;18;22988.66368618402;1733.5;0.0333971856329891;3572.456908344733;9.221835396054722
130810103;5464.314720377063;954.4908456734285;1078.5071506659806;34;22495.502864009613;2496.5;0.025133172643910795;3756.3931166347993;7.018315041716385
130810104;5919.1134601182785;1068.9014876522656;1322.314814817576;40;23612.240637878516;2790.5;0.01616460861290281;3525.4000927213724;6.680634297826661
130810105;5914.30497010261;886.5643853088335;1093.7430588739676;30;23179.00691443388;2314;0.017807510178342145;3790.7134733158355;7.388036544240279
130820000;7951.00839441349;1538.0534500568158;2571.8685967737833;442;27281.980285315884;4661.5;0.008480569593799725;4834.907035175879;0.8699397341950317
130840000;9218.38249797451;1960.2301430781342;3786.856413025133;142;21872.892844818834;4926.5;0.012311802204623357;3228.3962389970657;3.451109406827701
130850000;5612.1474014719015;2335.9714840896268;2749.2581334052315;147;26053.989108561345;5665;0.019399868195357328;5023.635474860335;3.9727406192000454
130860101;6717.561174239836;831.9474108137766;1152.8383148335665;31;23827.40471719716;2183.5;0.028378697239842987;3869.151376146789;6.709253313014328
130860102;7381.276485860429;962.7582800819258;1492.612660650024;95;24241.091211401425;2526;0.029335694891328368;5155.413793103448;2.533574421268226
130860103;6685.368042314041;865.75601689047;1222.0060346845376;82;25981.360529801324;2265;0.018238305694709744;5440.18018018018;2.6395000514953355
130860104;7353.277271332845;829.4135412208885;1294.972559284686;105;28099.448210574927;2165.5;0.034160798066757314;4799.829545454545;1.9747941457640206
130870000;7005.714157834119;2072.905743753033;3055.9843864178583;200;25267.326607894207;4991;0.03569728108046211;4360.341157708211;2.5911321796912916
130880000;7614.025259810815;2213.31196877232;3588.4203636230104;108;24662.28991252559;5373;0.02277749905279358;4391.541295670862;5.123407335121112
130900000;6015.792413562041;36.04130134282787;45.73898903584157;23;33870.10162601626;123;NA;4539.877300613497;0.39175327546552036
130910000;9409.435557184808;2213.718367263011;4381.145659810345;244;26805.133509324703;5871.5;0.021720317776650067;4804.622911694511;2.268154064818659
130920101;7378.553783102026;1006.2594492015074;1517.9402131059978;14;21123.558487359252;2353.5;0.014072291860858677;2498.0380487804878;17.9689187357412
130920102;7635.334708645465;1384.8325915059306;2218.887215480196;66;24404.034066955985;3226;0.01228816464816651;3414.5865517241377;5.2455779981285255
130920103;7452.03136070071;1187.0201440679068;1853.5244357052322;104;24816.465390173413;2768;0.02847919506996588;3722.9790823211874;2.8534138078555453
130930000;6053.159737059472;156.67297404988082;201.26984687062927;22;26293.8694485842;335.5;-0.0044140395683376354;3605.5445544554455;1.780374705112282
130950000;6927.546591856296;364.5359809547028;536.3631202327086;90;33811.95975257732;1212.5;0.03634090813761581;9143.434448932487;1.0125999470963967
130980101;6811.570819084417;1359.1991747374982;1937.7460352049948;45;26243.702825017568;3557.5;0.023930940411186707;3907.422786885246;7.551106526319435
130980102;6573.9015917983;966.4108450460881;1350.0320553879203;131;25845.944285714286;2520;0.02285181824698057;4413.706663555763;1.8442955058131452
130990000;3670.7734442327715;327.25009581843574;241.1247503208512;39;22172.086746987952;830;0.0024154818306354464;2731.444490740741;2.097757024477152
131010000;6864.577758526459;1528.8234317714623;2220.3454095082457;59;26449.254010695186;3366;0.015517066695533543;4182.789293248945;6.478065388862128
131020101;4151.874822038178;690.8015623658208;586.2535244211504;23;21299.742017053806;1700.5;0.01516933744333926;3351.9565217391305;7.508712634411095
131020102;3604.6266945759153;955.5246062813154;688.878252699253;28;21221.5108940327;2354.5;0.008251752896049513;3763.686835650041;8.531469698940315
131020103;4740.215072002686;803.6222272023142;795.07011872918;49;24686.99104251012;1976;0.028988837049111815;4046.6006884681583;4.10011340409344
131030101;4564.29488245011;701.1512562487516;611.5489157279776;6;21343.234516928158;1816.5;0.004165802468768298;3309.258542875564;29.214635677031314
131030102;5272.15918790753;1258.4982189200416;1336.6911385956714;21;24565.285776330078;3223.5;0.010180480587970164;3326.4769508112286;14.982121653810019
131030103;5159.649703300614;1028.852843195516;1017.0194647149222;10;20534.7989766913;2638.5;0.01362894367465528;2894.6443051971987;25.7213210798879
131030104;4665.736087349875;932.7597128135947;852.0827397961809;7;20701.604136202215;2393.5;0.017947771412951452;2952.867388022144;33.31284688619981
131030105;6045.014013721725;374.1312073762563;463.0692751354212;5;18531.310355648533;956;0.027734687693234727;2447.6782752902154;18.706560368812816
131030106;5918.318170942858;984.7014921081332;1095.832032605801;3;14120.753873517786;2530;-1.7821603394441166e-4;1937.9035639412998;82.05845767567776
131030107;5625.456177559788;1218.1160999827398;1407.981581213441;14;22864.38029430582;3126;0.009821196775182894;2854.683726759975;21.752073213977496
131030108;5412.766108098282;1049.1646732281808;1162.2937479373925;8;18410.237015036197;2693.5;-0.0012226959600030174;2076.192941471992;32.78639603838065
131030109;5802.244747396186;1212.686482724718;1455.989537273365;29;24142.464261555804;3104.5;0.0324690991114156;3826.6328015673103;10.454193816592396
131030110;5078.189342052027;1866.4864305612898;1912.239602483325;31;21757.316027511464;4798;0.02064043978216823;3372.5613261786125;15.052309923881369
131030111;4793.814564856406;763.4092635620377;703.8805859836291;11;16923.343054136873;1958;0.008682748805858287;2096.3401969561323;17.350210535500857
131030112;5116.12798339262;741.5105750296464;761.3101146636524;18;24928.59842271293;1902;0.009635130339850528;3747.2901155327345;10.298757986522865
