fromidINS	km_i	co2_i	f_i	km_pa	co2_pa	com
r200N2273200E3949000	137108.54277726775	28.777119388291368	23.65436148863928	5796.332437175201	1.2165671604415298	13015
r200N2273200E3949200	179379.3435506784	37.587123008692416	30.64782116909035	5852.9232000214815	1.226420723395523	13015
r200N2274600E3949200	40118.976868867896	7.939126540033719	4.469301953215344	8976.56441404796	1.776368350838789	13001
r200N2261800E3949600	43715.62585945027	8.856439823558421	6.91693897056888	6320.082632716203	1.2803987227937081	13213
r200N2271600E3950000	102282.65365402444	21.707686586326034	14.398308120905181	7103.796695774157	1.5076553720091754	13015
r200N2261000E3950400	139985.14189267342	25.305889575758126	38.11640804442998	3672.569087032053	0.6639106587971403	13213
r200N2262800E3950400	17964.830454824016	3.6292157237446396	2.3293669261439964	7712.32314376626	1.5580266393463378	13213
r200N2267600E3950400	36581.49029400805	7.75969243434051	3.8044841938116862	9615.361355295134	2.039617472182511	13107
r200N2254400E3950600	7436.408571864682	1.3815399892674787	1.1488279535908483	6473.039369055201	1.2025647399588868	13212
r200N2255200E3950600	97838.60323228138	17.94708831703781	19.14713201269883	5109.830713414025	0.9373251464049487	13212
r200N2287600E3950600	23972.786684731	4.471159173840804	2.3049057829886332	10400.766426837163	1.9398446595258743	13001
r200N2253400E3951200	92036.42879602562	12.80494245451382	24.345650484995872	3780.405409695145	0.5259642769621398	13211
r200N2286600E3951200	56526.444327152974	11.249211147072502	6.160384552057798	9175.798012198935	1.8260566450051963	13001
r200N2269000E3951600	85504.06487822082	18.141568572473943	11.1271667044692	7684.262054227903	1.6303852592760586	13107
r200N2269400E3951800	55178.591868269345	11.691067485774052	6.943382710113758	7946.932233462517	1.6837711492907914	13107
r200N2271200E3951800	29144.699635793542	6.219412882836999	3.472895513894686	8392.046210198001	1.790843651343321	13041
r200N2272400E3952000	8726.206746530206	1.847143979148318	0.9109195931117798	9579.557638804026	2.0277793925129166	13041
r200N2259000E3952400	105789.62775044778	19.203439356242615	25.582536594138155	4135.228239043655	0.7506464140324063	13075
r200N2259400E3952400	268484.5681645542	47.027510022525625	77.25298318988025	3475.394179984551	0.6087468480917639	13075
r200N2268800E3952800	38008.26805601491	8.059445563898647	4.725585089672049	8043.081932665537	1.705491576379162	13107
r200N2261400E3953000	3519.8204186941944	0.6968622745983599	0.40177089868972954	8760.764978681049	1.7344767300742625	13075
r200N2268600E3953000	48517.837136521564	10.316008864277231	6.322335896208338	7674.036611313062	1.6316768095893164	13062
r200N2260600E3953200	180570.79219746444	33.80275152697879	34.22766952799206	5275.579514690303	0.9875855409710039	13075
r200N2260800E3953200	115503.10525239316	21.961368189105524	19.05457912846917	6061.698055551467	1.152550683016313	13075
r200N2261000E3953200	160913.61092923325	30.423643914507487	26.817555755793812	6000.308618523841	1.1344674433252402	13075
r200N2286200E3953400	62044.49726027175	12.54192306685095	7.5992045401860056	8164.604194053328	1.6504257781886158	13001
r200N2278400E3954000	1071468.5991596663	187.59155586536647	221.7179665679725	4832.574534870561	0.8460818884871749	13001
r200N2275000E3954200	9419.048047339771	1.9873465163050223	1.0374304210604346	9079.20941600292	1.915643185278496	13041
r200N2287200E3954400	211782.16864663432	44.259298221293996	39.51299719356146	5359.810282403575	1.1201199950609146	13113
r200N2278400E3954800	41538.210100381264	8.303263439141421	4.456149261378805	9321.548194175315	1.8633270458656623	13001
r200N2283600E3955000	1451.8836378087242	0.29573577675327617	0.1326907884012455	10941.85704450224	2.228758908711859	13001
r200N2273600E3955400	87214.91822528769	18.293789291350887	17.3873417328025	5016.000695537624	1.0521326130513848	13060
r200N2273800E3955400	309794.91810996976	64.15304114737576	72.21395950754568	4289.958897456649	0.8883745135270192	13060
r200N2278600E3955800	28967.080734390758	6.226328634465882	2.8806038626645396	10055.905676525894	2.1614664602673166	13109
r200N2267600E3956200	58729.06838031553	12.509178005529959	7.024817044861594	8360.227462902223	1.7807122841270266	13062
r200N2273000E3956200	86123.7719203163	17.890041325362006	17.676275476821793	4872.280477482206	1.0120933761651607	13060
r200N2254200E3956600	184546.36556714404	35.634366617805014	36.55069721628831	5049.051854608768	0.9749298736201686	13211
r200N2255000E3956600	42901.49593216124	8.399009898038566	6.679315153319831	6423.038133009465	1.2574657289324027	13211
r200N2244800E3957000	189530.14306734529	38.98962823998035	34.02137059325839	5570.9143918176605	1.1460334360458264	13022
r200N2252000E3957000	102721.98210920529	18.66835736068361	22.78932788424554	4507.45992295007	0.8191710372287552	13070
r200N2252200E3957000	153971.57078134269	26.850012270017917	46.49949341955392	3311.252649401869	0.5774259093052179	13070
r200N2252800E3957000	61619.76893659994	11.204978848616658	12.247529158683268	5031.200019059574	0.9148766827529894	13005
r200N2299600E3957200	163082.61762960214	34.25070978260293	21.837175113272515	7468.118782931838	1.568458814152456	84089
r200N2267200E3957600	59988.584999295585	12.783834919373495	6.5883026141432035	9105.31718298993	1.9403836872839226	13062
r200N2273400E3958000	9443.637575899058	1.9802875418908479	0.9037832714386619	10449.006829775097	2.1911088692077505	13040
r200N2276200E3958000	39025.85164096613	8.268020247129853	4.636610978064856	8416.891523915174	1.7832033539679466	13060
r200N2285400E3958200	22079.160959205707	4.584456655867629	2.2076255379572016	10001.316156016377	2.0766459605779874	13113
r200N2292600E3958200	5075.817001047441	1.048059487670247	0.4920297707156174	10316.077000107285	2.1300733208600966	13059
r200N2269200E3958800	376832.5414559056	78.45754243195432	56.287843907277704	6694.741089686387	1.3938629904033364	13046
r200N2253600E3959200	12231.678584310966	2.3313168736608247	1.148483517819477	10650.286568791305	2.029908864593101	13005
r200N2254000E3959200	25580.66721228883	4.961734797382452	2.683378806705396	9533.006353171699	1.8490623779929083	13005
r200N2298800E3959400	3901.7574547540594	0.8100760591077627	0.5118087884644764	7623.467089066745	1.5827709046148752	84089
r200N2254200E3960400	128826.81965626423	25.131607521145675	21.46703051044762	6001.147647950959	1.1707072158356773	13005
r200N2250200E3961400	43076.40448730413	9.174398271470519	5.938778622618709	7253.411387190175	1.5448291398720402	13119
r200N2271800E3961600	76513.56553192245	16.142093569920867	10.531743956186954	7265.042318748545	1.5327085083983711	13040
r200N2273600E3961600	21762.3220536898	4.58313355157007	2.3739544846505436	9167.118491276933	1.9305903214251081	13040
r200N2254400E3962000	36890.447155030386	7.2614741215544045	4.600077943348579	8019.526540495175	1.5785545834183172	13005
r200N2274000E3962200	16720.28648885098	3.5677185357162773	1.1151595753588317	14993.626794148086	3.1992896931977386	13025
r200N2278600E3962200	2413.25907234507	0.4965947593329756	0.5514376524751725	4376.304486124517	0.9005456140036319	13090
r200N2282200E3962200	30435.121308739108	6.53070999990789	2.716555353031292	11203.571197169906	2.4040408352513563	13111
r200N2272600E3962800	11706.557970333324	2.4739673811289427	1.1131352873857354	10516.743205425528	2.2225217448089376	13040
r200N2255000E3963200	18120.162294293066	3.5211780370547126	1.9166991525493469	9453.837484193571	1.8371052297755202	13005
r200N2258000E3963400	56552.78808192798	12.033912715663142	7.610860695921452	7430.537798731987	1.5811500428738552	13086
r200N2268800E3963600	22702.343554447296	4.799897371417954	1.9388379509415945	11709.252721931674	2.4756568072576095	13013
r200N2270200E3963600	22471.860063656448	4.83714253968563	2.0781106599027535	10813.601266406109	2.327663599931674	13072
r200N2270600E3963600	16026.24439523853	3.443411246921857	1.5743374417961047	10179.67557003203	2.1872129541640026	13072
r200N2267200E3964000	81737.11721761327	17.62024431545504	8.272375133144156	9880.731458867813	2.1300103092348466	13013
r200N2269000E3964000	6056.58670052182	1.2786024272046155	0.4785921767804996	12655.005648576656	2.6715907389163838	13072
r200N2270000E3964000	62825.190622055685	13.51107897976791	6.3475489120848865	9897.55124256623	2.128550589668497	13072
r200N2242400E3964800	102780.02968729788	21.605771915407345	14.271486343959436	7201.774728306464	1.5139118235258113	13028
r200N2242800E3965200	63005.68243512127	13.184045472186813	8.628267816350577	7302.240006473307	1.5280060555379416	13028
r200N2244800E3965600	191270.76497297082	40.421187637591785	25.76288679447672	7424.275334469783	1.5689696562365691	13023
r200N2245000E3965600	30347.96410600386	6.430254900025533	3.972939053079193	7638.668426711184	1.618513350976733	13023
r200N2251200E3965600	19692.278018247667	4.138754691402066	3.0901307508587657	6372.635854575107	1.3393461393994028	13042
r200N2262800E3966000	35036.9518155297	7.302720616999671	3.028559169086073	11568.85167480574	2.4112854361710916	13007
r200N2271400E3966000	16009.871896575587	3.451141964422091	1.4106093764347785	11349.61397820811	2.4465610551552004	13072
r200N2240600E3967800	25339.880948956205	5.307008505435724	3.642267438525456	6957.171975052678	1.4570617328375606	13028
r200N2243800E3967800	7317.000045979018	1.5444339296865726	0.7948436997256818	9205.583498371161	1.9430662031033157	13023
r200N2273200E3968200	88355.75363181303	18.48328345884385	9.864186952309048	8957.226181842627	1.8737766780177671	13087
r200N2273600E3968200	64381.359579172116	13.470736044962598	5.817640719660661	11066.575383659554	2.3154981020808614	13087
r200N2273800E3968200	1547.5548044124075	0.32258946018046675	0.1072233732571383	14432.998677453757	3.0085740672124457	13087
r200N2278000E3968200	2959.8573229091267	0.5887510872764103	0.20693033262525096	14303.641642858627	2.8451657125716485	13079
r200N2288600E3968200	1550.679251305877	0.3276082219581391	0.16483642884182034	9407.381985895445	1.987474639313602	13048
r200N2288800E3968200	99227.63432183203	21.09601838515617	11.814876649405019	8398.533244680892	1.7855470701184628	13048
r200N2262400E3969200	50353.92022945652	10.573254872526677	5.408117819297156	9310.803113383457	1.955071103443672	13007
r200N2262800E3969200	46162.78413122967	9.666724309524392	4.3265073596291925	10669.757449617768	2.2343020607626767	13007
r200N2251000E3970400	174208.34694298892	37.18637671929183	23.38397172553813	7449.904104730519	1.5902506706625803	13030
r200N2262600E3970400	290196.53996330133	62.07324527500045	35.909619256758575	8081.303727793862	1.7285965866462816	13007
r200N2263600E3971000	79030.28248320351	16.51588568745391	8.705498168315899	9078.20333256036	1.8971786988094848	83120
r200N2274600E3971800	7509.538544336572	1.5308893633453708	0.5824705737199699	12892.56296052284	2.628269018927925	13079
r200N2265200E3973200	12534.632074488709	2.6133840451650063	0.8705498204290963	14398.52353115225	3.0019925153472116	83120
r200N2274000E3909800	17373.393130751294	3.667080398507561	3.052387153089078	5691.739697295301	1.201381153369225	13039
r200N2274200E3909800	28140.920197952444	5.908065819398312	5.556111334681084	5064.85894591378	1.0633454701528997	13039
r200N2275600E3909800	83369.03779989075	17.61878231134578	18.067029083452784	4614.429822125361	0.9751897907488539	13039
r200N2289400E3909800	8437.380438453492	1.7276021479442465	0.8459743086175424	9973.565807502504	2.0421449331805657	13047
r200N2274600E3911600	194059.72839831884	40.45967204345202	28.061439994329216	6915.529938504058	1.4418245126275875	13039
r200N2284000E3913600	26552.04567163491	5.563944077393643	4.652858689797279	5706.609085261465	1.1958119617073646	13047
r200N2269200E3914600	71637.91179371336	12.461729467459753	14.802455497543056	4839.59649840555	0.8418690716231627	13077
r200N2269800E3915200	26402.48169744308	5.07234428191436	5.145319011748734	5131.3595205965075	0.9858172584308679	13077
r200N2278000E3915200	126588.92315420475	25.943563669601033	21.14935766043405	5985.473657718962	1.226683291575135	13047
r200N2274400E3915800	34158.491057190215	7.261410604869858	5.375618740966703	6354.33662675405	1.3508046152030548	13098
r200N2275200E3915800	75484.90964659801	16.040840755408645	12.644182549672069	5969.931970695547	1.268634068860756	13098
r200N2275400E3915800	263420.80136628076	56.06261687112639	39.9330442498999	6596.561978040056	1.4039154270405247	13098
r200N2275800E3915800	8416.689477770267	1.7649353308035485	0.8459743096829568	9949.10765189142	2.086275328461201	13047
r200N2276200E3915800	15354.868441659377	3.1947899355254714	1.6919485995107364	9075.257041555264	1.888231082462738	13047
r200N2282800E3916400	12891.454974916831	2.542920318930498	1.268961462342176	10159.059480910102	2.0039381765281683	13047
r200N2289600E3916800	236481.76472456136	48.899778969334534	36.53908080206973	6472.022818679281	1.3382870585667452	13063
r200N2289600E3917200	2147814.728730441	428.7443225845033	290.19666804421774	7401.238419467914	1.4774267584601448	13063
r200N2270200E3918200	6167.312403276226	1.2323382620586012	0.7101838390902092	8684.106936560182	1.7352383907205	13056
r200N2300400E3918800	17864.942865757766	3.8171889726402983	1.897655515823163	9414.218079517099	2.011528931785326	13035
r200N2287800E3919200	8466.292301450076	1.6501923874655446	0.7061439416845795	11989.470986967415	2.3369065286163044	13063
r200N2292000E3919200	9484.357504538777	1.816302633078975	0.8090125211594446	11723.375419389275	2.245085935723124	13044
r200N2300200E3919600	354848.8623841048	74.76174088916609	45.23520625568602	7844.528449331446	1.6527335028956258	13035
r200N2300600E3919600	1165572.7736101106	246.6976345625434	145.20098956749734	8027.305992073069	1.6990079426963194	13035
r200N2301200E3919600	825469.8798556088	174.8549755816183	100.00644526252154	8254.16679583713	1.7484370644573548	13035
r200N2301400E3919600	222762.17712780053	47.38377016241077	29.03412936285332	7672.4249018744695	1.6320024468525736	13035
r200N2260800E3919800	36474.31798005946	7.2817936356228845	5.499245580600754	6632.603953663566	1.3241441082955598	13056
r200N2298800E3920400	14997.212945364528	3.053482368094588	1.5181244143474406	9878.77726201447	2.0113518623617646	13035
r200N2299200E3920400	29195.05946514248	6.1862190134602	3.405396446913056	8573.174935801495	1.816592901853739	13035
r200N2284800E3921200	36781.19624791869	7.509926215780617	3.868859398287539	9506.98706295686	1.9411215148073646	13092
r200N2294600E3921800	44450.19316185157	9.089409797391946	7.436509956216415	5977.292227611991	1.2222682213709428	13103
r200N2296000E3921800	12434.641736397803	2.6660316383372455	1.174204556117141	10589.842861380703	2.2705001649399805	13103
