IRIS	km_pa	f_i	co2_i	n	snv	ind	tx	prix	shape	dens
130470112	6751.8700293691345	1227.0466460804714	1735.1251120402967	167	27513.067091660923	2902	0.0279762375259196	3454.6614173228345	autre	1.836896176767173
130470113	5663.908754766258	1321.7843989595792	1573.3931515359952	56	22199.05513616818	3139.5	0.01916016487962069	3675.620578778135	autre	5.900823209640978
130470114	8442.861497119524	1331.9881540384765	2383.2335438203777	51	23533.827702060225	3155	0.018755610717174465	3294.4593326381646	autre	6.529353696267042
130470115	5912.5042393301765	1277.5693278390102	1600.4901927720048	27	25376.175144795634	3021.5	0.02237273666733497	4016.1216216216217	autre	11.829345628138983
130470116	6105.577695729284	1889.6200704893097	2346.4677554187892	61	20248.55336683417	4477.5	0.01496840883759365	3184.448424068768	autre	7.744344551185696
130470117	7809.515888485657	150.5527449156775	245.8699622455068	38	23895.801123595502	356	-0.022075789344367602	3720.4545454545455	autre	0.9904785849715624
130480000	7793.5284433273	1768.0425314531417	2906.2110325166404	322	24557.17190101494	4384.5	0.022793981439957145	3569.380501015572	autre	1.3727038287679671
130490000	8440.93486415071	834.8709218975176	1498.1185182034421	87	26283.5801937046	2065	0.018411817290507226	2823.7597911227153	autre	2.399054373268729
130500101	5871.3055473745735	973.6393946659034	1169.4482277738887	15	22062.911257731957	2425	0.01350893104987927	3766.0225846925973	autre	16.227323244431723
130500102	6105.102770836843	1883.7320474915782	2402.4003660598405	72	25786.591005688526	4658.5	0.010471518221047749	3634.309133489461	autre	6.540736276012424
130500103	9890.678079202653	1078.8925050123569	2168.9251610873725	362	26804.111775771253	2658	0.025462477373878523	4182.518427518427	autre	0.7450915089864343
130510101	6434.117583148444	1275.2312516987201	1726.2853260454883	24	24727.14715707778	2963.5	0.02437038349782994	3759.060475161987	autre	13.283658871861668
130510102	6589.018546428196	753.2869089778899	1057.3921904555068	16	26302.420228571427	1750	0.029839462692583085	3872.0320855614973	autre	11.77010795277953
130510103	7956.978761855197	1899.7443286386376	3186.936048530692	312	25867.582149733833	4414.5	0.025779652720866686	3887.095282146161	autre	1.5222310325630108
130530000	8595.215473773742	2418.6550661632095	4355.24826643046	311	23238.96826539394	6390.5	0.008991354926168427	3973.3966310599835	autre	1.9442564840540268
130540101	5127.599925259774	527.0100756710257	568.9204329252649	21	24426.402581072136	1511	0.02172669308872921	4446	autre	6.273929472274115
130540102	5678.573982498443	838.0101523148543	994.7248530958699	34	22028.795427146124	2405.5	0.00820970519811115	3249.913229018492	autre	6.161839355256282
130540103	3402.892250137575	833.5762961287019	532.5007592156908	6	17369.205051759836	2415	-0.00514097769076427	2532.6660341555976	autre	34.73234567202924
130540104	3568.5342070214365	1257.0819622072074	895.4269800755751	16	19191.331405644716	3614	-8.501413600003893e-5	2505.5082339579785	autre	19.641905659487616
