idINS	ind	co2_pi
r200N2290000E3910200	1.9999999999999998	0.42620912283307943
r200N2290400E3910200	7	0.43129195867366776
r200N2290600E3910200	1	0.45780801954744077
r200N2271600E3910400	28.000000000000004	0.4521024757985557
r200N2271800E3910400	58.49999999999999	0.44451694600045066
r200N2273400E3910400	5	0.3979009077951951
r200N2273600E3910400	75.5	0.36620323990824394
r200N2273800E3910400	53	0.3613134087952168
r200N2274000E3910400	52	0.36245240688006525
r200N2274200E3910400	41	0.34596118575349216
r200N2274400E3910400	83.5	0.3557526440494199
r200N2274600E3910400	106	0.35479692883046815
r200N2274800E3910400	77	0.3582842350371556
r200N2275000E3910400	116.5	0.34115949527162837
r200N2275200E3910400	132	0.46512852098845975
r200N2275400E3910400	90.49999999999999	0.4005256709977651
r200N2275600E3910400	126	0.4866656265488854
r200N2275800E3910400	51.99999999999999	0.4473108673477081
r200N2276000E3910400	3.9999999999999996	0.42230096705525105
r200N2289200E3910400	3	0.44396544050035114
r200N2289600E3910400	4	0.43310241851843445
r200N2289800E3910400	1	0.4406540994393985
r200N2291000E3910400	6	0.5290248166273726
r200N2291600E3910400	2.0000000000000004	0.5226703154654564
r200N2292000E3910400	9	0.44068333744862453
r200N2271600E3910600	87.5	0.49725874324077296
r200N2271800E3910600	110	0.4376179037308388
r200N2272200E3910600	23	0.5076290279912958
r200N2272400E3910600	14.000000000000002	0.5057831877610631
r200N2272600E3910600	7.000000000000001	0.5084823648139283
r200N2272800E3910600	56.5	0.489246051646673
r200N2273000E3910600	47.49999999999999	0.3911018665142963
r200N2273200E3910600	58	0.2553814467149436
r200N2273400E3910600	77	0.3602077532997064
r200N2273600E3910600	8	0.3436118147562406
r200N2273800E3910600	819.5	0.3222085641459597
r200N2274000E3910600	40.50000000000001	0.3503675954359133
r200N2274200E3910600	76.5	0.3593609381636302
r200N2274400E3910600	64	0.367393996556637
r200N2274600E3910600	95.5	0.38036775946370743
r200N2274800E3910600	117.99999999999999	0.369305359541021
r200N2275000E3910600	117.99999999999999	0.43159803071622727
r200N2275200E3910600	101	0.43117799742428103
r200N2275400E3910600	69	0.4263514092897715
r200N2275600E3910600	92	0.4113219707709525
r200N2275800E3910600	97	0.42375802199368917
r200N2276000E3910600	29.000000000000007	0.42558115343218694
r200N2290400E3910600	5.999999999999999	0.43774678661001365
r200N2290600E3910600	1.9999999999999998	0.42620912283307943
r200N2290800E3910600	2.9999999999999996	0.43774678661001365
r200N2291200E3910600	2.0000000000000004	0.5226703154654564
r200N2271600E3910800	52.99999999999999	0.4483298193977926
r200N2271800E3910800	35	0.468286170046095
r200N2272000E3910800	12.999999999999998	0.5080525789819833
r200N2272200E3910800	287	0.4089302886846629
r200N2272400E3910800	293.5	0.39003998606717244
r200N2272600E3910800	225.5	0.33875914585895023
r200N2272800E3910800	77.5	0.3305034880252663
r200N2273000E3910800	11	0.3418602122016884
r200N2273200E3910800	276.5	0.35919063065241646
r200N2273400E3910800	367	0.3227816977191155
r200N2273600E3910800	2.0000000000000004	0.3501715408547567
r200N2274200E3910800	34	0.4037378530125237
r200N2274400E3910800	254.5	0.2953809188981488
r200N2274600E3910800	304	0.29986630281148186
r200N2274800E3910800	142	0.3909538420562631
r200N2275000E3910800	134	0.36090522232694905
r200N2275200E3910800	93.99999999999999	0.37733716023120956
r200N2275400E3910800	162.5	0.3310917182792796
r200N2275600E3910800	152	0.38205620193354745
r200N2275800E3910800	77	0.3890794466313204
r200N2276200E3910800	46.5	0.40654118191998434
r200N2276400E3910800	20	0.4234627446626106
r200N2289600E3910800	5	0.44275726254087017
r200N2289800E3910800	108.5	0.394533511026059
r200N2290000E3910800	16	0.4379234446766525
r200N2290200E3910800	49	0.49602933582415876
r200N2290400E3910800	114	0.48645144622921294
r200N2290600E3910800	16	0.4379234446766525
r200N2291000E3910800	4.5	0.5271637012673807
r200N2291200E3910800	9	0.5353509364848238
r200N2271600E3911000	18.999999999999996	0.4699926392975135
r200N2272000E3911000	68.5	0.3433082505643705
r200N2272200E3911000	141	0.4004601619616677
r200N2272400E3911000	358	0.39378641073435183
r200N2272600E3911000	155.5	0.39434324790128444
r200N2272800E3911000	3	0.4248226281531353
r200N2273000E3911000	294	0.32934538856605233
r200N2273200E3911000	0.9999999999999999	0.4019505288022171
r200N2273400E3911000	18	0.3634019756535108
r200N2274400E3911000	346	0.354189931935872
r200N2274600E3911000	411	0.3133572314999454
r200N2274800E3911000	263.50000000000006	0.2975558668037332
r200N2275000E3911000	181	0.37002181052810823
r200N2275200E3911000	564	0.3168397032094118
r200N2275400E3911000	228.99999999999997	0.36919194011842926
r200N2275600E3911000	148.5	0.4195719211739916
r200N2275800E3911000	200	0.3928744374487425
r200N2276000E3911000	42	0.36446909813375994
r200N2276200E3911000	7	0.4051798338825153
r200N2276400E3911000	8.5	0.4008367456462223
r200N2276600E3911000	4	0.4016882792065195
r200N2285800E3911000	3	0.4271504874609439
r200N2288400E3911000	2.0000000000000004	0.44528196586059426
r200N2289800E3911000	84	0.40820253653509053
r200N2290000E3911000	159.5	0.4469704844567345
r200N2290200E3911000	99	0.45015668259500824
r200N2290400E3911000	34	0.5051339559827631
r200N2272000E3911200	65.49999999999999	0.4379309293024444
r200N2272200E3911200	241	0.4466402808738092
r200N2272400E3911200	133.5	0.452049197198372
r200N2272600E3911200	47.5	0.4836403104303977
r200N2273000E3911200	3.9999999999999996	0.40928547076006183
r200N2274200E3911200	8	0.36139297433405265
r200N2274400E3911200	104	0.42441502957974386
r200N2274600E3911200	208.5	0.40243176006465575
r200N2274800E3911200	170.5	0.39434086226677095
r200N2275000E3911200	162.5	0.43467688379052016
r200N2275200E3911200	278.50000000000006	0.3193251117298709
r200N2275400E3911200	280.5	0.33509361024923473
r200N2275600E3911200	100	0.36531618434985447
r200N2275800E3911200	23	0.4064427526163838
r200N2276200E3911200	3	0.3924538601698086
r200N2276400E3911200	22	0.3495804781235823
r200N2276600E3911200	19	0.4029753246563724
r200N2288800E3911200	5	0.38787303422513414
r200N2289600E3911200	8.500000000000002	0.43869187691596984
r200N2289800E3911200	131.5	0.48430472867567026
r200N2290000E3911200	188.5	0.44497393024502463
r200N2290200E3911200	132.99999999999997	0.42674311035844253
r200N2290400E3911200	46	0.37366774857770707
r200N2290600E3911200	8	0.3741015461990903
r200N2290800E3911200	6	0.3722514596210358
r200N2274200E3911400	33	0.3644382121273243
r200N2274400E3911400	158.5	0.369380708051731
r200N2274600E3911400	305.50000000000006	0.34979816612414627
r200N2274800E3911400	96	0.39997996877428016
r200N2275000E3911400	33	0.40618961416513794
r200N2275200E3911400	14	0.40519645450262415
r200N2275400E3911400	4	0.4040374128745172
r200N2276000E3911400	3	0.3924538601698086
r200N2276200E3911400	10	0.40136213045608166
r200N2276400E3911400	17	0.40638367463289815
r200N2276600E3911400	36.5	0.40283976716202696
r200N2282600E3911400	6	0.4184963732607242
r200N2289400E3911400	39	0.3879019857028936
r200N2289600E3911400	150	0.40717377797702925
r200N2289800E3911400	273.5	0.44404674153436113
r200N2290000E3911400	322	0.37471184823947584
r200N2290200E3911400	47.99999999999999	0.3961092071574895
r200N2290800E3911400	3	0.3722514596210358
r200N2274400E3911600	81	0.3905047008410818
r200N2274600E3911600	73.00000000000001	0.30169894583868617
r200N2276400E3911600	13.500000000000002	0.40323101381772636
r200N2276600E3911600	1	0.3739351408506369
r200N2283000E3911600	2	0.44007652904509065
r200N2289200E3911600	45	0.4377601173587308
r200N2289400E3911600	78.5	0.44379379905924204
r200N2289600E3911600	587.5000000000001	0.4321325577155654
r200N2289800E3911600	69.00000000000001	0.4137353402345524
r200N2290000E3911600	145.5	0.4101115833570667
r200N2291400E3911600	10	0.5340503513416088
r200N2274400E3911800	3	0.3642148237703299
r200N2289000E3911800	10.000000000000002	0.43768013952092355
r200N2289200E3911800	123	0.40451613168149286
r200N2289400E3911800	63	0.46729166577802594
r200N2289800E3911800	86	0.43606685485763486
r200N2290000E3911800	2	0.3749115318700059
r200N2274000E3912000	11	0.46633798685911265
r200N2289000E3912000	32	0.3917229970359705
r200N2289200E3912000	16	0.45565271957117576
r200N2289400E3912000	65.5	0.4193461063676054
r200N2271600E3912200	2.0000000000000004	0.5032849327664349
r200N2273800E3912200	2	0.46042740666579135
r200N2282200E3912200	954.0000000000001	0.3658716828119253
r200N2282600E3912200	6	0.3513748282600346
r200N2282800E3912200	5	0.34618087473363196
r200N2289000E3912200	4	0.4630538065754265
r200N2289200E3912200	2	0.416654443851244
r200N2290200E3912200	4	0.4630538065754265
r200N2273800E3912400	4	0.48003998138811976
r200N2277000E3912400	5	0.5138841620571791
r200N2277800E3912400	4	0.5027500404926314
r200N2278000E3912400	9.000000000000002	0.43882737293000873
r200N2282200E3912400	10.5	0.3541594058351292
r200N2282800E3912400	15.000000000000002	0.34964395401043585
r200N2283000E3912400	9	0.38318278806530287
r200N2290000E3912400	3	0.45635407024840596
r200N2290200E3912400	3	0.45635407024840596
r200N2276800E3912600	7	0.5041168558360198
r200N2277200E3912600	5	0.5138841620571791
r200N2279200E3912600	14.999999999999998	0.4398170021271939
r200N2280800E3912600	5.499999999999999	0.42811513842207555
r200N2281200E3912600	7	0.332817311533003
r200N2281400E3912600	21	0.32923769335877145
r200N2282200E3912600	400.5	0.25784322824168104
r200N2282600E3912600	3	0.3119146693512133
r200N2282800E3912600	3	0.36002232617132085
r200N2285600E3912600	2.0000000000000004	0.45569676855231356
r200N2290000E3912600	5	0.466871608213235
r200N2290200E3912600	21	0.4545266561263632
r200N2276800E3912800	16	0.5067913468697358
r200N2277200E3912800	6	0.5027500044102968
r200N2278200E3912800	2	0.4360949840976798
r200N2278600E3912800	4	0.4400557536607807
r200N2279200E3912800	5	0.4407522265627547
r200N2280800E3912800	5	0.42703108717921295
r200N2281000E3912800	3	0.43838723769330645
r200N2281200E3912800	9	0.3290283690669483
r200N2281400E3912800	5	0.3245285835324734
r200N2281600E3912800	4	0.37034726581505983
r200N2282400E3912800	7	0.30734403627118523
r200N2286400E3912800	8	0.451012608163543
r200N2290600E3912800	3	0.45635407024840596
r200N2268400E3913000	722.5	0.27743506353720604
r200N2269600E3913000	27	0.47378642170757806
r200N2269800E3913000	126.5	0.5004209324932541
r200N2270000E3913000	64	0.48173847149240423
r200N2271200E3913000	15	0.4636262841065691
r200N2271400E3913000	7	0.46507532993185696
r200N2272000E3913000	3.0000000000000004	0.4748733965835421
r200N2277000E3913000	4	0.5027500404926314
r200N2277400E3913000	3	0.5027500765749673
r200N2278800E3913000	1.0000000000000002	0.48469032744481577
r200N2279200E3913000	6	0.49922095285913226
r200N2281000E3913000	43	0.2618471306323966
r200N2281200E3913000	27	0.3864090279415105
r200N2281400E3913000	1.9999999999999998	0.3302543185544815
r200N2281800E3913000	3	0.3541393051568055
r200N2282000E3913000	2	0.33025653555355927
r200N2282200E3913000	2	0.33025653555355927
r200N2285800E3913000	6	0.4686701545478292
r200N2290000E3913000	2	0.47392033506872766
r200N2290800E3913000	3	0.45635407024840596
r200N2268400E3913200	198	0.33275551859076297
r200N2268600E3913200	125.99999999999999	0.2850374115290612
r200N2269400E3913200	9	0.4135502715142665
r200N2269600E3913200	43	0.4502289018623362
r200N2269800E3913200	131.5	0.49473832741809276
r200N2270000E3913200	26	0.43284824071102745
r200N2270200E3913200	9	0.4823580977587111
r200N2270400E3913200	13	0.4829704394388976
r200N2270800E3913200	3	0.4904920107678354
r200N2271000E3913200	30.000000000000004	0.4636262841065691
r200N2271200E3913200	93	0.4843521065310551
r200N2271400E3913200	90.99999999999999	0.42010414706853566
r200N2271600E3913200	41	0.38466621331389433
r200N2278800E3913200	5	0.35357399987747573
r200N2279000E3913200	101.5	0.37194176829337455
r200N2279200E3913200	23.000000000000004	0.33492763498619355
r200N2279400E3913200	6	0.3366504981636311
r200N2279600E3913200	63.5	0.33601840606673455
r200N2279800E3913200	22	0.3835376098238425
r200N2280000E3913200	34	0.3415145903684652
r200N2280200E3913200	36	0.5316555284907427
r200N2280400E3913200	77.5	0.43454496081352545
r200N2280600E3913200	554.5	0.3406529001500218
r200N2280800E3913200	23.5	0.3463920740295995
r200N2281000E3913200	130	0.37378850597772295
r200N2281200E3913200	137.5	0.3707351040787485
r200N2281400E3913200	93	0.35480242631791387
r200N2281600E3913200	12	0.35164695369087706
r200N2281800E3913200	14.999999999999998	0.46068459115644755
r200N2282000E3913200	10	0.33109042451720744
r200N2282200E3913200	21	0.33385239306374115
r200N2284400E3913200	2	0.44628458292771317
r200N2284600E3913200	4	0.43557380823700087
r200N2268000E3913400	9	0.28506148531365644
r200N2268200E3913400	166.50000000000003	0.39537013111834746
r200N2268400E3913400	290	0.2975746186444335
r200N2268600E3913400	209.99999999999997	0.2582742764620289
r200N2268800E3913400	110.5	0.34377147420517856
r200N2269000E3913400	63.99999999999999	0.3780811931498045
r200N2269200E3913400	61	0.3479616208694985
r200N2269400E3913400	43	0.38878237811286376
r200N2269600E3913400	33	0.4747365445633471
r200N2269800E3913400	10.999999999999998	0.41764448024015444
r200N2270000E3913400	44	0.34877336909808737
r200N2270200E3913400	83	0.4779005964082494
r200N2270400E3913400	39	0.43423776896832056
r200N2270600E3913400	11.999999999999998	0.48222562432816085
r200N2270800E3913400	9	0.4823580977587111
r200N2271000E3913400	33	0.46782937818160186
r200N2271200E3913400	98.00000000000001	0.45906875287520393
r200N2271400E3913400	180	0.4055893740928821
r200N2271600E3913400	63	0.3946897172985497
r200N2278400E3913400	1.0000000000000002	0.37411401850711146
r200N2278600E3913400	2	0.35834598093171827
r200N2278800E3913400	35	0.32472657770193486
r200N2279000E3913400	72	0.3320945846851529
r200N2279200E3913400	145.5	0.31361232725357535
r200N2279400E3913400	138	0.24218527494616973
r200N2279600E3913400	178.5	0.29321215368390796
r200N2279800E3913400	116.99999999999999	0.37813543844446945
r200N2280000E3913400	215	0.31139948603729567
r200N2280200E3913400	161	0.5013825373808267
r200N2280400E3913400	201.5	0.4790349453043193
r200N2280600E3913400	169.5	0.410015762973113
r200N2280800E3913400	113.5	0.35975078460305276
r200N2281000E3913400	99	0.3868781158069921
r200N2281200E3913400	95.5	0.33471507067754813
r200N2281400E3913400	63	0.40563746425992325
r200N2281600E3913400	20	0.3516469480145678
r200N2281800E3913400	9	0.46106840483538203
r200N2282000E3913400	12	0.33420923213201853
r200N2282200E3913400	14	0.3325512379566902
r200N2282400E3913400	9	0.33336601876599975
r200N2282600E3913400	7.5	0.3321187226808994
r200N2283200E3913400	2.9999999999999996	0.43623741192495674
r200N2284000E3913400	4	0.43557380823700087
r200N2284800E3913400	22.5	0.4354640746620492
r200N2285000E3913400	4	0.4654351066764546
r200N2294600E3913400	8	0.4778178599407849
r200N2268000E3913600	322.5	0.3566778097911761
r200N2268200E3913600	298.5	0.2594265411355415
r200N2268400E3913600	304.5	0.28386370343268
r200N2268600E3913600	254	0.3518127233195198
r200N2268800E3913600	392	0.32273873312021406
r200N2269000E3913600	141	0.3220130559162306
r200N2269200E3913600	210	0.32209118310482004
r200N2269400E3913600	367	0.29771847131285556
r200N2269600E3913600	79.5	0.3861177882485919
r200N2269800E3913600	107	0.36410117335284836
r200N2270000E3913600	114.5	0.38581464026797796
r200N2270200E3913600	94.00000000000001	0.32720065102230916
r200N2270400E3913600	34	0.3506354658517886
r200N2270600E3913600	17	0.4813310963242887
r200N2270800E3913600	2.0000000000000004	0.4959142914148497
r200N2271000E3913600	39	0.41176529241433
r200N2271200E3913600	36	0.4737835904273889
r200N2271400E3913600	73	0.4629705252581527
r200N2271600E3913600	21	0.4625720849710052
r200N2278400E3913600	8.999999999999998	0.3018213807334082
r200N2278800E3913600	29	0.3047370767838316
r200N2279000E3913600	79	0.30788989416927387
r200N2279200E3913600	156	0.2925440558268211
r200N2279400E3913600	216.5	0.2731151558489692
r200N2279600E3913600	114.5	0.29120360204382767
r200N2279800E3913600	99.00000000000001	0.3925621452395021
r200N2280000E3913600	28	0.4535434066413375
r200N2280200E3913600	66.5	0.49034531142868726
r200N2280400E3913600	12	0.4515699521990062
r200N2280600E3913600	1.0000000000000002	0.5003483857692587
r200N2281000E3913600	153	0.3871932864250984
r200N2281200E3913600	193.50000000000003	0.25973974690739915
r200N2281400E3913600	27	0.303986756868944
r200N2281600E3913600	1.9999999999999998	0.3302543185544815
r200N2281800E3913600	14.999999999999998	0.46068459115644755
r200N2282000E3913600	5	0.43562096287563185
r200N2282200E3913600	18	0.4392115691325259
r200N2282400E3913600	6.5	0.33539436632713526
r200N2283000E3913600	2	0.434553658502239
r200N2284000E3913600	11	0.43459768927891634
r200N2285000E3913600	13.5	0.4673303511999742
r200N2285200E3913600	10	0.4634915283343653
r200N2285400E3913600	15	0.46328875892285454
r200N2268600E3913800	135.5	0.36290334637499494
r200N2268800E3913800	305	0.31735014736070405
r200N2269000E3913800	128	0.30670436554180747
r200N2269200E3913800	411	0.33520372077718824
r200N2269400E3913800	398.99999999999994	0.3244540003366808
r200N2269800E3913800	597	0.32775550828751654
r200N2270000E3913800	19	0.42494991683841404
r200N2270200E3913800	33.99999999999999	0.3852123864775899
r200N2270400E3913800	3	0.48320248211291766
r200N2270600E3913800	2.0000000000000004	0.4959142914148497
r200N2271000E3913800	3	0.45998838106314804
r200N2276200E3913800	2	0.49930026533787814
r200N2278400E3913800	84.50000000000001	0.25540629326785985
r200N2278600E3913800	144	0.31203082265265103
r200N2278800E3913800	77	0.32381839657483974
r200N2279000E3913800	115	0.27299099701407115
r200N2279200E3913800	200	0.22012938730647952
r200N2279400E3913800	146.5	0.23748017341518438
r200N2279600E3913800	299.5	0.3085041914117348
r200N2279800E3913800	95.99999999999999	0.3172509437918799
r200N2280000E3913800	63	0.5098595039433927
r200N2280200E3913800	52.5	0.4094413660715819
r200N2280400E3913800	31	0.49573171771758895
r200N2280600E3913800	20	0.4525967408276406
r200N2280800E3913800	2	0.45739299499744845
r200N2281000E3913800	87.00000000000001	0.48034618812871815
r200N2281200E3913800	95	0.30715586947274254
r200N2281400E3913800	1.9999999999999998	0.3302543185544815
r200N2281600E3913800	16	0.46009514134862756
r200N2281800E3913800	1.9999999999999998	0.43550132722630774
r200N2282000E3913800	8	0.4358613998986891
r200N2282200E3913800	64.5	0.47890841175498466
r200N2282400E3913800	180.5	0.45147407788489846
r200N2282600E3913800	2.9999999999999996	0.43623741192495674
r200N2283800E3913800	2	0.434553658502239
r200N2284000E3913800	3	0.4319928335548934
r200N2284200E3913800	5	0.4377196917782601
r200N2284400E3913800	3	0.4319928335548934
r200N2284600E3913800	5	0.4377196917782601
r200N2285000E3913800	3	0.46774340072263504
r200N2295200E3913800	4	0.4778178073155028
r200N2295600E3913800	7	0.4795425208275692
r200N2295800E3913800	5	0.47535149137309995
r200N2268600E3914000	88.5	0.32789274216709874
r200N2268800E3914000	402	0.25888478678895316
r200N2269000E3914000	178	0.3243113850272676
