COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;678;Strasbourg;CHAR;4
CODGEO;Code géographique;Code géographique;681;Altkirch;CHAR;4
CODGEO;Code géographique;Code géographique;682;Colmar-Ribeauvillé;CHAR;4
CODGEO;Code géographique;Code géographique;684;Mulhouse;CHAR;4
CODGEO;Code géographique;Code géographique;686;Thann-Guebwiller;CHAR;4
CODGEO;Code géographique;Code géographique;691;Lyon;CHAR;4
CODGEO;Code géographique;Code géographique;692;Villefranche-sur-Saône;CHAR;4
CODGEO;Code géographique;Code géographique;701;Lure;CHAR;4
CODGEO;Code géographique;Code géographique;702;Vesoul;CHAR;4
CODGEO;Code géographique;Code géographique;711;Autun;CHAR;4
CODGEO;Code géographique;Code géographique;712;Chalon-sur-Saône;CHAR;4
CODGEO;Code géographique;Code géographique;713;Charolles;CHAR;4
CODGEO;Code géographique;Code géographique;714;Louhans;CHAR;4
CODGEO;Code géographique;Code géographique;715;Mâcon;CHAR;4
CODGEO;Code géographique;Code géographique;721;La Flèche;CHAR;4
CODGEO;Code géographique;Code géographique;722;Mamers;CHAR;4
CODGEO;Code géographique;Code géographique;723;Le Mans;CHAR;4
CODGEO;Code géographique;Code géographique;731;Albertville;CHAR;4
CODGEO;Code géographique;Code géographique;732;Chambéry;CHAR;4
CODGEO;Code géographique;Code géographique;733;Saint-Jean-de-Maurienne;CHAR;4
CODGEO;Code géographique;Code géographique;741;Annecy;CHAR;4
CODGEO;Code géographique;Code géographique;742;Bonneville;CHAR;4
CODGEO;Code géographique;Code géographique;743;Saint-Julien-en-Genevois;CHAR;4
CODGEO;Code géographique;Code géographique;744;Thonon-les-Bains;CHAR;4
CODGEO;Code géographique;Code géographique;751;Paris;CHAR;4
CODGEO;Code géographique;Code géographique;761;Dieppe;CHAR;4
CODGEO;Code géographique;Code géographique;762;Le Havre;CHAR;4
CODGEO;Code géographique;Code géographique;763;Rouen;CHAR;4
CODGEO;Code géographique;Code géographique;771;Meaux;CHAR;4
CODGEO;Code géographique;Code géographique;772;Melun;CHAR;4
CODGEO;Code géographique;Code géographique;773;Provins;CHAR;4
CODGEO;Code géographique;Code géographique;774;Fontainebleau;CHAR;4
CODGEO;Code géographique;Code géographique;775;Torcy;CHAR;4
CODGEO;Code géographique;Code géographique;781;Mantes-la-Jolie;CHAR;4
CODGEO;Code géographique;Code géographique;782;Rambouillet;CHAR;4
CODGEO;Code géographique;Code géographique;783;Saint-Germain-en-Laye;CHAR;4
CODGEO;Code géographique;Code géographique;784;Versailles;CHAR;4
CODGEO;Code géographique;Code géographique;791;Bressuire;CHAR;4
CODGEO;Code géographique;Code géographique;792;Niort;CHAR;4
CODGEO;Code géographique;Code géographique;793;Parthenay;CHAR;4
CODGEO;Code géographique;Code géographique;801;Abbeville;CHAR;4
CODGEO;Code géographique;Code géographique;802;Amiens;CHAR;4
CODGEO;Code géographique;Code géographique;803;Montdidier;CHAR;4
CODGEO;Code géographique;Code géographique;804;Péronne;CHAR;4
CODGEO;Code géographique;Code géographique;811;Albi;CHAR;4
CODGEO;Code géographique;Code géographique;812;Castres;CHAR;4
CODGEO;Code géographique;Code géographique;821;Castelsarrasin;CHAR;4
CODGEO;Code géographique;Code géographique;822;Montauban;CHAR;4
CODGEO;Code géographique;Code géographique;831;Draguignan;CHAR;4
CODGEO;Code géographique;Code géographique;832;Toulon;CHAR;4
CODGEO;Code géographique;Code géographique;833;Brignoles;CHAR;4
CODGEO;Code géographique;Code géographique;841;Apt;CHAR;4
CODGEO;Code géographique;Code géographique;842;Avignon;CHAR;4
CODGEO;Code géographique;Code géographique;843;Carpentras;CHAR;4
CODGEO;Code géographique;Code géographique;851;Fontenay-le-Comte;CHAR;4
CODGEO;Code géographique;Code géographique;852;La Roche-sur-Yon;CHAR;4
CODGEO;Code géographique;Code géographique;853;Les Sables-d'Olonne;CHAR;4
CODGEO;Code géographique;Code géographique;861;Châtellerault;CHAR;4
CODGEO;Code géographique;Code géographique;862;Montmorillon;CHAR;4
CODGEO;Code géographique;Code géographique;863;Poitiers;CHAR;4
CODGEO;Code géographique;Code géographique;871;Bellac;CHAR;4
CODGEO;Code géographique;Code géographique;872;Limoges;CHAR;4
CODGEO;Code géographique;Code géographique;873;Rochechouart;CHAR;4
CODGEO;Code géographique;Code géographique;881;Épinal;CHAR;4
CODGEO;Code géographique;Code géographique;882;Neufchâteau;CHAR;4
CODGEO;Code géographique;Code géographique;883;Saint-Dié-des-Vosges;CHAR;4
CODGEO;Code géographique;Code géographique;891;Auxerre;CHAR;4
CODGEO;Code géographique;Code géographique;892;Avallon;CHAR;4
CODGEO;Code géographique;Code géographique;893;Sens;CHAR;4
CODGEO;Code géographique;Code géographique;901;Belfort;CHAR;4
CODGEO;Code géographique;Code géographique;911;Étampes;CHAR;4
CODGEO;Code géographique;Code géographique;912;Évry;CHAR;4
CODGEO;Code géographique;Code géographique;913;Palaiseau;CHAR;4
