CODGEO;NBMENFISC18;NBPERSMENFISC18;MED18;PIMP18;TP6018;TP60AGE118;TP60AGE218;TP60AGE318;TP60AGE418;TP60AGE518;TP60AGE618;TP60TOL118;TP60TOL218;PACT18;PTSA18;PCHO18;PBEN18;PPEN18;PPAT18;PPSOC18;PPFAM18;PPMINI18;PPLOGT18;PIMPOT18;D118;D918;RD18
00151;915;2211;20760;45;13.2;;;;;;;;;72.8;65.9;2.8;4.1;29.1;6.5;6.1;2.4;2.7;1;-14.5;11760;31410;2.7
00152;1008;2072;17630;31.7;26.4;;;;;;;16.1;45.3;51.4;40.5;3.2;7.7;41.7;12.4;8.2;2.3;3.9;2;-13.7;9230;32320;3.5
00153;926;2363;23900;59;;;;;;;;;;80;72.6;2.1;5.3;23.7;9.8;3.6;2.1;0.9;0.6;-17.1;15290;36700;2.4
00154;1146;2250;19430;42.6;15.4;;;;;;;;25.2;60.3;50.9;2.4;7;37.7;10.9;6;1.7;2.9;1.4;-14.9;11170;32840;2.9
00155;987;2526;23560;58.6;;;;;;;;;;75.7;68.4;2;5.3;31.3;6.8;3.6;2.1;1;0.5;-17.4;14370;37340;2.6
00156;1211;2498;21430;50.9;10.7;;;;;;;;;54.6;49.2;1.7;3.7;47.6;7.8;4.6;1.9;1.6;1.1;-14.6;12860;30960;2.4
00157;1277;2922;19800;44;13.8;;;;;;;;35;65.3;59.7;2.9;2.7;33.5;10.5;5.8;2;2.5;1.3;-15.1;11860;30760;2.6
00158;1439;3002;18530;39.1;20.2;;;;;;;;37.5;60.4;52.4;2.9;5.1;38.7;6.8;7.8;2.1;3.9;1.8;-13.7;10620;30380;2.9
00159;1446;3327;21560;46.8;9.1;;;;;;;;;70.3;62;2.9;5.4;30.6;8.4;5.3;2.6;1.7;1;-14.6;13280;33740;2.5
00160;1411;3170;22040;50.2;11;;;;;;;;20.5;74.4;67;3.3;4.1;27.4;8.2;4.9;2.3;1.5;1.1;-14.9;12770;34110;2.7
00161;1516;3594;20740;43.2;13.6;;;;;;;;24.9;74;65.3;3.4;5.3;28.1;5.8;6.7;2.5;2.8;1.4;-14.6;12020;32260;2.7
00162;1761;3702;19230;40.7;18.1;;;;;;;;32.5;58;50.6;3.2;4.2;39.1;10.6;7.5;2;3.6;1.9;-15.2;10780;31820;3
00163;1861;3874;20350;44.1;14.2;;;;;;;10.7;28.1;58.8;48.8;2.9;7.1;43;9.3;4.3;1.8;1.6;0.9;-15.4;11560;34070;2.9
00164;1771;3986;21770;49.7;8.3;;;;;;;6.3;;65.1;56.6;2.6;5.9;37.8;9.4;3.6;1.9;1.1;0.6;-15.9;13650;34910;2.6
00165;1805;4088;23900;49.7;11;;;;;;;;21.5;80;71.8;3.5;4.7;24.7;7.5;3.1;1.5;0.9;0.7;-15.3;12680;45840;3.6
00166;1837;4593;24950;60.7;5.7;;;;;;;;;77.4;70.2;2.1;5.1;28;10.5;3.4;1.8;1;0.6;-19.3;15100;40390;2.7
00167;2046;4722;23550;58.9;6.9;;;;;;;;;77.5;71;2.8;3.7;29.6;6.6;3.3;1.6;1;0.7;-17;14290;38180;2.7
00251;1957;4810;21850;48.6;9;;;;;;;6.1;;71.1;62;3.1;6;31.5;8.5;4.2;2.1;1.4;0.7;-15.3;13490;34030;2.5
00252;2507;4956;22430;52.8;11.8;;;;;;;8;26.9;46.1;36.1;2.6;7.4;54.9;11.9;3.9;1.3;1.7;0.9;-16.8;12500;38630;3.1
00253;2035;4853;22880;54.9;7.3;;;;;;;;16.3;76.6;70.6;3.2;2.8;28.2;7.8;4.3;2.3;1.2;0.8;-16.9;13760;35480;2.6
00254;2548;4938;18730;36.9;22.1;;33.8;26.4;23.8;;;11.4;40.1;53.3;45.6;3.3;4.4;42.3;8.6;9.5;2.3;4.9;2.3;-13.7;10180;30620;3
00255;2691;5399;19470;38.2;16;;;;18.1;;;8.3;35.3;55.5;48.2;2.7;4.6;43;9.1;6.6;2;3;1.6;-14.2;10810;31460;2.9
00256;2734;6008;20590;42.8;11.2;;;;;;;5.8;22.1;67.9;60.7;2.4;4.8;31.8;9.8;5.3;2.4;1.7;1.2;-14.8;12710;32980;2.6
00257;2830;6028;20070;39.6;12.6;;;16.2;;;;7.4;27.7;58.5;51.6;2.6;4.3;40.9;9.1;5.6;2.2;2.2;1.2;-14.1;12450;31350;2.5
00258;2844;6261;20580;46;11.9;;;;;;;;23.3;72.2;65.4;3.1;3.7;30.2;6.7;5.5;2.1;2.1;1.3;-14.6;12620;32080;2.5
00259;3010;6460;17500;33.4;25.9;;34.8;34.2;27.3;16.1;;14.1;41.3;58.9;47.7;4.3;6.9;36.1;9.4;9.4;2.8;4.2;2.4;-13.8;9590;31440;3.3
00260;3510;6976;20590;44;15.1;;21.6;19;;11.1;;6.4;31.4;57.4;47.3;2.2;7.9;41.7;11.3;6;1.6;2.8;1.6;-16.4;11620;35790;3.1
00261;3435;7351;18930;38.5;18.9;;25.7;25.2;19.1;;;10.6;34.9;58.6;50.5;3.3;4.8;39.3;8.9;7.1;2.4;2.9;1.8;-13.9;10900;30690;2.8
00262;3617;7557;18780;36.4;18.3;;25.8;19.8;21.5;;;6.7;37.6;59.9;52.4;4;3.5;35.2;11.7;8;2.4;3.6;2;-14.8;11010;29680;2.7
00263;3566;7329;19680;39.3;15.1;;;18.9;16.4;;;7.4;30.2;59.2;52.5;3;3.7;40.3;7.3;6.6;2.2;2.8;1.6;-13.4;11580;30780;2.7
00264;3563;7966;23000;56.2;10.8;;;12.9;;;;5.9;23.8;76.8;70;3.3;3.5;29.9;5.8;4.3;1.8;1.6;0.9;-16.8;12790;38500;3
00265;3431;8388;20860;49.9;13.2;;16.8;16.6;;;;6.2;29.3;73.6;66.6;3.3;3.7;28.6;7.4;5.7;2.7;1.8;1.2;-15.3;11720;33910;2.9
00266;3454;8503;20360;47.9;16.1;;22.4;19.8;14.4;;;8.1;35.5;70.7;63.9;3.3;3.5;30.7;7;7.1;3.1;2.6;1.4;-15.5;11130;32290;2.9
00267;4270;8509;20390;45;13.1;;;17;13.4;;;6.6;29.5;58.9;49.6;2.6;6.7;41.6;8.1;6.5;2.2;2.8;1.5;-15.1;12170;32270;2.7
00268;3471;8982;19530;41.7;17.8;;21.3;21.4;15.4;13;;10.4;34.1;72.2;65.2;3.6;3.4;26.5;7.8;7.7;4;2.1;1.6;-14.2;10950;31370;2.9
00269;4009;9642;22930;54.8;10.2;;11.9;11.7;11.1;;;5;22.7;77.4;71;2.8;3.6;25.8;8.7;4.4;2.3;1.3;0.8;-16.3;12950;37140;2.9
00270;4598;9248;18640;36.9;17.1;;22.9;18.8;19;11.7;15;8.7;31;58.3;51.6;3.2;3.5;39.6;9;6.9;2.2;2.9;1.8;-13.8;11330;29150;2.6
00351;4872;10246;20130;40.9;12.9;;16.4;13.9;16;9.1;;7.6;29.7;60.8;54.5;2.9;3.4;38.4;8.1;6.2;2.3;2.6;1.3;-13.5;12060;30450;2.5
00352;5223;10981;19300;39.3;16.8;;17.1;24.1;18.8;11.2;;10.9;31.2;55.9;48;3.3;4.6;43.2;7.8;6.8;2.2;3;1.6;-13.7;11220;30810;2.7
00353;5074;11203;20270;45.1;15.5;23.6;19.5;19.1;14.5;9.3;;6.9;31.7;68.8;61;3.8;4;29.7;9.5;7;2.7;2.6;1.7;-15;11400;32530;2.9
00354;5224;12250;25210;65;7.3;;9.9;6.8;;;;5;16.1;82.3;76.5;2.4;3.4;26.3;7.5;3.2;1.6;1;0.6;-19.3;14490;42120;2.9
00355;5147;12211;22930;56.1;7.6;;10.1;7.4;;;;5;17.7;73.3;65.5;3.2;4.6;31.9;7.6;4.2;2.2;1.3;0.7;-17;13830;36000;2.6
00356;5069;11960;20670;47.6;13.2;;13.8;16.4;13.6;9.8;;6.6;27.1;69.9;62.7;3.4;3.8;32.2;5.9;6.7;3;2.3;1.4;-14.7;12050;31970;2.7
00357;6027;13477;20340;47.3;15.6;20.9;22;19.1;15.5;8.5;;5;26.8;69.8;63.7;3.4;2.7;32.5;5.5;7.5;2.8;3;1.7;-15.3;11420;33080;2.9
00358;6104;14544;22920;53.1;7.2;;7.4;6.8;7.4;;;5;16.8;76.4;69.3;3.1;4;26.8;8.3;4.3;2.3;1.2;0.8;-15.8;14270;35680;2.5
00359;8117;16197;19380;44;17.1;29.6;25.3;21.1;18.1;10.7;;6.6;31.3;56.5;49.5;3.1;3.9;41.5;11.2;6.9;1.9;3.2;1.8;-16.1;11090;32620;2.9
00360;6718;15604;22760;46;15.2;;17;18.5;14.7;11.1;;6;26.9;79;73.1;3.6;2.3;24;7.6;4.4;1.8;1.5;1.1;-15;11180;46730;4.2
00361;11708;19832;21070;49.6;16.6;;25.7;24.4;21.2;12;7.6;9.2;27.2;48.6;39.7;3.9;5;50.2;15.6;4.5;0.8;2.4;1.3;-18.9;10980;39880;3.6
00362;7727;18945;23090;53.2;6.4;;6.6;6.2;6.6;;;5;17.3;79;72;2.6;4.4;24.6;9;3.9;2.1;1.1;0.7;-16.5;14670;36450;2.5
00451;8182;19738;22130;50.1;10.3;;10.3;10.6;12;7.5;;5;20.5;76.4;69.7;2.8;3.9;24.6;9.3;5.5;2.7;1.7;1.1;-15.8;12970;35770;2.8
00452;8078;17159;22800;18.2;19.1;27.5;21;23.2;19.6;12.7;13.9;11;35.8;17.7;13.9;2.4;1.4;17.1;67.2;3.5;0.7;1.8;1;-5.5;9540;43960;4.6
00453;8687;20638;21890;49.4;10.9;;11.7;12.3;11.3;7.5;;5.8;24.8;72.3;64.5;3;4.8;29;9.1;5;2.6;1.4;1;-15.4;12660;35130;2.8
00454;9436;20762;21430;51.1;13;15.7;15.3;14;15;9.5;;6.4;22.5;71.1;61.2;3.4;6.5;31.2;10;5.1;2;1.9;1.2;-17.4;12030;38250;3.2
00455;9950;22034;19390;36.8;18.7;27.2;21.1;23.7;19;12.2;12.8;11.3;35.3;61.4;55.7;3.5;2.2;31.2;12.6;7.3;2.5;3;1.8;-12.5;10680;31350;2.9
00456;9984;21945;20830;45.2;12.3;20.9;14.9;16;11.7;6.9;9.1;6;28.8;64.5;57.5;2.9;4.1;35.6;9.1;6.2;2.3;2.4;1.5;-15.4;12340;33640;2.7
00457;12157;23572;19800;43.9;16.7;29.2;23.3;19.7;21.2;11.5;10.4;10.5;29.2;50;41.1;4;4.9;49.2;10.1;6;1.6;2.9;1.5;-15.3;11030;32640;3
00458;13126;27653;19600;41.9;18;24.9;20.9;23.9;18.1;12.6;12.7;9.3;32.4;61.7;52.8;3;5.9;36.7;10.2;7;2.2;3;1.8;-15.6;10820;33490;3.1
00459;13092;29960;21870;49.4;11.5;16.2;13.1;13.9;10.7;8.6;7.1;5.1;24.4;71.6;62.9;3.2;5.5;28.9;10.8;5.4;2.3;1.8;1.3;-16.7;12450;36620;2.9
00460;13600;28327;18680;41.5;21.6;30.2;29.6;30.8;20.5;13.3;9.5;8.9;36.7;60.5;53.5;3.4;3.6;37.5;7.2;9.4;2.7;4.4;2.3;-14.6;10390;31640;3
00461;12434;29840;17270;35.1;29.2;32.3;33.6;34;29.2;24.9;17.9;13.3;45.1;66.2;55.4;5;5.8;28.6;8.6;10.8;3.5;4.5;2.8;-14.2;9110;30690;3.4
00462;16813;34530;23010;54.3;9.3;13.9;9.4;13.3;10.7;6.2;7;5.4;19.3;57.8;49.2;2.7;5.9;44.2;13.3;3.6;1.4;1.4;0.8;-18.9;13270;41710;3.1
00463;13772;35162;20990;53.9;15.5;18.2;15.1;18.8;16.4;11.1;;5.9;27.1;81.8;76.4;3.4;2;23.2;4.7;6.5;3.2;1.9;1.4;-16.2;11230;33780;3
00464;18104;37120;20100;45.8;19.7;33.9;30.2;26;19.6;9.3;6.2;5;36.9;58.2;51.7;2.4;4.1;36.4;16.9;7.3;2.3;3.1;1.9;-18.8;10430;34310;3.3
00465;21238;46522;23910;61.1;8.4;11.1;9.6;8.9;7.9;7.3;7.4;5;14.6;76.3;66;2.7;7.6;25.8;14.6;2.8;1.4;0.8;0.6;-19.5;13730;41710;3
00551;21717;52324;19900;43.4;19.3;26.9;20.3;22.1;19.5;15.1;14.7;9.7;33.8;71.7;62.3;4.5;4.9;27.6;9.1;7.5;2.7;3;1.8;-15.9;10460;34250;3.3
00552;25087;56051;18960;42.1;23.5;31.7;26.8;27.5;25;18.2;15.3;9.2;37.9;67.6;57.1;4.1;6.4;30.5;10.1;8.5;2.7;3.5;2.3;-16.7;9820;34190;3.5
00553;24390;53442;20160;45.9;18.9;26.8;23.8;24;18.6;12.1;10.2;7.5;34;66.2;57.5;3.1;5.6;33;11;7;2.5;2.7;1.8;-17.2;10640;36420;3.4
00554;26694;57253;20700;50.3;16.3;23.1;21.3;20;16.1;9.8;7.8;5;28.9;69.5;60.9;3;5.6;32.8;9;6.3;2.5;2.3;1.5;-17.6;11170;36540;3.3
00555;29814;62370;19530;41.6;18.9;27.1;23.8;25.2;20.6;12.4;11.8;10.2;34.6;56.8;48.3;3.2;5.3;41.4;9.5;7.5;2.3;3.3;1.9;-15.2;10750;33260;3.1
00556;30915;71866;19130;41;19.2;32.8;23.2;22.3;18;11.4;10.2;7.6;37.2;69.1;61.3;2.9;4.9;29.9;7.9;8.4;3;3.4;2;-15.3;10800;32450;3
00557;35463;73697;21150;49.4;13.5;22.7;17.4;15.5;12.4;9.1;10;6;26.8;66.2;57.9;2.7;5.6;35.5;10.1;5.5;1.9;2.2;1.4;-17.3;11990;36400;3
00558;33768;72442;20350;48.6;19.3;28.4;23.8;23.7;18.5;12;9.1;5.6;33.2;73.2;65.8;3.3;4.1;29.2;7.7;7.4;2.5;3;1.9;-17.5;10580;37310;3.5
00559;40180;93848;21750;51.1;15.2;21.4;19.2;17.9;13.4;10.8;9.8;6.2;29.5;73;65.5;3;4.5;28.3;9.8;5.8;2.5;2;1.3;-16.9;11410;37650;3.3
00651;48087;108101;19890;46;17.6;26;22.5;22.9;16.6;11.2;8.3;6.8;32.8;68.2;61.4;3.4;3.4;32.7;6.4;8;2.9;3.2;1.9;-15.3;11150;34070;3.1
00652;58075;125923;21040;49.2;15.7;23.3;19.1;19.7;15.4;10.1;8.4;5.9;30.4;68.8;60.9;3.2;4.7;31.1;10.9;6.5;2.4;2.4;1.7;-17.3;11330;36710;3.2
00653;71529;163755;29770;44.4;13.7;16.9;13.6;15.2;13.8;11.7;9.6;6.1;23.9;87.9;81.6;3.4;2.9;18.1;7.9;2.3;0.9;0.8;0.6;-16.2;11250;69690;6.2
00751;121214;246666;22200;53.1;11.7;18.1;12.9;14;13;8.4;7.6;5.8;20.8;66.4;56.7;3.2;6.5;34.8;13.5;4.5;1.4;2;1.1;-19.2;12440;39990;3.2
00752;146135;351207;19470;41.1;18.2;30;21.7;19.7;16.9;12;12;7;36.1;72.4;65;3;4.4;28.5;6.3;8;3;3.1;1.9;-15.2;11020;32380;2.9
00753;158125;351637;19790;43.4;19.6;31.3;24.1;23.7;19.4;11.8;10.4;6.6;35.7;67.2;59.8;3.2;4.2;32.1;8.6;8.1;2.9;3.1;2.1;-16;10500;33860;3.2
00754;200978;460968;19890;45.2;20.2;26.2;23.4;23.6;19.5;16.8;12.6;8.6;34.3;69.4;59.4;3.8;6.2;29.6;11.2;7;2.5;2.7;1.8;-17.2;10300;35810;3.5
00755;200074;431271;20820;50.2;17.8;28;21.4;21.4;17.1;11.3;7.5;5;30.9;72.9;65.1;3;4.8;29.8;7.6;7.3;2.4;3;1.9;-17.6;10740;37210;3.5
00756;204332;493190;17920;36.4;23.5;35.3;27.5;26.5;23;15.7;13.5;8.4;38.2;69.1;62.1;3.7;3.3;29;4.6;11;3.7;4.6;2.7;-13.7;10240;29870;2.9
00757;269759;568879;21680;51.8;15.7;23;19;18.7;16;12.4;9.7;6.6;27.5;65.3;55.7;3.1;6.5;36;12;5.6;1.7;2.5;1.4;-18.9;11200;38840;3.5
00758;439006;949721;23350;56.8;14.2;25;15;15.3;12.9;9.5;8.8;5;26.2;82;73.3;3.1;5.6;22.3;9.8;5.8;1.9;2.3;1.6;-19.9;11580;42630;3.7
00759;673649;1532448;21090;51.1;19.9;28.5;22.9;23;20.6;14.5;12.1;6.5;34.1;74.5;65;3.4;6.1;27.3;10.3;7.2;2.3;3.1;1.8;-19.3;10130;39580;3.9
00760;690150;1573462;22990;57.8;14.9;21.7;16.4;17.6;14.5;9.8;8;5;26.3;79.4;71.6;3;4.8;23.9;11.7;5.4;2.2;1.9;1.3;-20.4;11400;43770;3.8
00851;4393110;10526101;23660;63.4;16.5;19.2;17.1;18.8;17.2;13.8;9.4;5.9;25.9;87.2;78.9;2.9;5.4;20.4;11.9;4.5;1.8;1.6;1.1;-24;10780;49920;4.6
01101;851;2120;24360;58.9;;;;;;;;;;83.6;76.7;2;4.9;21;8.8;3.3;1.7;0.9;0.7;-16.7;14530;42550;2.9
01102;698;1971;46570;60.9;;;;;;;;;;;;;;;;;;;;;;;
01103;770;2023;37520;56.1;;;;;;;;;;91.6;86.8;3.2;1.6;17.7;7.3;1.2;0.5;0.4;0.3;-17.8;13110;74710;5.7
01104;919;2420;24160;60;;;;;;;;;;78.4;71.2;2.3;4.9;24;12.1;3.5;2;0.9;0.6;-18;14730;40570;2.8
01105;1032;2455;22040;49.9;11.3;;;;;;;;23.8;80.1;73.6;3.1;3.4;21.5;9.5;4.9;2.3;1.5;1.1;-16;12440;35560;2.9
01106;1097;2573;23740;60.3;;;;;;;;;;72.3;64.4;2.1;5.8;31;10.2;3.6;1.9;1;0.7;-17.1;15540;38970;2.5
01107;1023;2711;26050;66;;;;;;;;;;83.6;76;2.2;5.4;22.1;9.4;2.7;1.7;0.6;0.4;-17.8;17060;41650;2.4
01108;1129;2803;25520;67;;;;;;;;;;74.1;67.1;2;5;29.7;12.4;3;1.6;0.8;0.6;-19.2;16430;40040;2.4
01109;1212;2842;21220;46.3;9.8;;;;;;;;;64.6;58.4;2.6;3.6;34.8;10.3;5.3;2.8;1.4;1.1;-15;13050;34100;2.6
01110;1147;2789;21970;51.2;11;;;;;;;;28;77.8;69.7;3.1;5;25.3;6.6;5.8;2.7;1.8;1.3;-15.5;12470;34730;2.8
01111;1242;2790;20130;46;14.8;;;;;;;;27.6;68.5;62.3;3.6;2.6;31.5;7.9;6.4;3;2;1.4;-14.3;11980;32550;2.7
01112;1218;3132;22070;53.8;9.2;;;;;;;;;80.9;74.3;3.2;3.4;22.5;7.1;5;3.1;1.1;0.8;-15.5;13360;35100;2.6
01113;1317;3339;22910;57.6;;;;;;;;;;80.2;73.1;2.5;4.6;25.4;7.2;4.2;2.5;1;0.7;-17;14820;35080;2.4
01114;1458;3461;22720;56.7;;;;;;;;;;75.4;68.3;2.3;4.8;26.7;10.5;3.9;2;1.1;0.8;-16.5;14900;38050;2.6
01115;1387;3357;25670;62.2;;;;;;;;;;76;70.2;2.5;3.3;28;10.2;3.1;1.8;0.7;0.6;-17.3;16110;40200;2.5
01116;1457;3679;25230;65.8;;;;;;;;;;79.6;72.2;2.4;5;25.2;11.3;3.2;1.7;0.9;0.6;-19.3;16000;41580;2.6
01117;1404;3684;25580;62.6;;;;;;;;;;83.7;74.1;2.5;7.1;23;7.8;3.5;2;0.9;0.6;-18;15730;41410;2.6
01118;1247;3209;36510;47.9;9.9;;;;;;;8.4;;91.6;87;2.6;2;17.3;6.2;1.1;0.5;0.4;0.2;-16.2;13220;72840;5.5
01119;1585;3496;21680;47;8.9;;;;;;;;21.8;67.8;61;2.6;4.2;33;9;5;2.4;1.6;1;-14.8;13410;33290;2.5
01120;1563;3888;23450;59.4;;;;;;;;;;73.8;67.6;2.3;3.9;27.5;12;3.8;2.1;1;0.7;-17.1;14890;37420;2.5
01121;1643;3710;22690;53.3;8.6;;;;;;;;20.7;76.4;68.7;3.3;4.4;26.9;7.9;4.4;2.3;1.2;0.9;-15.6;13410;35630;2.7
01122;1407;3689;38400;52.4;10.8;;;;;;;9.3;;94.3;90;2.4;1.9;14.2;8.3;0.9;0.4;0.3;0.2;-17.7;12300;76570;6.2
01123;1638;3979;24460;62;5.7;;;;;;;;;78;69.1;2.5;6.4;27;10.3;3.8;2;1.1;0.7;-19.1;15200;40900;2.7
01124;1684;3821;18050;41.5;26.8;;35.1;30.9;;;;;38;72;64.1;4.2;3.7;25.9;8.4;8.3;3.4;2.7;2.2;-14.6;9660;32170;3.3
01125;1915;4137;20680;45.8;11.7;;;;;;;;21.5;66.5;58.1;2.7;5.7;31.7;11.6;5.9;2.3;2.1;1.5;-15.7;12590;33800;2.7
01126;1890;4405;22570;53.4;7.4;;;;;;;;16.3;75.1;68;2.6;4.5;27.9;8.4;4.4;2.1;1.3;1;-15.8;14350;35300;2.5
01127;1920;4145;21370;48.4;11.2;;;;;;;;19.3;72.4;65;2.7;4.7;29.3;8.5;5.2;2.1;1.9;1.2;-15.4;12580;34330;2.7
01128;2058;4663;23450;53.5;8.3;;;;;;;;18;75.5;69.9;2.8;2.8;28;8.2;4.3;2.2;1.2;0.9;-16;13740;36460;2.7
01129;1992;4003;22070;52.5;11.8;;;;;;;;22.6;64.6;56.4;3;5.2;36.3;9.8;5.2;1.8;2.1;1.3;-15.9;12450;35530;2.9
01130;2193;4637;22090;50.1;9.8;;;;;;;;17.1;65.9;59.3;2.7;3.9;33.7;11.8;5;2;1.8;1.2;-16.4;13070;37240;2.8
01201;2280;5821;22820;53.7;5.4;;;;;;;;;78.8;71.2;2.1;5.5;24.5;8.5;4.2;2.5;1;0.7;-16;14640;35540;2.4
01202;1832;5104;23140;56.6;6.1;;;;;;;;11;81.9;75.8;2.8;3.3;21.9;6.8;5.1;3.2;1;0.9;-15.7;14480;37640;2.6
01203;3337;8168;21740;53;11.5;;14.2;13.1;;;;5;20.4;78;71.9;3;3.1;23.7;8.8;5.2;2.5;1.5;1.2;-15.7;12620;35340;2.8
01204;3644;8391;22860;54.4;7.5;;;;;;;5;15.2;75;67.9;2.7;4.4;28.1;9;4.5;2.1;1.4;1;-16.6;13880;37310;2.7
01205;3830;8842;43030;65.7;8.7;;;8;12.2;;;6.2;12.8;97.1;90.8;2.9;3.4;15.6;10;0.8;0.3;0.3;0.2;-23.5;14190;104340;7.4
01301;4440;9800;20300;47.8;16.4;;22.5;21.6;13.4;12.6;;6.3;28;66.8;59.5;2.9;4.4;33;9.6;7;2.6;2.7;1.7;-16.4;11330;35380;3.1
01302;4373;10595;24070;56.7;7.7;;;7.2;;;;;16.8;80.2;73.8;2.4;4;23.6;9.1;4.6;2.2;1.4;1;-17.5;13760;40860;3
01303;7807;17680;20890;49.8;15.7;18.9;20.1;18.9;14;9.7;;5.1;26.8;71.6;65.5;2.9;3.2;26.6;12.2;6.6;2.7;2.3;1.6;-17;11470;35600;3.1
01401;7359;17616;35070;59;9.5;;7.3;8.9;12.6;9.6;;5.9;14.3;97.8;92;3.2;2.6;13.2;6.7;1.7;0.7;0.6;0.4;-19.4;13400;72550;5.4
01402;12916;31654;18670;43.2;22.2;27.8;29.8;26.4;20.6;15.5;10.1;6.5;35.3;68.9;62.8;3.7;2.4;27.7;12.4;7.7;3.3;2.5;1.9;-16.7;10220;33280;3.3
01501;26768;56783;20860;50.4;16.9;23.3;23;20.4;17;10.9;7.7;5;29.8;66.9;60.3;2.8;3.8;33.8;9.9;6.7;2.4;2.6;1.7;-17.3;10990;36760;3.3
02101;940;2012;19510;41.1;17;;;;;;;;30.2;60.1;53;3.4;3.7;37;9.9;6.9;2.4;2.8;1.7;-13.9;11540;31800;2.8
02102;773;1803;17990;;;;;;;;;;;;;;;;;;;;;;;;
02103;903;2049;21840;48.3;12.4;;;;;;;;;74.6;66.2;2.9;5.5;28.8;7.2;5.3;2.4;1.7;1.2;-15.9;12220;33780;2.8
02104;897;2061;18960;37.9;18.9;;;;;;;;37.7;65.9;57.7;3.2;5;31.8;9;7.8;3;2.7;2.1;-14.5;11180;31830;2.8
02105;938;2341;23410;62.2;;;;;;;;;;74.8;67.5;2.1;5.2;30.5;7.8;3.8;2.2;0.9;0.7;-16.9;14980;36240;2.4
02106;925;2103;17710;35;28.1;;;;;;;;49.6;57.1;50.4;3.5;3.2;35.3;11.2;11.2;3.1;5.2;2.9;-14.8;9450;31530;3.3
02107;877;1994;20270;;;;;;;;;;;;;;;;;;;;;;;;
02108;1064;2513;20450;47.9;13.8;;;;;;;;29.4;69;60.5;3.2;5.3;33.4;6.8;5.9;2.7;2;1.2;-15.1;12250;32050;2.6
02109;1135;2441;17840;35.4;20.9;;;;;;;;35.9;60.5;52.4;3.1;5;32.7;10.5;10.2;3;4.7;2.5;-13.9;10360;31240;3
02110;1126;2689;21860;49.8;8.9;;;;;;;;;71.2;64.5;2.2;4.5;30.3;9.7;4.6;2.4;1.3;0.9;-15.8;13420;35450;2.6
02111;1145;2816;19430;42.3;14.6;;;;;;;;34;73.2;65.9;3.4;3.9;28.2;4.2;8.1;3.3;3;1.8;-13.7;11620;30760;2.6
02112;1211;2913;17800;35.3;22.3;;;;;;;;42.7;64;55.1;3.1;5.8;33.2;8.1;9.1;3.4;3.5;2.2;-14.4;10470;29170;2.8
02113;1293;2890;17820;34.6;22.1;;;;;;;;38.2;60;51.5;3.8;4.7;34.9;8.9;9.6;3.3;3.8;2.5;-13.4;9750;30110;3.1
02114;1311;2970;18460;36.7;21.7;;;;;;;11;40.7;62.1;54.8;3.8;3.5;33.3;6.7;10.6;3.3;4.9;2.4;-12.7;10430;29060;2.8
02115;1395;3142;18750;40.4;21.7;;;;;;;10.7;39.9;63.8;56.4;3.3;4.1;33.9;6.7;8.7;3.1;3.6;2;-13.1;10320;29260;2.8
02116;1361;3100;17280;32.6;23.6;;;30;;;;13.4;43.6;60.7;53.6;3.5;3.6;33;7.1;11.3;3.2;5.4;2.7;-12.1;10060;27990;2.8
02117;1515;3302;18630;40.4;22.9;;32.1;23.8;;;;;38.6;66.9;57.9;3.3;5.7;29.7;7.1;10.7;3.4;4.5;2.8;-14.4;9630;32030;3.3
02118;1790;4213;19360;42.7;14.9;;;22.2;;;;8.7;28.1;65.5;58.1;3.1;4.3;34.9;6.5;7.5;3.2;2.7;1.6;-14.4;11540;31660;2.7
02119;2085;4412;16400;32;31.6;;40.8;41.2;32.1;;;12.3;48.6;53.8;45.7;3.4;4.7;37.1;8.2;13.8;3.2;6.8;3.8;-12.9;9160;28100;3.1
02201;2316;5398;15160;28.7;36.9;;46.5;46.5;36.1;21.6;;16.1;56.7;54;45.7;4.3;4;35;6.1;16.5;4.8;7.4;4.3;-11.6;8730;26230;3
02202;2722;6518;21050;52.6;12.7;;;16.4;;;;6.4;26.7;73.9;61.1;2.9;9.9;26.7;11.1;5.8;2.5;2;1.3;-17.5;12280;36410;3
02203;4096;8557;16130;30.2;32.5;48.1;47.4;38.8;31.7;21.3;;15.2;50.9;53.6;47.1;3.2;3.3;36.6;8;14.4;3.7;6.9;3.8;-12.6;9110;27320;3
02301;4354;10209;19370;42.8;16.3;22.5;18.9;18.7;15.5;;;5.4;25.7;74.7;68.7;3.4;2.6;25.3;7.1;8;3.2;2.8;2;-15.1;11390;32270;2.8
02302;7708;17044;19120;41.9;22.3;33;28.5;27.3;22.2;14.5;;9.9;39.1;65.3;57.3;3.3;4.7;33.7;6.6;9.1;2.8;4;2.3;-14.7;9910;32680;3.3
02401;9734;21942;19520;46.9;21;32.7;29.7;24.1;21.3;11.6;;7.3;35.3;68.9;59.5;3.4;6;30.6;9.2;8;3;3;2;-16.7;10120;34330;3.4
02402;9551;21360;17550;35.3;25;42.1;31.9;29;25.3;14;11.3;9.2;42;61.1;54.2;4;2.9;34.5;5;12;3.7;5.2;3.1;-12.6;9820;28510;2.9
