COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;210;Montbrison;CHAR;3
CODGEO;Code géographique;Code géographique;211;Arcachon - La Teste-de-Buch;CHAR;3
CODGEO;Code géographique;Code géographique;212;Chemillé-en-Anjou;CHAR;3
CODGEO;Code géographique;Code géographique;213;Brignoles;CHAR;3
CODGEO;Code géographique;Code géographique;214;Quimperlé;CHAR;3
CODGEO;Code géographique;Code géographique;215;Argentan;CHAR;3
CODGEO;Code géographique;Code géographique;216;Sedan;CHAR;3
CODGEO;Code géographique;Code géographique;217;Thouars;CHAR;3
CODGEO;Code géographique;Code géographique;218;Vitry-le-François;CHAR;3
CODGEO;Code géographique;Code géographique;219;Mayenne;CHAR;3
CODGEO;Code géographique;Code géographique;220;Fécamp;CHAR;3
CODGEO;Code géographique;Code géographique;221;Noeux-les-Mines;CHAR;3
CODGEO;Code géographique;Code géographique;222;Beaucaire;CHAR;3
CODGEO;Code géographique;Code géographique;223;Châteaudun;CHAR;3
CODGEO;Code géographique;Code géographique;224;Millau;CHAR;3
CODGEO;Code géographique;Code géographique;225;Thiers;CHAR;3
CODGEO;Code géographique;Code géographique;226;Figeac;CHAR;3
CODGEO;Code géographique;Code géographique;227;La Ferté-Bernard;CHAR;3
CODGEO;Code géographique;Code géographique;228;Châteaubriant;CHAR;3
CODGEO;Code géographique;Code géographique;229;Loudéac;CHAR;3
CODGEO;Code géographique;Code géographique;230;Bernay;CHAR;3
CODGEO;Code géographique;Code géographique;231;Pornic;CHAR;3
CODGEO;Code géographique;Code géographique;232;Caudry;CHAR;3
CODGEO;Code géographique;Code géographique;233;Sarlat-la-Canéda;CHAR;3
CODGEO;Code géographique;Code géographique;234;Avranches;CHAR;3
CODGEO;Code géographique;Code géographique;235;Berck;CHAR;3
CODGEO;Code géographique;Code géographique;236;Hazebrouck;CHAR;3
CODGEO;Code géographique;Code géographique;237;Pont-Audemer;CHAR;3
