CODGEO;NBMENFISC18;NBPERSMENFISC18;MED18;PIMP18;TP6018;TP60AGE118;TP60AGE218;TP60AGE318;TP60AGE418;TP60AGE518;TP60AGE618;TP60TOL118;TP60TOL218;PACT18;PTSA18;PCHO18;PBEN18;PPEN18;PPAT18;PPSOC18;PPFAM18;PPMINI18;PPLOGT18;PIMPOT18;D118;D918;RD18
7609;32159;74074;18970;38.1;20.2;30.1;24.4;23.1;19.8;14.9;16.2;12.7;36.9;63.2;53.2;3.4;6.6;34;9.9;7.1;2.6;2.9;1.6;-14.2;10420;32320;3.1
7610;70952;156578;20000;41.2;16.2;25.9;19.6;19.2;15.9;11.5;12.9;9.3;33.8;63.8;54.6;3;6.2;35.4;10.1;6.1;2.2;2.5;1.4;-15.4;11280;33570;3
7611;43056;89556;20290;42.1;15.5;21.8;19.1;17.6;16;11.5;13.8;10.3;30.6;58.7;49.3;2.5;6.9;40.2;10.6;5.4;1.8;2.4;1.2;-14.9;11390;33300;2.9
7612;59535;127672;19910;41.1;17.4;26.2;21.1;20.1;17.8;12.7;13.3;10.4;32.8;62.5;53.4;3.3;5.8;35.8;9.5;7;2.1;3.2;1.7;-14.8;10870;33170;3.1
7613;30814;65555;20590;43.9;13.7;18.4;15.1;14.3;13.5;10.5;14.8;9.1;24.4;65.5;54.3;2.3;8.9;33.6;10.5;5.5;2;2.3;1.2;-15.1;11930;33490;2.8
7614;30311;63790;19880;39.9;15.6;23.4;18.7;18.6;14.9;11.8;12.2;9.5;30.3;62.3;50.6;2.9;8.8;35.7;10.8;5.9;2;2.5;1.4;-14.7;11420;32900;2.9
7615;79616;185687;20590;44.4;15.7;21.8;17.1;17.3;16;11.7;13.1;8.8;31;70.4;61.5;3.2;5.7;29.8;9.1;6.5;2.5;2.6;1.4;-15.8;11350;34190;3
7616;317366;699000;21280;49.6;18;30.2;19.6;20.3;18;13;10.9;7.6;31.6;73.5;62.7;3.7;7.1;28.1;10.7;6.5;2.1;2.7;1.7;-18.8;10610;39160;3.7
7617;75086;157807;19170;39.9;20.9;34.6;26.1;24.6;22;14.4;14.4;12;36.6;58.9;48.2;3.7;7;38.7;9.9;7.8;2.2;3.7;1.9;-15.3;10170;33200;3.3
7618;161713;371371;20150;44.9;20.1;28.8;23.6;22.9;20.2;15.9;12.3;8.8;36.9;68.4;59;3.5;5.9;30.9;9.9;7.7;2.5;3.2;2;-16.9;10270;35650;3.5
7619;24253;50048;20580;44.3;14.5;19.3;17.6;17.9;14.7;10.3;13.4;10.4;27.2;59.1;48.6;2.8;7.7;41;10.8;4.5;1.6;1.9;1;-15.4;11640;34390;3
7620;219497;463003;19360;42.1;20.9;33.6;26.4;24.8;22.7;14.2;13.6;11;37.1;59.9;49.2;3.7;7;38.2;10.6;7.7;2.2;3.5;2;-16.4;10190;33930;3.3
7621;64320;138679;21350;47.3;12.4;19.1;13;13;12.5;8.8;13.6;8;25.2;66.2;55.1;2;9.1;32.7;12.8;4.7;1.9;1.8;1;-16.4;12230;35530;2.9
7622;58417;120883;20010;41.7;17.7;26.5;23.8;20.8;18.4;12.4;13.6;11.8;33;58.9;49.9;3;6;39.8;9.7;6.5;2;3;1.5;-14.9;10740;33500;3.1
7623;51519;108501;19890;43.9;19.5;30.8;24.7;22.7;21.2;14;11.9;9.1;33.2;62.4;52;3.8;6.6;37.6;10.4;6.8;2;3.1;1.7;-17.2;10440;34730;3.3
7624;108574;226693;20400;44.2;15.3;26.5;19.5;17.2;15.2;10.6;12.7;8.6;30.9;63.2;53.6;3.1;6.5;37.7;8.5;6;1.9;2.7;1.4;-15.4;11480;33510;2.9
7625;543050;1215097;23500;56.6;12.9;23.8;13.5;13.4;11.7;8.9;9.4;5;25.4;82.1;73.6;3;5.5;22.1;9.9;5.4;1.9;2.1;1.4;-19.5;11980;41980;3.5
8401;129715;296667;25920;62.1;7.5;10.8;8.6;8.2;7;5.8;5.4;5;15.2;80.4;72.5;2.7;5.2;23.2;12.6;2.7;1.3;0.8;0.6;-18.9;14280;50680;3.5
8402;58306;123179;20220;43.1;16.7;25.9;21.9;20.9;17.2;11.4;10.8;10.2;31.9;58.3;48.8;3.6;5.9;37.2;14.6;5.8;2;2.4;1.4;-15.9;11020;33820;3.1
8403;38672;80618;21000;45.6;12;18.2;11.9;13.1;12;9;12.7;6.8;26.3;64.7;54.8;2;7.9;34.5;11.8;5.1;1.7;2.2;1.2;-16.1;12430;34740;2.8
8404;22304;50019;21940;50.8;10.8;15.8;12.7;13.3;10;8;7.3;5.6;23.5;68.4;60.2;2.9;5.3;32.8;9.9;4.7;2.1;1.6;1;-15.8;12710;36050;2.8
8405;107714;250605;22440;52.8;10.3;15.6;12.3;11.4;9.9;7.1;7.1;5;22.9;73.7;66.6;2.6;4.5;28.4;9.5;5.1;2.4;1.6;1.1;-16.7;12920;36720;2.8
8406;94167;232986;22140;51.3;11.3;16.3;13.9;12.5;10.4;7.6;7.7;5;25.1;77.2;70.2;3;4;24.9;8.5;5.5;2.7;1.6;1.2;-16.1;12570;36520;2.9
8407;106411;237197;23530;57.6;10.1;16.9;11.6;11.7;10.3;6.8;6.3;5;20.9;73.4;65.1;2.7;5.6;29.3;11.6;4.1;1.8;1.4;0.9;-18.4;12990;40610;3.1
8408;212805;458875;22550;54;12.5;24.4;14.5;13.5;12.2;7.9;8.1;5;27.9;73.2;65.7;2.5;5;29.9;10.1;4.9;1.8;1.9;1.2;-18.1;12100;38740;3.2
8409;256596;573353;23450;57.3;12.1;23;13.8;13.6;11.4;7.6;7.3;5;25.5;76.2;68.9;2.7;4.6;27.1;10.8;4.8;1.9;1.7;1.2;-18.9;12240;41440;3.4
8410;38912;82888;20750;43.6;13.2;19.2;15.4;14.7;12.8;10.2;11;8.5;26.3;65.8;56.4;2.9;6.5;33.8;10;5.4;2;2.2;1.2;-15;12020;33420;2.8
8411;17378;37236;22610;56;8.8;11.7;9.6;10.3;9.7;5.9;8;5;18;69.6;59.2;3;7.4;32.6;11.2;3.3;1.6;1;0.7;-16.7;13590;36010;2.7
8412;38745;87580;21040;44.1;10.9;16.8;11.8;12.6;10.5;7.8;9.6;6.5;24.2;68.2;60.5;2.4;5.3;31.3;11;5.1;2.3;1.7;1.1;-15.6;12770;34120;2.7
8413;49889;110187;22680;56.7;10.5;14.4;12.7;12.4;9.9;7.2;7.8;5.4;19.3;74.5;62.5;3.5;8.5;26.2;13.4;3.8;1.8;1.2;0.8;-17.9;12860;37480;2.9
8414;36412;87945;24150;58.5;9.8;13.3;11.2;10.4;8.8;8.3;7.3;5;18.9;82.6;75.2;3.2;4.2;21.2;10.2;3.4;1.8;0.9;0.7;-17.4;13160;43700;3.3
8415;47865;108492;26300;61;9.1;11.1;9.2;10.3;8.6;8;8.1;5;17.8;83.8;75.7;3.2;4.9;22.2;10.9;2.5;1.2;0.8;0.5;-19.4;13460;51560;3.8
8416;146660;346287;31060;48.6;10.9;13.8;10.4;11.4;11.2;9.8;8.9;5.5;20.4;89.7;83.4;3.2;3.1;17.2;7.7;2;0.8;0.7;0.5;-16.6;12560;69180;5.5
8417;38009;81062;20000;41.1;15.9;21.3;20;18.9;15.4;11.6;12.5;10.7;32.5;63;54.9;3;5.1;36;10.3;5.5;2;2.3;1.2;-14.8;11270;32700;2.9
8418;28529;61881;23720;60.5;9.1;11.5;10.3;9.8;9.1;7.5;7.7;5.8;14.7;76;64.6;2.8;8.6;25.4;15.7;2.7;1.4;0.8;0.5;-19.8;13430;42510;3.2
8419;53233;113179;20380;41.7;13.8;20.4;14.8;15.8;14.2;10.1;12.5;9;27.1;63.3;52.8;2.6;7.9;35.1;10.7;6;2.1;2.6;1.3;-15.1;11850;33270;2.8
8420;36455;83140;20820;41.8;11.1;14.1;11.9;12.4;10.6;8.8;11.4;7.7;23.4;66.9;57.9;2.7;6.3;31.7;11.2;5.2;2.3;1.8;1.1;-15;12670;33480;2.6
8421;755951;1751333;23410;58.6;13.6;20.7;14.9;15.8;13.2;8.9;7.7;5;25.5;79.9;72.1;3;4.8;23.8;11.4;5;2.1;1.7;1.2;-20.1;11760;43540;3.7
8422;42664;96121;20890;46.8;16;23.5;19;19.5;16.2;10.7;9.7;7.8;31;67.5;58.1;3.2;6.2;32.1;11.5;5.9;2.3;2.2;1.4;-17;11190;36650;3.3
8423;55503;113524;20080;42.9;16.5;28.4;21.1;19.2;17;11.5;10.4;9;34.3;59.9;51.5;2.7;5.7;38.6;9.8;6.8;2;3.2;1.6;-15.1;11140;32780;2.9
8424;44511;93451;20490;44.4;14.7;23.7;17.9;17.2;15.5;9.8;10.7;7.9;29.2;62;53.3;2.5;6.2;36.5;10.3;6.5;2.1;2.9;1.5;-15.3;11570;33460;2.9
8425;23147;56657;20330;48;17.3;22.9;22.8;20.3;15.5;12.1;9;5.4;31.5;72.7;66.3;3.3;3.1;26.1;11.5;6.2;2.8;1.9;1.5;-16.5;11060;35110;3.2
8426;59665;129556;20640;44;13.6;21.3;16.7;17;14.4;8.8;7;6.6;29;64.4;57.5;2.6;4.3;34.5;11;5.8;2.3;2.1;1.4;-15.7;11880;33700;2.8
8427;42318;96510;20980;46.3;14.3;18.7;15.2;16.9;14.8;10.6;10.6;6.9;29.1;69.8;61.2;3.1;5.5;30;10.5;6;2.4;2.2;1.4;-16.3;11720;35510;3
8428;227197;519770;20770;45.9;15.9;26.2;18.9;18.7;15.7;9.9;9.6;6;32.6;69.8;62.1;2.9;4.8;30.5;9.3;6.7;2.7;2.4;1.6;-16.3;11260;34930;3.1
8429;15404;32452;19960;40;14;15.6;13.8;14.4;14.9;11.7;15.9;10.5;23.9;62.3;48.6;2.2;11.5;34.6;12.6;5.1;1.9;2.1;1.1;-14.6;11850;32470;2.7
8430;24042;55701;20860;44.6;12.1;14.5;13.6;15.3;12.5;8.4;7.9;6;26.1;68.6;61.1;2.7;4.8;30.9;9.6;5.8;2.7;1.9;1.2;-14.9;12370;33260;2.7
8431;125308;283543;21490;48.8;13.4;19.8;16.2;16.1;13.2;9;8.3;6.4;27.9;69.9;60.8;3.3;5.8;30.1;11.1;5.7;2.3;2;1.4;-16.8;11910;36690;3.1
8432;66924;138303;20420;43.8;15.2;23.1;19.4;17.8;15.9;10.9;10.1;8.6;30.8;60.9;52.6;2.7;5.6;37.6;10.9;6.3;1.9;2.9;1.5;-15.7;11430;34100;3
8433;102710;241874;21350;48.2;13.2;19.8;16.8;15.3;11.9;8.9;8.9;6.4;28.4;71.3;63.5;3.1;4.7;29.3;9.5;5.7;2.5;1.9;1.3;-15.8;11990;35080;2.9
8434;72436;176243;22750;53.5;11.1;16.3;12.6;13.1;10.2;7.7;7.9;5;24;76.4;68.5;2.8;5.1;25.3;10.5;5;2.4;1.5;1.1;-17.2;12650;38310;3
8435;83005;198970;22650;52.4;9.7;15.3;11.4;10.8;9.2;6.7;7.5;5;22.4;74;66.3;2.8;4.9;28.2;9.9;4.5;2.2;1.4;0.9;-16.6;13170;37320;2.8
9301;168024;386195;24870;59.9;10.8;19.3;11.5;11.5;10.8;8.6;8.3;5;20.4;76.8;67.8;3;6;27.1;13.4;3.7;1.4;1.4;0.9;-21;12700;46070;3.6
9302;15921;33429;20770;48.9;13.1;17.3;16;15.6;13.1;9;9.6;8.3;21.2;67.3;54.5;4.1;8.7;32.6;12.3;4.6;1.8;1.7;1.1;-16.8;12030;35180;2.9
9303;55006;128914;21120;46.6;15.5;26.9;19.4;16.6;15.2;11.8;11.3;8.9;31.2;66.7;57.4;3.6;5.7;34.5;9.9;5.4;2.2;2.1;1.1;-16.5;11250;35460;3.2
9304;206181;441629;22760;56.5;14.2;17.8;15.5;15.8;14.8;12.2;11;7.8;23.6;71.6;62;3.3;6.3;30.1;15.3;4.2;1.5;1.7;1;-21.2;11530;43460;3.8
9305;40411;94972;20010;44.4;19.4;26.5;22.2;22.1;18.4;17;13.4;9.6;33.3;67.7;56.2;3.9;7.6;30.9;12.3;6.2;2.3;2.3;1.6;-17.1;10380;36000;3.5
9306;54641;123474;20340;46.1;18.2;24.1;21.5;21.2;17.7;15.5;12.7;9.7;31.3;65.9;55.3;3.6;7;33.1;13.3;5.4;2;2.1;1.3;-17.7;10690;36890;3.5
9307;37309;77296;20370;45.2;16.5;24.3;21.8;19.3;17.1;12;11.2;9.1;28.7;61;51.3;3.5;6.2;36.1;13;5.9;1.9;2.5;1.5;-16;11160;34080;3.1
9308;51118;114052;20620;47.5;17.7;26.9;21.9;20.8;18.6;13;11.5;9.4;32;62.6;52.7;3.3;6.6;37.5;11.3;5.8;2.1;2.4;1.3;-17.2;10610;35430;3.3
9309;56581;117347;21930;55.1;14.9;20.6;18.9;19.9;17.6;10.8;8.1;8.1;25.8;57.7;47.7;3.3;6.7;43.7;14.9;4;1.4;1.7;0.9;-20.3;11340;40210;3.5
9310;46974;98941;20930;47.1;14.2;20.8;16.9;16.9;15.1;9.6;10.5;7.7;25.8;63.3;52.7;3.1;7.5;36.3;10.9;5.5;2;2.2;1.3;-16;11750;35470;3
9311;39421;84908;20940;46.3;16.5;25.2;19.8;19.9;17.2;12.3;10.6;8.9;29.6;61.1;51.2;3.3;6.6;34.7;15.8;5.4;1.9;2.2;1.3;-17;11070;36910;3.3
9312;519825;1175427;20420;49.5;21.9;30.8;25.5;25.6;23;15.9;12.9;7.3;36.9;73.5;63.4;3.5;6.6;27.9;10.1;7.8;2.4;3.4;2;-19.3;9780;38540;3.9
9313;133853;312209;21740;51.4;14.5;21.7;16.5;15.8;14;11.5;10.6;5;26.5;74.6;66.9;3.5;4.2;27.9;8.5;6.1;2.3;2.3;1.5;-17.1;11630;37320;3.2
9314;40643;85118;22420;58.5;14.8;17.9;15.8;16.4;14.1;13.6;12.9;9.1;22;77.5;69.9;2.8;4.8;29.1;10.8;3.2;0.9;1.5;0.8;-20.6;11240;41250;3.7
9315;286832;603617;21650;53.8;17;24.7;19.3;19;17;14;12.6;8.4;27.6;72.5;62.1;3.2;7.2;29.7;12.5;5.4;1.7;2.4;1.3;-20.1;10790;40510;3.8
9316;28903;67804;20470;46.2;17;22.1;19;19.4;17;13.9;11.5;8;30.4;70.7;59.7;3.5;7.5;28.5;11.8;6;2.4;2.2;1.4;-17;11050;35490;3.2
9317;27622;56621;21870;56.1;15.2;18.6;16.6;18.3;17.5;13.1;9.6;9.2;23.1;62.2;49;3.9;9.3;34.6;23.1;3;1.1;1.2;0.7;-22.9;11230;44020;3.9
9318;262940;555542;21610;51.6;15.8;23;19.2;19;16.1;12.5;9.7;6.7;27.9;64.2;54.6;3.1;6.5;36.4;12.6;5.6;1.7;2.5;1.4;-18.8;11170;38350;3.4
9401;41047;84768;22340;54.8;14.6;17.8;15.4;14.5;14.2;13.4;15.9;8.4;23.3;71.8;61.8;2.4;7.6;31.9;11.1;4.9;1.3;2.5;1.1;-19.7;11480;40160;3.5
9402;43164;89314;20100;45.5;20;25.6;21.9;21.9;19.7;17.1;19.7;11.3;31.8;69.5;57.8;2.7;9;31.2;10.8;6.7;1.6;3.5;1.6;-18.2;10270;36990;3.6
9403;9701;19989;19300;44.5;21.5;;22.1;23.7;23.7;19.3;17.5;14.3;30.1;63.5;47.8;3.7;12;34.4;14.3;5.4;1.6;2.5;1.3;-17.6;9860;36510;3.7
9404;5838;11470;19770;42.9;20.4;;21.7;19.6;19.8;18.5;20.6;13.8;29.9;65;53.8;2.7;8.5;35.3;9.7;6;1.5;3.1;1.4;-16;10040;34690;3.5
9405;6985;15189;18960;41.2;23.2;;26.1;26;23.4;20.8;20.6;14.3;34.7;63.3;50.9;2.9;9.5;34.2;11.7;7;2;3.4;1.6;-16.2;9660;34450;3.6
9406;11195;25026;20110;48.9;19.6;22;19.5;21.4;21.1;17.9;16.6;11.9;28.1;68.3;54.5;3.7;10.1;29.2;16.9;5.3;1.9;2.2;1.2;-19.7;10310;37630;3.6
9407;5218;10505;20260;45.4;20.3;;22.3;20;21.4;18.2;21.2;13.8;28.3;62.3;51;2.8;8.5;36.8;11.6;5.7;1.5;3;1.2;-16.4;10030;35630;3.6
