CODGEO;NBMENFISC18;NBPERSMENFISC18;MED18;PIMP18;TP6018;TP60AGE118;TP60AGE218;TP60AGE318;TP60AGE418;TP60AGE518;TP60AGE618;TP60TOL118;TP60TOL218;PACT18;PTSA18;PCHO18;PBEN18;PPEN18;PPAT18;PPSOC18;PPFAM18;PPMINI18;PPLOGT18;PIMPOT18;D118;D918;RD18
272;92850;218231;21750;50;11.1;17.5;12.3;12;11.8;8.1;8;6;25.9;71;63.2;2.8;5;30.8;8.6;5.4;2.3;2;1.1;-15.8;12640;35120;2.8
273;57213;134708;21320;51.3;14.5;21.3;19;17.3;13.7;8.5;6.1;5;30.4;72.7;65.6;3.1;4;29.4;7.3;6.9;2.7;2.7;1.5;-16.3;11560;35220;3
281;88367;206721;23020;57.7;10;15.4;11.6;11.9;9.8;6.8;5.3;5;23.4;76.7;68.9;2.7;5.1;27.9;8.2;4.7;2.2;1.5;1;-17.5;13030;37820;2.9
282;24836;55508;21020;47.1;12.4;20.3;15.7;15.9;12.2;8.2;6.3;6.3;29.9;64.4;55.6;2.5;6.3;35.4;10;5.3;2.4;1.8;1.1;-15.1;12230;33870;2.8
283;50374;126092;21460;50.8;14.6;18.7;17.5;17.4;14.4;10.2;8.3;6.6;33;73.8;66;3.2;4.6;28.7;7.9;6.1;2.9;2;1.2;-16.5;11510;35520;3.1
284;15599;33551;20640;46.4;13.6;23.5;17.5;15.1;15.4;8.8;8.5;7.3;29.9;61.8;53;2.8;6;38.5;9.2;5.6;2.3;2;1.3;-15.1;11970;32720;2.7
291;160780;355134;22190;51.3;10.2;21.1;11.6;10.6;9.7;6.3;7.4;5;26.2;72.6;63.9;2.9;5.8;30.9;8.3;5.4;2.2;2;1.2;-17.2;12970;36510;2.8
292;37253;78197;20540;42.4;13.1;17.8;14.3;14.6;14.4;9.6;12.2;9.3;27.1;61.7;51.6;3;7.1;38.4;9;5.4;2.2;2.1;1.1;-14.5;11990;32680;2.7
293;58122;127010;21020;45.4;11.2;17.1;12.2;12.6;11.8;7.7;10.1;7.1;25.8;65.8;54.5;2.9;8.4;35.3;9.4;5.4;2.2;2.1;1.1;-15.9;12700;34060;2.7
294;152124;320586;21750;49.6;10.2;15.8;11.5;12;11.5;6.8;7.8;6.1;24;63.4;54.6;2.8;6;38.5;10.1;4.6;1.8;1.8;1;-16.6;12970;35830;2.8
2A1;41047;84768;22340;54.8;14.6;17.8;15.4;14.5;14.2;13.4;15.9;8.4;23.3;71.8;61.8;2.4;7.6;31.9;11.1;4.9;1.3;2.5;1.1;-19.7;11480;40160;3.5
2A4;16413;35531;20150;47.8;19.8;21.1;20.2;21.1;21.2;18;18.4;12.5;28.2;66.6;53.4;3.5;9.7;31.4;15.4;5.4;1.8;2.4;1.2;-18.8;10200;36930;3.6
2B2;31790;65987;20460;47.5;19;24.2;20.9;20.8;18.7;15.9;18.8;9.8;30.6;71.8;60;2.5;9.3;29.4;11;6.7;1.6;3.4;1.7;-18.9;10520;38090;3.6
2B3;21447;44385;19140;40.6;22.8;30.2;25.3;24.5;22.6;20.3;21.6;14.7;34.2;63.2;51.7;3;8.5;35.6;10.1;7;1.7;3.7;1.6;-15.9;9720;33980;3.5
2B5;12451;25590;19520;44.5;21;26.5;22;23.2;22.9;18.6;17.7;14.1;30.5;63.5;48.3;3.6;11.6;34.9;13.9;5.3;1.5;2.5;1.3;-17.6;9950;36590;3.7
301;66452;142005;18570;37.1;23.1;37.3;29.4;28.5;24.9;15.9;13.4;12.1;40.8;57.4;48;3.7;5.7;38.9;9.9;8.7;2.4;4.1;2.2;-14.9;9880;31910;3.2
302;238789;545531;20500;46.4;18.8;27.7;21.7;21.4;18.7;15;12;8.6;35.3;68.7;59.1;3.4;6.2;31.2;10.1;7.1;2.4;2.9;1.8;-17.1;10530;36380;3.5
303;17485;36989;18780;36.5;22.1;31.4;27.9;26.7;24;16;14.4;14.8;39;58.3;47.6;3.9;6.8;38.5;10;7.4;2.1;3.5;1.8;-14.2;9750;32170;3.3
311;92114;226452;22690;52.6;10.7;17.9;11.7;10.7;10.4;7.8;11;5.7;23.1;78.4;71;3;4.4;24.7;8.5;5.3;2.3;1.9;1.1;-16.9;12790;37300;2.9
312;35323;72907;20150;42.7;17.1;26.4;23.7;20.4;17.4;11.7;13.4;10.9;32.9;58.4;49.6;2.9;5.9;40.7;9.7;6.2;1.9;2.9;1.4;-15;10990;33630;3.1
313;460981;1009418;23560;56.9;13.6;24.6;14.1;14.3;12.3;9.3;9.3;5;26;82.3;73.6;3;5.7;21.9;10.1;5.6;1.9;2.2;1.5;-19.9;11760;42800;3.6
321;36122;78967;21990;48.8;12.9;23.3;14.2;13.5;12.5;9.3;12.4;7.1;26;69.9;60.7;2.5;6.7;31.2;10.3;5.3;1.9;2.2;1.2;-16.7;12020;36920;3.1
322;30074;63970;20060;40.4;16.4;21.6;18.7;18.1;16.5;12.5;17.5;11.1;30.1;60.6;48.8;2.9;8.9;37.1;12.1;5.4;1.8;2.4;1.2;-15.2;11110;34430;3.1
323;18482;39267;19850;40;16.5;22;17.3;17.9;17.3;13.1;17.5;12.3;30.2;58;47.2;2.5;8.3;39.6;11.3;5.5;1.7;2.6;1.2;-14.4;11110;33230;3
331;37511;89401;20610;43;13.7;18.9;13.7;14;12.8;11.3;16;8.8;25.9;74;65.6;3.5;4.9;26.9;7.3;6.3;2.5;2.5;1.3;-14.5;11930;33330;2.8
332;422063;927902;23200;57.2;12.6;23.1;14;13.3;11.8;8.4;7.6;5;23.4;80.1;70.8;3.2;6.1;25;9.6;5.1;1.7;2.1;1.3;-19.8;12080;41500;3.4
333;56315;130291;20440;43.1;14.3;20.2;15.4;15.5;14.4;10.6;14.4;8.9;26.5;69.6;59.7;3.4;6.5;30;9.4;6.1;2.3;2.5;1.3;-15.1;11720;33530;2.9
334;40199;92386;21520;48.6;12.4;18.6;13.7;13.4;13.1;9;11.1;7.8;24.9;68.9;59.4;3.5;6;33.2;9;4.9;2;1.9;1;-16;12240;34680;2.8
335;65882;151727;20540;44.3;15.2;23.7;17.4;16.6;15.8;10.6;11.9;8.6;28.5;70.1;59.6;3.3;7.2;29.8;9.6;6.3;2.3;2.6;1.4;-15.8;11440;34540;3
336;75180;164568;23520;57.1;8.9;14.3;10.4;10.4;9.6;6.3;6.5;5;17.5;66.3;56.6;3.2;6.5;37.6;12;3.4;1.4;1.3;0.7;-19.3;13510;40340;3
341;146310;314673;18780;38.9;23.2;35.2;29.5;27.8;24.7;16;14.8;12.5;40.3;58.9;47.8;3.9;7.2;37.5;10.8;8.3;2.5;3.7;2.1;-15.5;9800;32800;3.3
342;59520;143030;21730;47.2;14.8;25.7;17.2;16.6;14.8;10.5;11.7;8.8;29.9;71.9;60.5;3.5;7.9;29.7;10.9;5.5;2.2;2.1;1.2;-18;11460;38770;3.4
343;305245;656318;20850;48.9;19.1;31;21;21.8;19.4;13.9;11;7.6;32.4;72.2;61.6;3.8;6.8;29.1;10.7;6.8;2.1;2.9;1.8;-18.8;10370;38480;3.7
351;75893;182616;21130;44.5;9.3;12.7;9.9;9.6;9.1;6.8;9.7;5;21.7;74.8;66.6;2.5;5.7;25.8;9;5.4;2.7;1.7;1;-15;13290;32970;2.5
352;41722;101902;21330;45.3;9.4;13.5;10.1;9.7;8.7;6.8;11.3;5.8;23;76.4;68.9;2.8;4.7;25.2;8;5.5;2.8;1.7;1;-15.1;13230;33030;2.5
353;248946;568043;23060;55.2;11.1;23.3;12.9;11.4;9.1;6.3;6;5;25.6;80.2;72.4;2.7;5.1;23.9;9.3;5.3;2.1;1.9;1.3;-18.7;12630;39290;3.1
354;77463;167042;21750;49.3;10.5;15.8;11.8;11.9;11.3;7.4;8.2;5.9;21.5;64;55.2;2.7;6.1;36;12.9;4.7;1.9;1.8;1;-17.6;12870;37610;2.9
361;14247;28893;19350;37.2;16.1;20.8;19.9;19.5;17.4;12.1;13.1;11.9;28.7;55;45.2;2.5;7.3;43.5;9.2;5.9;1.9;2.7;1.3;-13.6;11380;31430;2.8
362;58841;122100;20380;44.7;14.4;25.5;18.2;17.1;14.4;9.5;9.3;6.7;30.8;63.5;56.3;2.6;4.6;37;8.7;6.2;2;2.7;1.5;-15.4;11660;33060;2.8
363;13205;26608;19720;39;15.8;22.2;19.3;17.6;15.9;11.6;16;11.8;30.2;57.3;47.8;2.7;6.8;42;9.4;5.2;1.7;2.4;1.1;-13.9;11360;31630;2.8
364;15192;31828;20670;44.9;12.3;22.9;14.9;14.5;11.3;8.6;8.9;6.5;28.2;65.3;57;2.5;5.8;35.1;9;5.4;1.9;2.3;1.2;-14.8;12370;32800;2.7
371;44785;102733;21200;45.3;11.5;16.1;13.2;11.8;12;8.5;10.3;7;25.2;69.6;61.1;2.8;5.7;32.3;8.2;5.1;2.2;1.9;1;-15.2;12590;34440;2.7
372;173044;375438;22090;52.7;13.9;25.5;16.6;15.7;12.9;8.7;7.2;5;28.6;73.4;65.9;2.8;4.7;30;9.1;5.7;2;2.2;1.5;-18.2;11670;38700;3.3
373;51603;115324;21320;46.5;11.4;18.3;13.1;12.3;11.9;8.2;8.8;6.3;25.9;67.6;59.7;2.9;5;33.7;9.5;4.8;2;1.8;1;-15.6;12610;34450;2.7
381;313525;707340;23330;56.6;11.7;22.2;13.4;13.1;11.1;7.5;7.4;5;25.1;75.9;68.5;2.7;4.7;27.3;10.7;4.7;1.9;1.7;1.1;-18.6;12390;40840;3.3
382;119835;301223;22460;52.5;10.4;14.8;12.5;11.7;9.5;7.2;7.3;5;24.1;78.1;71.1;3;4;24.4;8.5;5.2;2.6;1.5;1.1;-16.2;12890;36900;2.9
383;86948;213030;22520;52.5;11.3;16.8;13.8;12.7;10.2;8;8.6;5.6;25.7;74.7;67.5;2.9;4.3;27.3;9.4;5;2.4;1.6;1;-16.4;12560;36950;2.9
391;46700;103315;21260;47.7;12;17.8;14.2;14.1;12;8.3;9;6.1;26.6;68.1;60.5;2.5;5.1;34;8.1;5.6;2.3;2.1;1.2;-15.8;12400;34530;2.8
392;47288;101358;21560;49.3;11.7;16.7;14.5;13.3;11;8.5;9.7;6.5;25.1;68.3;60;2.6;5.7;34.2;8.6;4.8;2;1.7;1.1;-15.9;12480;35530;2.8
393;21233;48253;23350;56.4;11.3;14.9;11.8;13.5;11.6;8.2;8;5.1;24.4;80.4;73.7;3.3;3.4;25.6;7.8;3.9;1.7;1.3;0.9;-17.7;12600;42840;3.4
401;103868;228951;21580;48.9;11.6;19.2;13.3;13.4;12;8;9.3;6.7;22.9;65.7;55.9;3.4;6.4;35.5;10.7;4.6;1.7;1.8;1.1;-16.5;12510;35930;2.9
402;81179;178635;21120;47.9;12.1;18.7;14.3;14.2;11.9;8.2;10;6.3;24.7;64.9;56.1;3;5.8;36.5;9.4;5.1;1.9;2;1.2;-15.9;12360;34340;2.8
411;65113;147801;21950;53.1;12.8;20.5;17.4;15.4;12.2;7.4;6.4;5;30.3;70.1;62.6;2.7;4.8;32.3;8.9;5.5;2.3;2;1.2;-16.8;12030;36250;3
412;30879;66871;21140;47.7;12;18.5;16.3;14.7;12.3;7.8;6.8;6.3;27.7;65.5;57.1;2.6;5.8;35.8;9.4;5;2;1.9;1.1;-15.7;12380;34650;2.8
413;49303;106682;20830;46;12.7;19.1;16.5;15.6;13.1;8.3;8.2;7.2;28.4;62.7;54.9;2.9;4.9;38.5;9;5.1;2;2;1.1;-15.3;12210;33530;2.7
421;76725;180509;22080;48.9;9.3;14.3;10.1;10.5;8.8;6.5;8.4;5.6;21.5;71.9;64;2.4;5.5;29.3;10.8;4.5;2.2;1.4;0.9;-16.5;13290;36070;2.7
422;69568;152022;20600;43.4;13.3;20.3;16.1;16.4;14.1;8.8;7.4;6.8;28.5;64.8;57.6;2.6;4.6;34.1;11.1;5.6;2.3;2;1.3;-15.6;11960;33550;2.8
423;178455;400743;20180;44.4;18.2;29.2;22.3;22;17.9;11.2;10.2;6.4;34.6;68.3;60.8;3;4.5;31.4;9;7.5;2.8;2.8;1.9;-16.2;10740;34490;3.2
431;21224;43974;19770;38.2;15.6;21.1;18.2;18;15.9;11.8;13.9;11;30.3;59.9;49.5;2.9;7.5;37.5;10.6;6;2;2.7;1.3;-14;11500;31710;2.8
432;43210;93007;20690;43.4;13;20.9;13.9;15;13.2;9.2;11.2;7.7;26.6;64.7;54.6;2.5;7.6;34.1;10.6;6.1;2.2;2.5;1.4;-15.5;12080;33750;2.8
433;36018;85029;21430;44.8;9.2;12.5;9.2;10.4;8.5;7.2;9.7;6;20.6;70.3;61.8;2.6;5.9;29.2;10.8;5;2.4;1.6;1;-15.3;13320;34070;2.6
442;358352;808962;23160;55.6;10.9;19.4;11.9;11.7;10.2;6.9;6.7;5;24.8;80.3;72.3;3;5;24.1;9.1;5.1;2.1;1.8;1.2;-18.6;12730;39630;3.1
443;154042;342653;22250;52.2;9.5;15.1;10.6;10.9;10.5;6.5;6.5;5;22.1;66.6;59.3;2.9;4.4;35.3;10.6;4.7;2;1.7;1;-17.2;13210;36580;2.8
445;89780;226511;21540;45.3;9.5;14;9.2;9.7;9.5;6.9;11.9;6;23.5;76.8;69.1;2.7;5;24.4;8.6;5.5;2.9;1.6;1;-15.3;13210;33970;2.6
451;74458;166857;20650;47.8;15.7;23.9;20.7;19.1;15.9;10.3;7.5;7.6;33.3;65.5;58;3;4.5;35.3;8.8;6.2;2.5;2.3;1.4;-15.8;11220;33850;3
452;184472;429344;22630;56.6;12.5;20.8;15.6;14.7;11.1;7.8;6;5;27.7;75.3;68.8;2.6;3.9;28.6;8.9;5.2;2.3;1.7;1.2;-18;12180;38300;3.1
453;25771;62174;21370;50;11.8;18.1;13.8;13.6;11.6;8.2;7.3;6.4;27.4;72.4;64.4;3;5;28.7;9.1;5.2;2.6;1.6;1;-15.4;12460;34260;2.8
461;33040;68933;20850;45.6;15;25.9;18.5;18;16;10.4;11.6;9.3;29.8;58.9;49.2;2.9;6.8;40.9;10.8;5.5;1.8;2.4;1.3;-16.1;11430;35300;3.1
462;24815;51764;21020;46.1;14.3;18.6;16.8;16.1;15;10.6;13;9.7;27.9;61.2;51.8;2.5;6.9;38.9;10.9;4.7;1.7;2;1;-15.7;11750;34570;2.9
463;20922;42164;20210;42.4;16;22.4;19.2;20.1;17.3;11.1;14.6;11.9;28.6;54.8;44.2;2.9;7.7;44.5;11.5;4.6;1.5;2;1.1;-15.4;11180;34420;3.1
471;52371;114979;20860;47.1;15.5;22.3;18.2;17.3;15.1;11.7;12.3;7.6;29.8;70;61.1;3.1;5.8;31.2;9.2;6.2;2.2;2.5;1.5;-16.6;11410;35420;3.1
472;36755;79615;19460;39.6;17.5;23.1;18.9;20.4;18.3;13.6;15.4;11.6;31.1;61.8;51.5;3.1;7.2;36.3;10.7;6.2;2.1;2.6;1.5;-15;11020;32650;3
473;39850;86106;19130;38.3;18.8;27.6;22.6;22.4;20.1;13.6;15.2;12.3;34.6;58;47.7;3.5;6.8;39.6;10.6;6.7;2.3;2.8;1.6;-14.9;10770;32260;3
474;17083;36709;20000;40.1;15.9;22.6;17.8;18.1;16.2;12.4;14.8;10.5;30;61;50.2;3.3;7.5;37.4;11.2;5.4;1.9;2.2;1.3;-15;11370;33530;2.9
481;5852;11858;18580;36;22.7;;29.2;27.6;23.4;16.2;18.5;16.1;37.2;56.2;43.2;3.4;9.6;40;10.1;6.9;2;3.3;1.6;-13.2;9790;32260;3.3
482;27155;58058;20730;44.7;12.8;17.5;13.7;13.5;12.4;10;14.4;8.5;23;66.2;55.4;2.2;8.6;33.2;10.6;5.3;2;2.2;1.1;-15.3;12140;33590;2.8
491;159743;362437;21790;49.8;12.3;22.8;15.1;13.4;11.8;7.3;6.2;5;26.9;73.4;65.1;2.9;5.4;29.2;8.5;5.9;2.4;2;1.5;-17;12200;37000;3
492;91941;222802;20960;43.5;9;12.2;9.3;10.5;9.4;5.9;7.1;5;23.2;74.1;66.3;2.6;5.2;27;8.5;5.2;2.8;1.4;1;-14.8;13390;32540;2.4
493;56693;130288;20150;40.7;13.1;20;15.1;14.4;13.4;9.3;9.9;7.3;26.9;66.5;57.4;3;6.1;33.3;8.8;6;2.6;2.1;1.3;-14.6;12080;32530;2.7
494;27825;69131;20410;39.1;10.8;13.6;11;12.1;11.4;7.2;10.1;6.4;23.2;73.2;64.8;2.9;5.5;26.6;7.9;6.1;3.2;1.7;1.2;-13.8;12770;31210;2.4
501;61825;131890;20760;44.1;12;15.6;13.7;14;13;8.5;10.7;7.5;22.7;61.5;52;2.3;7.2;38.1;11;4.9;1.9;1.9;1.1;-15.5;12400;34210;2.8
502;84056;185073;21590;48.9;11.4;16.8;13.3;13.4;10.4;7.9;9.2;5.1;23.2;70.7;63;2.6;5.1;31.9;7.6;5.6;2.1;2.2;1.3;-15.8;12600;35390;2.8
503;31830;69015;20300;42.2;13.2;17.5;15.5;16.4;14.3;8.7;10.5;8.5;25.4;62.1;50.7;2.5;8.9;37.9;9.7;5.4;2.1;2.1;1.2;-15.1;12050;33610;2.8
504;45205;100126;20720;43.9;12.5;18.9;14.2;14.2;12.9;7.9;9.7;6.4;25.5;68.1;59.8;2.5;5.8;32.5;8.2;5.9;2.4;2.2;1.3;-14.7;12250;32650;2.7
511;45582;102402;21230;50.2;14;25.8;18.3;15.5;12.2;7.7;8;5;28;72;62.7;2.5;6.8;29.4;9.3;5.7;2.4;2;1.3;-16.4;11810;35850;3
512;52327;116411;22560;56.5;11;17.5;13.3;12.9;10.6;7.5;7;5.3;24.4;73.6;55.2;2.4;16;27.3;14.7;4;1.7;1.4;0.9;-19.6;12690;41630;3.3
513;123858;273581;21690;53;16;28.3;19.9;17.9;14.4;9.3;7.5;5;28.3;76.2;65.4;2.7;8.1;26.7;10;6.2;2.2;2.4;1.6;-19.1;11130;40330;3.6
514;19373;43576;20300;45.1;14.5;21.3;16.1;17.9;15.3;9.9;9.7;7.1;30.1;67;56.9;2.9;7.2;32.2;9.6;6;2.4;2.3;1.3;-14.8;11820;33420;2.8
521;28215;59659;20820;46.7;12.9;19.8;16.3;14.6;12.9;8.7;9.8;6.3;26.8;66.6;58.5;2.3;5.8;34.6;8.9;5.5;2;2.3;1.2;-15.6;12060;33670;2.8
522;19951;42359;20820;45.4;12.8;18.5;14.1;15.6;12.1;9.1;12.5;8;26.9;64.2;53.9;2.8;7.5;35.8;9.9;5;1.9;2;1.1;-14.9;12090;33060;2.7
523;29771;64767;19140;41.2;18.1;25.5;23.3;23.2;18.5;11.8;9.9;9.2;35;62.4;54.8;3.1;4.5;36.4;7.5;7.8;2.6;3.4;1.8;-14.1;11060;31250;2.8
531;29702;71540;20500;41.3;10.4;12.4;10.9;11.4;10.7;7.4;9.9;6.5;22.8;71.1;61.9;2.4;6.8;28.8;8.9;5.6;3;1.5;1.1;-14.4;12940;31530;2.4
532;47861;110697;21680;50.1;11.2;20.5;13.7;12.8;10.2;6.4;6.5;5;27;73;66.1;2.5;4.4;29.7;8.7;5.4;2.6;1.6;1.2;-16.8;12640;35420;2.8
533;50549;115547;20310;41;12.4;16.2;13.3;13.1;13.6;9.2;11.3;8.1;25.6;66.8;58.2;2.3;6.3;32.3;9.8;5.3;2.6;1.6;1.1;-14.2;12250;31160;2.5
541;69488;158057;21020;32.8;17.7;25.6;21.4;20.4;17.1;12.1;12.6;10;35.5;45.1;39.1;2.8;3.2;24.9;35.5;5.1;1.6;2.2;1.3;-10.6;10410;37850;3.6
542;32886;75103;20500;42.9;14.8;26.8;18.2;17.1;14.7;9.3;8.9;7.2;33.3;67.5;59.6;2.9;5;32.9;7.7;6.6;2.5;2.7;1.4;-14.7;11600;32460;2.8
543;178053;381836;21840;52.2;15.2;28.8;18.6;18;13.6;8.8;7.3;5;31.3;73.7;65.3;2.6;5.8;29.9;8.9;6.1;2;2.5;1.6;-18.6;11240;38470;3.4
544;27685;66849;21700;49.3;11.3;19.9;14;12.3;9.9;7.5;8.4;5.7;26.8;73.4;66.4;2.6;4.4;28.5;8.9;5.4;2.4;1.9;1.1;-16.2;12610;35090;2.8
551;25903;56161;21200;48.5;12.6;20.9;15.3;15;12.8;8.6;8.6;6.5;28.6;66.5;58.7;2.5;5.3;35.4;8.6;5.3;1.9;2.2;1.2;-15.8;12200;34110;2.8
552;18246;41357;20200;41.9;15.2;22.1;18.5;17.6;15;10.7;11.4;9.1;32.5;66.7;57.3;2.8;6.6;33;8.5;6.2;2.5;2.3;1.4;-14.4;11520;32490;2.8
553;35006;78253;20350;41.1;15.5;24.1;18.5;16.3;15;11.6;12;8.5;31.7;64;54.9;2.5;6.6;31.2;12.9;6.1;2.2;2.5;1.4;-14.2;11330;33620;3
561;145098;311930;21750;49.9;11.6;21.6;14.1;13.5;12.2;7.4;7.6;5.5;26.1;64.6;55.6;3.2;5.8;37.3;9.7;5.1;1.9;2;1.2;-16.7;12490;36390;2.9
562;66890;149898;20520;42.8;12.2;17.9;12.8;13.2;13;8.8;12;8.3;27.2;67;56.9;2.8;7.3;33.1;8.8;5.5;2.4;2;1.1;-14.4;12360;32050;2.6
563;126759;281166;22080;51.4;10.2;16.9;12.2;12.2;11;6.2;7.5;5.6;22.8;65;56.1;2.7;6.2;37;10.5;4.6;2;1.6;1;-17.1;12950;37310;2.9
573;99977;230241;20150;43.5;17.8;27.9;24.9;22.7;15.2;11.5;11;8.2;34.1;67.4;60.3;3.3;3.8;32.5;8.6;6.5;2.2;2.8;1.5;-15;10850;34480;3.2
575;37983;87981;21200;46.1;11.9;19.2;14;13.6;10.8;8.7;9.8;7.1;26.1;71.1;63.3;2.6;5.2;30.4;8.4;5.1;2.1;1.9;1.1;-15;12430;33990;2.7
576;41576;94339;21600;47.8;13.3;23;18.6;15.4;11.6;8.9;9.4;6.7;30;73.1;65.8;3;4.3;29.5;8.6;5;1.8;2.1;1.1;-16.2;11940;36700;3.1
577;109428;250427;22890;35.4;14.8;21.6;17.4;17.5;13.7;9.9;10.6;7.7;29.7;40.5;35.2;2.5;2.8;22.2;43.7;3.9;1.3;1.6;1;-10.3;11240;44030;3.9
579;145315;320878;22230;49.7;15.4;25.9;20.5;18.4;13.5;9.1;8.3;5.5;28.9;67.2;59.3;2.8;5.1;27.3;16.9;5.4;1.8;2.2;1.4;-16.8;11230;40600;3.6
581;13208;25432;19210;39.2;19.1;30.2;24.8;25.3;23.7;13.5;12.5;14.5;34.4;48.2;38.7;2.5;7;49.4;11.1;5.3;1.6;2.7;1;-14;10330;31690;3.1
582;9857;19089;19710;42.8;17.3;27.3;23.8;23.5;20.1;12;9.4;11.5;34.5;52.3;43.2;2.4;6.7;46.4;9.9;5.8;1.7;2.9;1.2;-14.4;10910;32510;3
583;52836;108769;20580;46.6;15.1;25;20.6;18.1;15.1;10.2;7.9;7.1;32;63.4;56.1;2.3;5;38;7.8;6.7;2;3.2;1.5;-15.9;11460;33350;2.9
584;20383;41130;20520;45.7;14.4;20.6;17.3;18.1;17.6;9.9;9.5;9.3;30.7;57.7;48.3;2.5;6.9;42.9;9.5;5.5;1.8;2.5;1.2;-15.6;11670;33530;2.9
591;92523;218795;18320;38.1;23.9;37.5;28.9;27.1;23.2;16;14;10.9;44.1;66;57;3.4;5.6;30.1;8;10.1;3.2;4.5;2.4;-14.2;9930;31930;3.2
592;66068;154694;19260;40.7;19.3;30.8;23.6;21.6;19.8;12;10.6;9.2;39.1;68.9;59.7;3.4;5.8;29.9;7.9;8.2;2.9;3.5;1.8;-14.9;10740;32610;3
593;98907;238492;19450;42;19;30;22.8;20.7;18.5;12.5;12.3;7.4;34.8;71.3;63.9;3.3;4.1;28.8;6;8.8;3.1;3.6;2.1;-14.9;10870;33130;3
594;154050;365512;20460;46.2;15.3;24;18.3;17.4;14.3;10.1;10;5.9;30.9;72;64;3;5;29.3;7.8;6.8;2.6;2.6;1.6;-15.9;11590;34150;2.9
595;495441;1165959;21020;49.9;18.3;27.7;19.6;20.6;18.2;12.5;10.3;6.6;34.4;78.3;69.8;3.1;5.4;23.4;9.3;7.2;2.6;2.9;1.7;-18.2;10680;39190;3.7
596;139533;334675;18390;38.6;23.1;36;26.7;26.1;21.9;15.8;13.7;10.1;40.2;69.7;62.1;3.3;4.3;27.7;7.1;10.2;3.3;4.4;2.5;-14.7;10150;31960;3.1
601;90822;223037;21640;52.4;13.4;20.5;16.2;14.6;12.8;9.2;7.8;5.4;29.2;75.8;68.2;3;4.6;27.2;7.2;6.1;2.7;2.2;1.2;-16.3;11870;35050;3
602;51554;127924;22330;54.4;9.9;16.3;10.6;11.5;9.1;6.6;7.1;5;23.5;77.5;70.6;2.8;4.1;26.8;6.4;5.3;2.5;1.8;1;-16;13080;34860;2.7
603;73355;174678;21950;53.4;13;22.8;15.9;14.2;12.4;8.6;7.9;5.2;27.4;75.9;68.4;2.9;4.6;27.7;8.6;5.5;2.3;2;1.2;-17.7;12030;37910;3.2
604;109615;275269;22690;56.9;13.8;18.9;17.3;16.1;12.7;9.2;7.4;5;27.2;80.6;73.2;3;4.4;24.5;8.6;5.4;2.4;1.8;1.2;-19.1;11710;40710;3.5
611;36980;79373;20340;44.2;16.3;25.9;20.9;20.5;17;9.9;8.9;7.5;32.7;61.5;53.6;2.3;5.6;35.2;13.8;6.2;2.3;2.4;1.5;-16.7;11150;33450;3
612;47892;104612;20030;41.5;14.7;22.1;18.5;17.8;15.4;9.5;9.6;7.8;30.7;63.9;55.5;2.6;5.8;35.8;8.7;6;2.4;2.2;1.4;-14.4;11620;31700;2.7
613;37834;81656;20120;43.4;15.5;23.7;19.4;18.5;17.5;10.3;9.6;9.1;31.2;62;52.8;2.8;6.4;37.7;9.7;5.6;2.2;2.1;1.3;-15;11340;32680;2.9
621;102826;242327;21020;47.7;14.5;24.2;17.3;15.5;13.9;9.2;11.4;6.6;32.1;73.9;64.5;2.7;6.7;28.4;8.1;6.1;2.5;2.3;1.3;-16.5;11710;35680;3
622;120395;288388;19300;40.6;18.8;31.1;22.6;20.5;17.6;12.3;12.7;7.4;37;71.9;64.5;2.9;4.5;28.8;6.3;8.2;3;3.2;2;-15.2;10890;32250;3
623;66518;154767;19150;41.8;19;32.6;23.4;20.5;18.1;12.6;12;7.4;34.8;69.1;60.2;3.2;5.7;30.3;8.7;8.1;2.8;3.3;2;-16.2;10920;33330;3.1
624;49642;111886;19910;44.3;16.3;23.6;19.8;19.8;17.1;10.2;11.7;8.8;31;63.5;53.7;2.9;6.9;35.7;11.3;6.3;2.4;2.5;1.4;-16.8;11410;34560;3
625;52245;126556;19520;41.2;17.1;27.7;19.6;19.3;16;11;12.2;8;35.8;71.6;63.6;2.8;5.2;27.8;8;7.6;3;2.9;1.7;-15;11200;32280;2.9
626;63226;151177;19040;41.8;20.7;33.8;25;23;19.7;12.2;11.3;8.6;39.6;71.4;62.9;3.4;5.1;27.9;6.9;9;3.2;3.6;2.2;-15.2;10450;32000;3.1
627;148349;360759;17750;35.4;24;35.9;27.7;27.2;23.4;16.2;14.2;8.5;38.8;69.3;62.5;3.6;3.2;28.5;4.7;11.1;3.8;4.6;2.7;-13.6;10180;29320;2.9
631;12872;26165;19910;41.6;16.6;20.5;21.8;21.1;15.9;11.8;14;12.6;32.5;57.9;49.6;2.7;5.6;39.4;12.8;4.9;1.7;2.2;1;-15;11200;32790;2.9
632;157818;331974;22400;54.4;13.9;27;16.8;15.4;13.2;8.2;7.2;5;29;72.7;65.3;2.5;4.9;30.5;10.3;5.2;1.8;2;1.4;-18.7;11640;39610;3.4
633;35369;75967;21060;45;12.5;16.4;13.8;13.1;12.3;10.2;12.3;8.5;24.4;68.2;57.5;2.9;7.8;31.9;10.4;4.9;2;1.9;1;-15.4;12210;34150;2.8
