IRIS;DEC_PIMP18;DEC_TP6018;DEC_Q118;DEC_MED18;DEC_Q318;DEC_EQ18;DEC_D118;DEC_D218;DEC_D318;DEC_D418;DEC_D618;DEC_D718;DEC_D818;DEC_D918;DEC_RD18;DEC_S80S2018;DEC_GI18;DEC_PACT18;DEC_PTSA18;DEC_PCHO18;DEC_PBEN18;DEC_PPEN18;DEC_PAUT18;DEC_NOTE18
384210401;54;15.6;15390;20990;26520;0.53;11050;14290;16440;18440;22780;25000;28150;33860;3.1;3.7;0.245;74.7;69.6;2.8;2.3;23;2.3;0
384210402;57.7;12;17050;22680;29590;0.55;11710;15540;18200;20380;25150;27890;31400;37140;3.2;3.9;0.257;69.4;65.1;2.5;1.8;27.2;3.4;0
384210501;48.4;25.3;12810;19800;27130;0.72;5580;10780;14410;17360;22170;25520;29760;36520;6.5;8.6;0.367;69.5;60.6;3.2;5.7;23;7.5;0
384210502;37;37.7;9230;16700;24590;0.92;3050;7410;10790;13840;19660;22590;26680;32110;10.5;11;0.363;66.4;58.8;4.5;3.1;31.3;2.3;0
384210601;54.3;21.2;14670;22050;30880;0.74;7520;12340;16570;19200;25570;29180;33270;38740;5.2;6.7;0.319;70.6;65.1;2.8;2.7;26;3.4;0
384740101;;;14580;19950;25550;0.55;9070;13110;15610;17750;21920;24230;27050;32150;3.5;4.3;0.258;69.6;65.3;3.2;1.1;28.3;2.1;0
384740102;68;10.7;18840;25790;34400;0.6;12350;17330;20520;22930;28870;32030;36440;42960;3.5;4.3;0.268;71.5;65.4;2.3;3.8;24.3;4.2;0
384740103;70.2;;20660;28090;37690;0.61;14220;18870;22480;25260;30670;35140;40670;50370;3.5;4.4;0.28;72.3;66.6;2.3;3.4;22.1;5.6;0
384740104;66.9;;19920;26590;34460;0.55;14350;18430;21280;24010;29300;32660;36510;45560;3.2;4.3;0.285;64.5;61.4;1.4;1.7;29.6;5.9;0
384850101;55.1;15.9;16090;22320;29900;0.62;9920;14550;17660;19940;24850;28140;32780;39230;4;5.3;0.298;64.6;59.5;2.3;2.8;31.6;3.8;0
384850102;54;15.5;16510;22170;29150;0.57;10550;14620;17510;20130;24470;27690;31430;39090;3.7;4.9;0.295;69.2;63.5;2.7;3;25.8;5;0
384850103;;;15130;23090;32660;0.76;8270;12660;17510;20840;26190;30130;34680;42960;5.2;6.3;0.318;68.7;61.9;2.7;4.1;27.8;3.5;0
384850104;61.5;11;17670;23950;30680;0.54;12310;16550;19100;21540;26190;29270;32580;37820;3.1;3.9;0.253;68.8;63.7;2.4;2.7;27.3;3.9;0
384850105;72.1;;21230;28270;39870;0.66;14720;19170;22560;25550;32470;36550;43460;53720;3.7;6.7;0.395;58.1;49.9;1.3;6.9;26;15.9;0
385440101;41.3;33.3;10120;17390;25210;0.87;4850;8370;11830;14820;19980;23210;27220;35110;7.2;9;0.357;72.2;65.7;3.8;2.7;25.8;2;0
385440102;54.7;19.6;14750;21710;29170;0.66;8080;13180;16160;19370;24330;26870;31280;37900;4.7;6.1;0.31;64.5;58.7;2.5;3.3;32.4;3.1;0
385440103;51.4;23.3;13500;21430;31420;0.84;8600;11950;15270;18410;24560;28580;34220;44730;5.2;7.2;0.367;58.6;52.4;2.7;3.5;33.7;7.7;0
385440201;52.2;24.1;13270;21010;29750;0.78;6940;11540;15380;18210;24000;27250;33200;41400;6;8;0.356;73.1;65;3.8;4.3;21;5.9;0
385440202;69.7;9.1;20380;29550;43560;0.78;13650;18180;22380;26190;34220;39980;47800;64210;4.7;7.2;0.389;67.3;58.6;1.9;6.8;20.4;12.3;0
385440301;36.2;44.9;6950;14120;23700;1.19;2550;5930;8160;10800;16930;21220;26270;34050;13.4;15.4;0.422;70.9;62.7;4.2;4;27.1;2;0
385440302;35.4;41.7;7410;16310;24550;1.05;2210;5700;9220;12220;19440;22730;27420;34240;15.5;17.8;0.425;79.3;69;5.9;4.4;17.6;3.1;0
385440303;50.8;23.1;13550;20970;29960;0.78;7530;12050;15510;17840;23800;27520;32150;39590;5.3;6.7;0.333;74.5;67.9;3;3.6;21.6;3.9;0
385440304;;;6850;13410;20890;1.05;2650;5230;7940;10470;15820;19210;23070;27540;10.4;11.8;0.376;78.4;71.1;5.8;1.5;20.8;0.8;0
385440401;48.4;25.4;12830;20290;28610;0.78;5720;10470;14300;17580;23160;26640;30730;38720;6.8;8.2;0.349;66.8;60.5;3.5;2.8;29.1;4.1;0
385440402;55.4;22;14270;22030;29590;0.7;6750;12050;16390;19250;24500;27720;32060;39900;5.9;7.8;0.346;61.3;56.7;2.3;2.3;35.1;3.6;0
385440403;21.6;55.6;6320;11610;17480;0.96;1860;5360;7560;9330;13930;16180;18710;23590;12.7;11.5;0.369;56.8;49.1;6.1;1.6;42.2;1;0
385530101;53.5;19;15100;21290;27650;0.59;9550;13590;16760;19040;24030;26300;29820;34820;3.6;4.5;0.27;73.3;68.1;3.1;2.1;24.7;2;0
385530102;;;9030;15320;22530;0.88;3920;7640;10240;12930;18120;20860;24250;28780;7.3;8.6;0.348;71.9;65.4;5.1;1.4;26.8;1.3;0
385530103;30.3;49.2;7270;13230;21190;1.05;2560;6140;8170;10320;16370;19580;23250;28260;11;12;0.391;79.4;72.6;5.7;1.1;19.8;0.8;0
385530104;;;19490;26550;34820;0.58;11880;17350;21170;23620;29030;32400;37520;46690;3.9;4.5;0.278;67.2;60.9;2.6;3.7;29.5;3.3;0
385530106;30.6;49.3;7550;13110;20370;0.98;3350;6130;8550;10640;15730;18680;22340;27930;8.3;10.3;0.377;76.4;69.4;5.1;1.9;22.4;1.2;0
385530107;36.9;38.5;9670;16020;24140;0.9;5630;8480;10840;13630;18890;21940;26530;33060;5.9;7.5;0.353;89.7;83.2;5.2;1.3;9.4;0.9;0
385530108;43.5;28;12260;18990;27180;0.79;7070;10810;13760;16220;21980;25210;28800;33950;4.8;5.7;0.304;90.2;84.3;4.7;1.2;9.2;0.6;0
385630101;61.3;10.8;18270;24210;32240;0.58;12740;16830;19570;21980;26960;30160;35300;43890;3.4;4.4;0.278;66.7;60.3;2.3;4.1;28.8;4.5;0
385630102;55.9;14.8;16510;23890;32350;0.66;10530;14850;18030;21140;26480;30140;35550;46800;4.4;6.1;0.345;64.8;57.6;2.3;4.9;26.7;8.5;0
385630103;46.4;29.4;11810;19270;27520;0.81;5560;9690;13320;16700;21580;25500;30460;40110;7.2;8.7;0.363;64.7;57;3.6;4.1;31.8;3.5;0
385630104;47.3;24.4;13330;19760;27740;0.73;7460;11240;14830;17380;22530;25530;29880;36380;4.9;8.3;0.395;63.6;52.3;2.6;8.7;30.3;6.1;0
385630105;52.1;23.2;13500;21160;28920;0.73;6600;11690;15010;17820;24090;27250;30840;39180;5.9;7.1;0.339;70.3;63.4;3.5;3.4;26.5;3.2;0
385630106;42;32.8;10800;18060;25440;0.81;5520;9160;12080;15560;20600;23770;27780;33870;6.1;8.9;0.37;53.4;48.3;2.8;2.3;40.1;6.5;0
385630107;;;8590;16130;25280;1.03;3360;7310;10300;13410;18740;22480;28240;36380;10.8;13.8;0.415;63.4;55.2;4;4.2;32.4;4.2;0
385630108;68.1;7.5;20440;28300;38750;0.65;14090;18120;22110;25420;31520;36030;41400;50630;3.6;4.8;0.305;69.6;62.7;2;4.9;23.3;7.1;0
391980102;43.3;24.6;13200;20620;27360;0.69;5190;10550;14910;17990;22890;25600;29090;36490;7;8.2;0.333;58.8;54.6;2.4;1.8;37.6;3.6;0
391980104;50.7;21.7;14250;21460;29030;0.69;8550;12270;15330;19020;24220;27310;32550;41050;4.8;6.7;0.346;66.2;58.3;2.4;5.5;29.6;4.2;0
391980105;44.1;27.4;12120;19170;28720;0.87;5050;9710;13540;16700;22170;26170;31920;42440;8.4;11.5;0.404;66.9;56.7;3.7;6.5;26.3;6.8;0
391980106;45.7;27;12330;19260;26790;0.75;6680;10760;13930;17320;22170;25630;29670;37300;5.6;7.6;0.343;52.6;46;2.8;3.8;44.2;3.2;0
391980107;51.7;21.2;14470;21290;29200;0.69;7640;12580;15570;18310;23930;27340;31330;39650;5.2;7.3;0.353;59.2;53;1.9;4.3;36;4.8;0
391980108;44.9;24.4;13180;19860;27460;0.72;7220;11120;14520;17470;22460;25530;30070;36990;5.1;6.9;0.333;53.4;47.5;2.3;3.6;44.3;2.3;0
391980109;58.7;12.2;17690;23840;32230;0.61;11820;16060;19130;21450;27170;30350;35120;44370;3.8;5.7;0.344;57.9;47.9;1.6;8.4;35.4;6.7;0
391980110;45.7;23.8;13330;20940;28310;0.72;7840;11680;15450;18100;23550;26550;30330;39140;5;7.7;0.369;61.4;53.8;2;5.6;32.3;6.3;0
391980113;19.1;67.8;3930;8730;15580;1.33;0;2590;4890;6580;10660;13930;17830;23500;;41;0.467;66.4;;;;32.4;1.2;0
391980114;;;3890;8080;13050;1.13;0;2390;4770;6880;9480;11530;14130;17560;;38.2;0.43;63.7;;;;36.1;0.2;0
391980115;46.3;25.7;12660;19890;27950;0.77;5130;10120;14300;17260;22590;25790;30260;37390;7.3;9;0.362;54.9;47.7;2.5;4.7;41.8;3.3;0
393000101;;;17670;24020;32550;0.62;12120;16360;19260;21640;26760;29940;35130;44330;3.7;5;0.31;60.2;53.2;2.1;4.9;34.6;5.2;0
393000102;48.7;23.9;13420;20160;28700;0.76;7060;11560;14970;17480;22760;26160;31160;39030;5.5;7.6;0.353;62.6;55.2;3;4.4;33.1;4.3;0
393000103;35.4;44.1;8100;15070;23040;0.99;2400;6490;9360;11730;17800;21090;25420;31150;13;14.9;0.415;58.7;52.1;3.2;3.4;38.7;2.6;0
393000105;23.6;56;5290;11360;18270;1.14;170;3980;6610;8990;14180;16810;20400;25240;151.4;24;0.427;51.7;44.9;5.5;1.3;45.6;2.7;0
393000106;51.4;21.5;14160;20760;29100;0.72;7690;12320;15470;18360;23890;26980;32260;38690;5;6.9;0.34;52.9;47.6;2.2;3.1;43.2;3.9;0
393000107;44.8;31.9;10480;18330;26700;0.88;4240;9000;12240;15220;21340;24500;28710;37780;8.9;11.3;0.405;68.8;60.5;4.4;3.9;23.6;7.6;0
393000108;63.4;14;17730;24340;34620;0.69;11210;15910;19070;21750;28120;32040;37410;46200;4.1;5.4;0.315;54.3;48.5;1.4;4.4;41.1;4.6;0
394780101;46.5;23.8;13160;19740;26510;0.68;8420;11840;14550;17500;21810;24790;28700;35800;4.2;5.7;0.314;59.1;52.4;3.5;3.2;35.7;5.2;0
394780102;52.8;18.8;14870;20970;28140;0.63;9250;13140;16350;18830;23210;26070;30610;38890;4.2;5.3;0.301;61;56.4;2.1;2.5;35.2;3.8;0
394780103;30.6;44;8780;14450;20880;0.84;4410;7650;9780;12060;16900;19760;22690;28580;6.5;7.6;0.341;67.5;60.5;5.2;1.8;30.8;1.7;0
394780104;42;31.8;11180;17540;24530;0.76;6050;9620;12590;15250;20290;22950;26370;32060;5.3;7;0.335;57.8;52.5;3.2;2.1;39.1;3.1;0
394780105;21.4;60;6380;11290;16540;0.9;3470;5560;7620;9750;13160;15140;18640;22690;6.5;8.8;0.375;71.3;60.5;7.3;3.5;27.4;1.3;0
400460101;58.3;13.5;17430;24410;34360;0.69;10540;15590;18820;21390;27540;31710;36600;50200;4.8;6;0.336;51.1;40.8;3.5;6.8;38.2;10.7;0
400460102;39;32.6;11150;17680;24060;0.73;5720;9580;12250;15030;19750;22340;26100;31850;5.6;7.7;0.341;55.7;48.2;4.2;3.3;41.4;2.9;0
