CODGEO;NBMENFISC18;NBPERSMENFISC18;MED18;PIMP18;TP6018;TP60AGE118;TP60AGE218;TP60AGE318;TP60AGE418;TP60AGE518;TP60AGE618;TP60TOL118;TP60TOL218;PACT18;PTSA18;PCHO18;PBEN18;PPEN18;PPAT18;PPSOC18;PPFAM18;PPMINI18;PPLOGT18;PIMPOT18;D118;D918;RD18
450;4595;10419;18810;41.3;21.2;30.9;31.9;27.8;18.3;12.5;;8.8;41.3;63.7;55.7;3.3;4.7;34.6;7.7;8.5;2.9;3.6;2;-14.5;10300;31160;3
451;4787;10139;19260;36.5;15.3;;17.6;20.7;15.9;11.1;;9.6;30.8;61.7;54;3.4;4.3;38.4;7.9;5.5;1.9;2.3;1.3;-13.5;11730;30430;2.6
452;5120;10225;20130;42.1;13.9;;20.4;18.2;12.9;8.4;;8.7;28.2;58.1;49.4;2.8;5.9;41.8;9.1;5.5;1.6;2.5;1.4;-14.5;11830;33070;2.8
453;5949;11843;21360;50.2;11.5;;;17.8;13.8;6.5;;7.4;21.8;50.6;42.2;3;5.4;49.2;14.4;3.6;1.3;1.4;0.9;-17.8;12570;36650;2.9
454;4389;9602;19390;40.5;17.4;31.6;22;19.4;15.8;11.3;;6.4;34.2;64.4;57.7;2.9;3.8;34.4;7.2;8;2.8;3.3;1.9;-14;11130;31470;2.8
455;5359;10798;20910;48.3;12;;16.1;16.9;13.6;7.2;;6.1;23.8;56.7;47.1;4.4;5.2;44.7;9.8;4.3;1.4;1.8;1.1;-15.5;12380;33950;2.7
456;4673;10406;20130;43.5;14.1;;14.9;17.9;14.8;10;;8.6;26.6;63.6;55.3;3.1;5.2;35.4;10.2;6;2;2.6;1.4;-15.2;11800;33270;2.8
457;4880;10060;21090;46;11.2;;15;13.2;12.2;;;6.7;23.9;61;53.3;2.7;5;40.3;9.1;4.9;1.7;2.1;1.1;-15.3;12680;33970;2.7
458;5183;10646;22390;52.6;9.7;;;11.6;11.7;7.9;;5.9;18;56.9;47;2.8;7.1;40.2;20.4;3.1;1.1;1.3;0.7;-20.6;13130;40990;3.1
459;4863;10506;21240;50.4;17.1;;18;16.8;18;16.4;16.1;11;25.6;65.4;51.4;3.4;10.6;31.1;21.2;4;1.4;1.7;0.9;-21.7;10880;43720;4
460;4640;9906;20650;43.6;12.7;;15.2;14.9;14.2;9.2;;7.4;26;64.4;56;2.7;5.7;33.4;10.7;6.2;2;2.7;1.5;-14.7;12290;34090;2.8
461;4195;9702;20120;43.8;15.8;;17.6;22.4;14.9;10.7;;8.7;29.6;65.8;58.5;3.2;4.1;34.3;7.8;6.5;2.4;2.7;1.4;-14.4;11480;32200;2.8
462;4389;9792;20030;37.6;11.5;;13.6;11.3;12.7;;;7.8;22.2;64.7;55.8;2.2;6.7;33.7;10.6;5.1;2.4;1.6;1.1;-14.1;12620;30420;2.4
463;5026;10345;22530;55.4;11.1;;;15.3;11.6;8.5;;5.6;21;52.3;42.7;3.1;6.5;46.3;17.3;3.2;1.1;1.4;0.7;-19.1;12640;39390;3.1
464;5453;11062;21280;48.9;12.1;;;18.3;13.6;8.5;;8.1;23.5;53.9;39.6;3.2;11.1;47.9;11.7;4;1.2;1.9;0.9;-17.5;12420;36080;2.9
465;4575;9786;19650;39.4;17.6;;21.5;22.6;18;10.8;;10.3;35.9;61.3;50.2;2.2;8.9;34.6;11.7;6.8;2.2;3;1.6;-14.4;10850;32720;3
466;4229;9559;17550;36.8;26.2;41.9;33.2;33.7;26.6;15.2;;12.9;48.8;60.5;50.4;3.2;6.9;33;10;10.3;3.1;4.7;2.5;-13.8;9650;30140;3.1
467;4834;9543;17770;35;25.4;;38.7;35;27.7;15.7;;16.2;44.2;51.6;41.9;3.6;6.1;43.6;9.4;8.8;2.1;4.5;2.2;-13.4;9330;30440;3.3
468;4919;10073;19630;40.5;19.5;;28.6;25.5;22.5;10.7;;12.8;31.3;56.3;42;4.5;9.8;38.1;13.3;7;2;3.1;1.9;-14.7;10470;34350;3.3
469;4565;9299;19700;38.2;17.1;;20.1;23.8;19.3;11.4;;12.7;32.6;58.1;46.3;2.6;9.2;40.9;8.7;6.4;2.1;2.9;1.4;-14.1;10900;31660;2.9
470;4482;9648;19620;40.4;15.5;;22.7;16.7;17.8;9.7;;7.3;33.4;59.9;52.9;2.9;4.1;38.6;9;6.4;2.6;2.3;1.5;-13.9;11460;31040;2.7
471;4601;8892;19810;40.1;13.5;;;17.4;14.6;10.4;;9.5;24.6;57.3;46.8;2.2;8.3;40.9;10.9;5.2;1.4;2.6;1.2;-14.3;11960;31690;2.6
472;4094;9392;19330;41.1;18.2;;25.6;21.9;15.8;11.8;;8.1;35.9;67.8;57.5;3.3;7;30.8;8.6;7.6;2.7;3.2;1.7;-14.8;11040;32020;2.9
473;3996;9011;18200;41;21.4;;34.5;26.7;21.5;11.9;;9.9;40.6;59.3;53.5;3.4;2.4;38.8;6.4;9;3.4;3.6;2;-13.5;10270;30030;2.9
474;3954;9470;20200;40.3;10;;14.4;10.3;;;;6.2;23.4;70.1;60.5;2.4;7.2;28.7;9.4;5.7;2.9;1.7;1.1;-13.9;13010;32300;2.5
475;4076;9271;18920;37.4;20.9;38.8;26.7;26.7;18.6;12.9;;10.5;42.5;63.7;55.8;3.5;4.4;33;8.9;8.3;3.1;3.3;1.9;-13.9;10390;31380;3
476;3818;9470;19400;39.2;16.3;;17.8;18;17;;;7.7;34.4;71.1;63.7;3.6;3.8;28.2;6.4;8;3.5;2.8;1.7;-13.7;11370;30870;2.7
477;4043;9348;20310;42.9;12.4;;15.4;12.9;10.7;;;8.9;25.6;68.7;56;2.9;9.8;31.9;7.8;5.4;2.8;1.6;1;-13.8;12410;30680;2.5
478;4310;8637;19250;38.4;17.6;;18.9;21.3;19.4;14.5;;12.3;34.2;56.8;47.2;3.2;6.4;40.8;8.9;6.4;1.9;3.1;1.4;-12.9;10800;30930;2.9
479;4184;9178;18710;36.5;19.5;;25;22.1;20.9;15.1;;10.9;39.4;60.7;52.7;3.1;4.9;37.2;7.4;7.9;2.7;3.5;1.7;-13.2;10730;30420;2.8
480;3987;9122;19970;46.7;14.2;;18.5;18.9;11.4;;;6.6;25.4;68.9;61;3.5;4.4;31.5;7.5;7.3;2.8;2.9;1.6;-15.2;11850;32080;2.7
481;3857;8597;20380;44.6;15.7;;26;18.8;14.6;;;6.5;31.1;66.5;59.9;3.2;3.4;33.5;9.3;6.2;2.3;2.5;1.4;-15.5;11200;32770;2.9
482;4174;9298;21720;51;11.9;;;14.7;13.3;9.3;;5.9;21.4;68;58.7;2.5;6.8;34.6;9.1;4.8;1.9;1.9;1;-16.5;12580;37040;2.9
483;4071;9137;20170;40.8;13;;16.4;15.9;12;9.4;;8.4;25.7;61.7;52.7;2.7;6.3;37.3;9.9;5.4;2;2.2;1.2;-14.3;12160;31950;2.6
484;4125;8954;20030;41.8;15.5;;17.2;17.8;17.1;11.3;;7.5;29.3;62;54.6;2.3;5.1;36.1;9;7;2.4;3;1.6;-14.1;11300;32160;2.8
485;4107;8960;19910;40.4;12.7;;;13.4;13.8;9.8;;9;24.2;60;49.7;2.1;8.2;39.2;10.5;4.6;1.8;1.9;0.9;-14.3;12250;32480;2.7
486;3961;8454;21020;47.2;11.6;;;14.3;;;;6;25;64.1;53.6;2.2;8.3;35.6;10.1;5.7;2;2.5;1.2;-15.5;12390;33600;2.7
487;4006;8746;20470;42.9;13.2;;14.3;15.2;12.7;;;7.6;27.7;65;56.7;2.1;6.2;36;7.8;6.2;2.1;2.7;1.4;-15;11970;32320;2.7
488;4053;8306;18750;35.3;20.5;;23;24.6;19;16.6;19.1;16;36.1;56.4;45.8;2.6;8;41.3;9.4;6.2;1.9;3;1.3;-13.3;10230;31230;3.1
489;3954;8926;22010;51.3;10.5;;13.2;11;;;;5.3;21.3;71;62.3;3;5.7;29.8;10.6;5.1;2.1;1.9;1.1;-16.5;12860;35630;2.8
490;4333;8768;20530;45.2;17.7;;22.4;22;21.8;13.4;;10.5;31.6;52.6;41.5;3;8.1;46.8;11.8;5.7;1.5;2.7;1.5;-16.9;10680;36400;3.4
491;3423;8062;19660;41.4;15.6;;17.6;17.9;14.8;;;7.9;32.4;70.1;58.7;2.8;8.6;29.1;9;6.7;2.8;2.5;1.4;-14.9;11550;32470;2.8
492;4477;8824;24150;61.7;13;;;15;13.7;12.2;;8.4;18.1;61.9;47.4;3.6;10.9;28.3;37;1.7;0.6;0.7;0.4;-28.9;11830;57620;4.9
493;4060;8787;20480;40.3;13;;15.2;17;13.6;;;7.5;24.4;64.4;55.4;2.6;6.4;34.5;9;5.7;2.2;2.3;1.2;-13.6;12040;31350;2.6
494;3685;8388;19030;39.8;19.8;;25.6;22.1;19.8;12.4;;10.3;37.6;65.1;54.7;3;7.4;31;9.3;8.3;3;3.4;1.9;-13.7;10590;30960;2.9
495;3854;7874;19400;45.7;21.6;;23.3;26.5;24.2;17.7;16;13;32.7;61.7;46.7;3.4;11.6;35.8;16.5;4.8;1.3;2.2;1.3;-18.8;9890;37250;3.8
496;3745;7814;19320;40.1;17.5;;23.7;19.2;17.5;14.3;;7.4;30.4;60.6;55.2;3.1;2.3;39.3;6;7.6;2.3;3.3;2;-13.5;11230;31470;2.8
497;4198;8897;21850;52;10.8;;;13.4;12.1;;;6.9;20.1;59.7;49.7;3.4;6.6;41.1;12.9;3.6;1.4;1.4;0.8;-17.3;12800;38400;3
498;3612;8301;20320;40.3;11.2;;;15.5;;;;6.7;25;64.7;56.5;1.9;6.3;33.3;10.9;5.3;2.6;1.6;1.1;-14.2;12710;31280;2.5
499;3547;7451;20070;45.8;15.8;;21.8;17.9;;;;10.1;29.8;61.9;54.1;2.5;5.3;38.9;8.6;5.3;2.1;2;1.2;-14.7;11510;32460;2.8
500;3577;7690;21190;47.2;12.4;;;15;12.7;;;7.6;26.9;67.9;59.5;2.4;6;32.8;9.7;5;2.1;1.8;1.1;-15.4;12300;35120;2.9
501;3325;7946;21390;45.4;16.6;;25.8;21.4;11.6;;;11.3;35.7;65.1;56.7;5.2;3.2;29.1;14.3;4.9;1.8;2;1.1;-13.4;10720;34570;3.2
502;3495;7936;20620;42.3;13.7;;;14.7;14;10.4;;9.5;26;62.6;52.7;1.9;8;34.6;12.7;5.2;2.2;2;1;-15.1;11980;33590;2.8
503;3976;8296;20110;42;13.5;;20.6;13.1;16.1;9.6;;9.5;27.5;59.2;50.2;2.6;6.4;40.2;10.2;4.8;1.7;2;1.1;-14.4;11930;32330;2.7
504;3661;8403;23110;55.8;10.6;;;10;;;;5.6;19.2;79.9;72.6;3.6;3.7;25.4;7.7;4.7;1.9;1.7;1.1;-17.7;12880;37220;2.9
505;3768;8655;22900;54.5;7.5;;;;;;;5;15.3;75.1;68;2.7;4.4;28.1;8.9;4.5;2.1;1.4;1;-16.6;13870;37260;2.7
506;3750;7858;20870;44.8;13.2;;;17.4;12.1;;;10;23;62.2;51.9;2.9;7.4;37.8;10.5;4.6;1.7;1.9;1;-15.1;12050;34140;2.8
507;3692;7775;19620;39.1;15.4;;;20.7;16.7;10.9;;8.2;31;60.6;52.8;3.1;4.7;38.7;7.5;6.7;2.3;2.8;1.6;-13.5;11480;30830;2.7
508;3165;7672;17330;33.2;25;;31.6;33.2;23.2;16;;9.7;39.2;62.2;54.9;4.2;3.1;34.7;6;9.7;3.3;3.9;2.5;-12.6;9940;30360;3.1
509;3644;7901;20120;42.8;14.9;;21;17.4;15.5;;;7.8;34.3;64.9;56.5;4.7;3.7;36.6;6.2;6.4;2.4;2.6;1.4;-14.1;11490;31570;2.7
510;3508;8357;22710;53.3;7.5;;;;;;;5;17.2;73.6;67.2;2.7;3.7;29;8.6;4.1;2.2;1.2;0.7;-15.3;14050;34710;2.5
511;4013;7745;18660;34.9;20.6;;31.3;23.2;20.1;15;15.1;14.5;36.4;50.8;43.1;2.1;5.6;46.1;9.5;7;1.8;3.6;1.6;-13.4;10170;30350;3
512;3852;8347;19190;42.7;20.9;;22.4;23.9;18.5;17;;6;32.3;75.2;66.4;5.2;3.6;28.2;4;7.8;2.5;3.2;2.1;-15.2;10350;34050;3.3
513;4282;8757;24470;61.2;10.4;;;15;14.3;;;6.3;17.3;48.9;38.1;3;7.8;49;21.3;2.7;1;1.1;0.6;-21.9;12880;46960;3.6
514;3904;7912;20460;44.9;13.7;;19.7;16.9;14.3;10.5;;7.6;28.7;58.9;50.8;2.7;5.4;41.7;8.6;5.1;1.8;2.2;1.1;-14.3;11890;31010;2.6
515;3858;7832;19780;38.9;14.8;;;16.5;14.7;12.1;15.3;10.6;26.2;59.4;46.5;2.1;10.8;38.3;11.4;5.3;1.8;2.3;1.2;-14.4;11850;32370;2.7
516;4009;8223;20200;43;15.9;;22.6;20.3;15.4;;;7.5;30.5;60.8;52.7;4.3;3.8;39.6;7.8;6;1.9;2.5;1.6;-14.2;11460;32730;2.9
517;3165;7370;19870;40.8;19;;25.1;25;14.8;;;10.9;35;68.7;61.5;3.3;3.9;31.3;8.6;6.3;2.4;2.5;1.4;-14.9;10830;33650;3.1
518;4040;8318;21000;47.3;12.7;;18;16.5;12.2;;;7.7;24.1;59.9;48.9;3.2;7.8;41.4;9.8;4.4;1.5;1.8;1.1;-15.5;12240;35030;2.9
519;3837;7730;19870;39.9;15.3;;;15.9;16.6;11.7;;8.8;28.6;53.9;46.5;3.2;4.2;43.7;11.5;5.5;1.6;2.5;1.4;-14.6;11560;32720;2.8
520;3432;7900;21220;47.3;13.8;;14;16.4;14.5;;;6.6;28.6;69.5;62.2;3;4.3;30.1;9.6;5.9;2.8;1.8;1.3;-15.1;11820;34010;2.9
521;3676;7268;20220;42;15.3;;;21.5;14.9;10.8;;9.2;29.2;53.8;44;3.1;6.7;44.9;11.1;4.9;1.6;2.1;1.2;-14.7;11330;33840;3
522;3555;7213;19860;42.2;18.9;;26.4;23.3;20.9;12.1;;10.5;31.7;55.7;43.4;3.8;8.5;41.8;12.5;6.3;1.8;2.9;1.6;-16.3;10390;35370;3.4
523;3210;7420;20070;41.6;14.7;;;16.1;15.3;11.9;;11.7;22.9;60.6;49.6;2.1;8.9;36.6;12.5;5;2;2;1;-14.7;11620;33670;2.9
524;3473;7798;22480;51;8.3;;;;;;;5;16.8;69.7;61.8;2.4;5.5;31.4;10.8;4.5;2.1;1.4;1;-16.4;13640;36970;2.7
525;3268;7482;20330;43.6;11.3;;;11.2;;;;6.6;24.1;70.4;61.5;2.6;6.3;29.3;8.2;6.1;2.9;1.9;1.3;-14;12630;31210;2.5
526;3379;8018;21340;45.5;9;;;9.3;;;;6;21.3;74.4;64.7;3;6.7;27.8;7.3;4.8;2.4;1.5;0.9;-14.3;13370;31700;2.4
527;3390;7561;20430;44.6;14.5;;19.5;16.8;13.1;;;8.7;29.4;65.3;56.2;2.7;6.4;33.7;9.6;5.9;2.3;2.3;1.3;-14.5;11940;33500;2.8
528;3682;7523;20400;43.4;12.2;;;13.9;15.4;;;8.8;22.5;56.9;45.5;2.1;9.3;37.9;16.8;4.5;1.6;1.9;1;-16.1;12380;34800;2.8
529;4058;7626;20440;46.1;14.4;;;19;16.5;9.9;;9.6;24.4;54.1;44.5;2.9;6.7;46.1;11.1;4.4;1.3;2;1.1;-15.7;11640;34070;2.9
530;3519;7384;20010;41.2;15.2;;;17.8;15.6;;;9;28.1;63.4;55.5;3.2;4.7;34.9;9.2;7;2.3;3.1;1.6;-14.5;11600;31450;2.7
531;3580;7373;19400;37.3;15.4;;;19.3;15.7;12;;11.9;29.4;59.9;49.7;3.1;7.1;39.3;8.2;5.9;2.2;2.5;1.2;-13.3;11480;30120;2.6
532;3496;7574;20090;40.6;12.8;;18.2;17.2;14.2;;;8.1;28.4;59.9;52.3;2.4;5.2;39.6;9.5;5.3;2.1;2.1;1.1;-14.3;12190;31190;2.6
533;3502;7331;20100;40.5;12.8;;;14;16.6;;;8.8;22.7;57;47.5;2.5;7;40.6;10.8;5.3;2.1;2;1.2;-13.7;12000;31160;2.6
534;3369;7044;20770;43.7;13.6;;19.7;14.7;14.8;;;6.7;27.5;62.3;52;2.5;7.8;36.6;9.8;5.9;1.9;2.6;1.4;-14.6;12060;33220;2.8
535;3516;7286;20620;44.2;11.2;;;;;;;6.8;23.2;57.5;48.8;2.6;6.1;41.4;11.1;4.8;2;1.7;1.1;-14.8;12590;33110;2.6
536;3643;7784;20910;47.6;10.9;;;16.5;;;;6.5;18.6;65.6;57.5;3.6;4.5;36.4;7.7;5;1.9;1.9;1.2;-14.7;12660;32930;2.6
537;3170;7478;20630;46.1;14.6;;24.3;16.3;12.6;;;7.9;34.5;69.1;62.7;2.5;3.9;31.6;9;5.5;2.2;2.1;1.2;-15.2;11590;33820;2.9
538;3206;7650;21080;43.5;9.8;;;;;;;7.7;18.8;70.5;61.1;3.3;6.1;30.9;8.5;4.8;2.5;1.5;0.8;-14.7;13060;33000;2.5
539;3628;7045;19670;40.6;16.2;;18.6;20;15.9;12.7;;8.3;33.8;60.1;52.4;3.1;4.6;39.3;9;6.5;1.8;3.1;1.6;-14.9;11490;32310;2.8
540;2774;5733;20590;46.2;19.3;;;19;21.5;15.7;;13.4;26.3;63;50.5;3.2;9.3;35.2;13.2;5.8;1.6;2.9;1.3;-17.2;10140;36970;3.6
541;3049;7179;18710;36.5;19.5;;26.7;21.4;18.3;13.4;;11.3;37.2;64.9;56.9;3.1;4.9;32;8.6;7.9;2.7;3.4;1.8;-13.4;10620;31320;2.9
542;3541;7186;19710;39;16.2;;;17.1;17.3;12.6;15.8;11.1;31.4;55.6;46.1;2.7;6.8;43.7;9.8;4.9;1.5;2.2;1.2;-14;11280;32670;2.9
543;3410;7240;19460;37.7;18.2;;20.7;22.1;18.6;12.9;18.4;12.4;32.7;60.4;47;3.4;10;38;12.2;5.3;1.8;2.3;1.2;-15.9;10620;33520;3.2
544;3271;7564;20890;42.5;10.2;;;;;;;5.4;24.6;68.3;61.3;2.8;4.2;30.4;11.1;5.4;2.5;1.8;1.1;-15.2;12920;32460;2.5
545;3182;7263;20670;46.8;12.7;;15.5;13.8;;;;7.1;26.3;69.7;58.8;2.8;8.1;29;11.3;5.5;2.5;1.9;1.1;-15.5;12100;33920;2.8
546;3491;7004;19840;38.4;14.2;;;17.6;15;;;10.1;27.7;56.5;45.9;2.7;7.9;40.4;10.6;6.3;1.9;3;1.4;-13.8;11700;31430;2.7
547;2977;7179;18380;35;20.6;;25.9;23.3;18;;;11.1;38.8;64.7;52.8;2.6;9.3;29.5;10.4;9.2;3.3;3.8;2.1;-13.8;10830;31180;2.9
548;3126;6665;20180;43.3;16.7;;22.6;17.8;17.3;12.3;;8.4;37.3;62.4;53.4;2.6;6.4;37.2;9;6.3;2.1;2.7;1.5;-14.9;10930;33160;3
549;3859;7603;21910;57.5;14.7;;;19.6;19.4;11.3;;7.7;26.1;52.4;41.7;3.4;7.3;46.2;19.3;3.2;1.2;1.3;0.7;-21.1;11230;41730;3.7
550;3032;6903;24260;62.8;9.1;;;;;;;7.1;14.3;78.7;61.9;3.4;13.4;20.5;19.5;1.9;1.2;0.4;0.3;-20.6;13490;46350;3.4
551;3085;6714;20270;41.5;13.1;;;14.9;;;;8.7;29.7;60.4;50.8;2.6;7;36.4;13;5;2;2;1;-14.8;12120;30480;2.5
552;3122;6902;20270;41.8;17.2;;16.9;20.2;17.5;;;7.5;34.4;70.2;63;3.3;3.9;29.5;7.4;7.3;2.6;2.9;1.8;-14.4;10940;32210;2.9
553;2877;6573;20350;43.2;14.3;;;20.3;;;;8.1;28.9;64.9;57.2;2.8;4.9;35;7.9;6.2;2.7;2.2;1.3;-14;11810;31880;2.7
554;3136;6759;19990;43.3;15.3;;17.7;18;19;;;8.4;30.6;61.3;52.8;2.8;5.7;38.3;8.3;6.2;2.5;2.3;1.4;-14.1;11470;31520;2.7
555;3277;6662;22810;52.8;11.4;;;;;;;7.3;25.1;68.4;42.9;2.1;23.4;31.3;17.2;3.6;1.2;1.6;0.8;-20.5;12540;49640;4
556;3334;7530;21590;46.4;9.3;;;14.4;;;;6.2;20.2;67.3;57;3.1;7.2;34.8;8.6;4.7;2.3;1.5;0.9;-15.4;13210;33930;2.6
557;2967;6807;20600;43.7;12.6;;15.6;13.8;;;;6.2;27;73.1;65.5;2.7;4.9;26.7;8.2;6.4;2.9;2.1;1.4;-14.4;12350;31670;2.6
558;2955;6056;20820;43.4;13.8;;;;;;;9.8;26.2;62.6;52.3;2.1;8.2;38.5;9;4.6;1.7;1.9;1;-14.7;11940;32980;2.8
559;2647;6162;24100;59;8.4;;;;;;;;19.4;76.1;68.6;2.3;5.2;28.1;10;3.5;1.7;1.1;0.7;-17.7;13870;39760;2.9
560;2950;6482;18600;43.9;22.4;;27.8;30.1;19.3;;;;33;69.8;62.7;4.4;2.7;30.1;5.6;9.1;3.2;3.6;2.3;-14.6;10000;31620;3.2
561;3019;6769;19380;37.8;15.3;;18.9;19.7;;;;8.6;27.4;64.4;55.7;2.9;5.8;34.2;8.6;6.5;2.7;2.2;1.6;-13.7;11480;31110;2.7
562;2858;6547;19140;41;19.7;;25.2;21.4;20.4;;;10.3;38;67.1;56.7;3.3;7.1;29.9;8.4;8.5;3.1;3.4;2;-13.9;10360;31840;3.1
563;3167;6100;20210;44;15.9;;22.3;;18.7;;;8.5;31.4;54.3;47.1;2.4;4.8;45.1;9.2;6.8;1.8;3.4;1.6;-15.4;11400;32410;2.8
564;3314;6580;20470;49.2;15.2;;;16;16.8;;;10.7;22.5;63.1;48.9;4.5;9.7;35.8;13.5;4.2;1.5;1.6;1.1;-16.6;11660;35080;3
565;2790;6413;20520;43.3;12.6;;;15.5;;;;6.2;26.8;66.8;58.6;2.6;5.6;32.6;9.2;6.2;2.8;2.1;1.3;-14.8;12280;32540;2.6
566;3624;6582;18060;35.3;24.3;;39.7;30.5;29.9;17;;14.5;39.2;45.3;36.2;3.6;5.5;50.4;10.6;8.4;1.6;4.5;2.3;-14.7;9850;30280;3.1
567;3943;7337;23080;56.6;9.9;;;;;;;5.8;20.4;44.4;34.6;2.8;7;54.9;17;2.5;0.8;1.1;0.6;-18.8;13070;41750;3.2
568;2821;6565;24290;64;6.9;;;;;;;5;17.2;77.9;49.5;1.6;26.8;23.3;18.8;2.6;1.4;0.7;0.5;-22.6;14370;51440;3.6
569;3207;6452;20880;44.5;10.4;;;;;;;7.1;21.8;57.9;49.4;2.5;6;42.6;10.7;4.2;1.5;1.8;0.9;-15.4;12880;34310;2.7
570;2694;6720;22470;54.6;11.3;;;12.2;;;;5;23.5;77.2;70.9;3.3;3;26.4;8.2;4.5;2.2;1.4;0.9;-16.3;12710;36530;2.9
571;2678;6340;15800;30.6;34.1;54.2;41.3;41.8;34.5;20.4;;15.2;55.3;56.9;48.1;4.2;4.6;33.6;6.6;14.9;4.4;6.7;3.8;-12;8860;27270;3.1
572;2756;5710;22310;52.6;10;;;;;;;5.3;20.4;66;57.5;2.7;5.8;35.4;9.7;4.8;1.9;1.8;1.1;-15.9;13050;35530;2.7
573;2675;6061;18850;35;21.6;;23.1;25.8;24.2;;;12.3;40.8;59.6;52;3;4.6;32.5;13.3;7.5;2.4;3.2;1.9;-12.9;10410;30420;2.9
574;2855;5974;20700;43.8;12;;;;;;;7.4;25.7;60.4;51.9;2.5;6;39.4;8.9;5.3;1.9;2.2;1.2;-14;12520;31620;2.5
575;3043;6341;20050;40.4;16.4;;;17.1;20.3;;;10;29.7;63.6;51;3.6;9;35.4;9.8;6;1.7;2.7;1.6;-14.8;11340;33270;2.9
576;2792;6171;19670;42.9;16.6;;20.6;22.4;;;;7.2;33.5;62.8;55.8;3.1;3.9;36.1;9.3;6.8;2.1;3.1;1.6;-15;11520;31690;2.8
577;2707;6195;21200;47.5;11.8;;;;;;;7;21;73.1;65.3;3.3;4.5;28.9;8.1;5.8;2.4;2.2;1.2;-15.9;12500;34970;2.8
578;3274;6603;23710;55.2;9.6;;;;14.6;;;6.7;18.5;54.6;41.7;3.1;9.8;44.6;18.3;2.4;0.9;1;0.5;-19.9;13200;47090;3.6
579;2884;5995;21650;47.9;9.5;;;;;;;6.3;20.3;63.3;53.8;2.6;6.9;37.8;11.4;4.1;1.6;1.6;0.9;-16.6;13220;36390;2.8
580;2655;6210;21290;48.4;11.9;;16.1;14.2;;;;7.5;23.6;71.3;63.2;2.7;5.4;30;8.7;5.2;2.7;1.5;1;-15.2;12460;34770;2.8
581;2615;5969;19870;43.5;14.8;;17.2;17.2;;;;7.1;26.4;68.5;61.8;3.3;3.4;32.7;5.8;7.5;3;2.8;1.7;-14.5;11590;30810;2.7
582;2778;5896;20900;44.5;13.4;;;;;;;7.2;29;62.8;51.4;2.3;9.1;36.4;11.4;5;2;1.9;1.1;-15.6;12100;34200;2.8
583;2706;5861;20470;42.3;15.3;;;16.8;;;;10.2;28.5;60.2;47.8;2.6;9.8;36.8;13.3;5.2;1.8;2.2;1.2;-15.5;11230;36170;3.2
584;2626;5719;17180;31.4;25.4;;34.2;38.3;23.3;16.1;;14.2;43.1;55.8;48.8;4.8;2.2;39.7;7.1;9.9;2.9;4.5;2.5;-12.5;9890;27970;2.8
585;2394;5695;21160;46.1;13;;;14.1;;;;7.4;25.4;70.5;64.6;2.8;3.1;30.3;8.4;6;2.9;1.8;1.3;-15.2;12020;34590;2.9
586;2555;5884;18500;38.7;20.9;;25.2;27.9;;;;8;34.1;64.2;56;3.1;5.1;30.6;9;10.1;3.4;4.4;2.3;-13.9;10480;30700;2.9
587;2738;5113;20380;48.4;16.7;;;23.8;;;;8.7;29;48.4;38.9;3;6.5;52.8;10.6;5;1.2;2.5;1.3;-16.8;10730;34950;3.3
588;2817;5623;20220;44.1;13.6;;;;;;;7.5;30.4;56.2;47.3;3.1;5.8;43.1;10.3;5.1;1.7;2.2;1.2;-14.7;12040;32360;2.7
589;2412;5856;20380;44.5;15.6;;;19.9;16.5;;;9.3;26;71.7;59;3.7;9;27.3;12.7;5.3;2.3;1.7;1.3;-17;11410;35090;3.1
590;2852;5761;20150;39.8;14.3;;;;;;;9;26.9;57.4;49.1;2;6.3;40.3;10.5;5.8;2;2.5;1.3;-14;11800;31700;2.7
591;2646;5748;20600;42.8;11.6;;;;;;;5.7;26.2;60.7;54.7;2.4;3.6;37.3;12.2;5.1;2.2;1.8;1.1;-15.3;12490;33720;2.7
592;2649;6440;22870;52.2;11.4;;;12.2;;;;6.9;20.9;76.4;67.3;3.7;5.4;26.5;10.9;4.3;1.9;1.5;0.9;-18.1;12580;39130;3.1
593;2378;6044;21260;43.2;7.8;;;;;;;5;18.2;68.7;62.2;2.8;3.7;24.8;17.3;5.7;2.7;1.9;1.1;-16.5;13640;33400;2.4
594;2748;5588;20180;43.7;15;;;;;;;9.8;28;55.9;45.7;3.1;7.1;44.2;9.7;5.7;1.6;2.7;1.4;-15.5;11710;34700;3
595;2402;5061;19340;36.9;16.7;;;;20;;;9.8;28;62.1;54.2;2.4;5.5;35.1;9.1;7.4;2.4;3.2;1.8;-13.7;11360;31320;2.8
596;2594;5665;20620;43;11.7;;;;;;;5.9;22.8;67.4;60.5;2.3;4.6;32.6;9.4;5.4;2.4;1.8;1.2;-14.8;12580;32790;2.6
597;2348;5421;21760;49.3;10.1;;;;;;;;20.2;74.6;67.4;2.8;4.4;28;9.1;4.9;2.1;1.7;1.1;-16.6;13020;36440;2.8
598;2510;5667;21690;51.4;14.8;;;;;;;8.6;28.3;63.3;53.3;3.4;6.6;36;15.7;4.1;1.8;1.5;0.8;-19.1;11320;38700;3.4
599;2808;5477;20050;42.4;14.3;;;;;;;9.9;27.3;54.4;44.8;2;7.6;44.2;11.7;5;1.5;2.3;1.2;-15.3;11790;33370;2.8
